author,count
"Cromarty, George Mackenzie, Earl of, 1630-1714.",1
"Berriman, William, 1688-1750.",3
"Humphreys, David, 1689-1740.",1
"Cunningham, Timothy, d. 1789.",1
"Hewatt, Alexander.",2
"[Cooke, John] 1738-1823.",1
"Harris, William, 1720-1770.",9
"Desmaizeaux, Pierre, 1673?-1745.",1
"Shelton, Maurice, 1683-1749.",1
"Higgons, Bevil, 1670-1735.",4
"Curry, John, d. 1780.",2
"Curry, John, -1780.",2
"Psalmanazar, George, 1679?-1763.",2
"Saul, Edward.",1
"Bourgoing, Jean-François, baron de, 1748-1811.",7
"Shaw, Duncan, 1726-1795.",2
"Cooper, Mrs. fl. 1737.",1
"Schomberg, Alexander Crowcher, 1756-1792.",1
"Dobson, Susannah Dawson, d. 1795.",2
"Rushworth, John, 1612?-1690.",8
"Townshend, Hayward, b. 1577.",1
"Goudemetz, Henry, 1749-1826?",1
"Reynolds, George, 1699 or 1700-1769.",1
"Kirkpatrick, James, d. 1743.",1
"Saint-Foix, M. de 1698-1776.",3
"Diodorus, Siculus.",1
"Walker, Joseph C. d. 1810.",3
"Trist, Jeremiah.",1
"Symmes, Thomas, 1678-1725.",1
"Knox, Robert, 1640?-1720.",1
"Hamilton, Charles, 1752 or 3-1792.",2
"Jackson, Richard, d. 1787.",1
"Tyers, Thomas, 1726-1787.",1
"Muncaster, John Pennington, Baron, 1737-1813.",1
"Edwards, Bryan, 1743-1800.",3
"Bruce, John, 1745-1826.",3
"Millar, John, 1735-1801.",4
"Birch, Thomas, 1705-1766.",9
"Winterbotham, William, 1763-1829.",1
"Fletcher, Joseph, 1577?-1637.",1
"Proctor, John, 1521?-1584.",2
"Cullum, John, Sir, 6th Bart., 1733-1785.",1
"Tindal, William, 1756-1804.",1
"Swinden, Henry, 1716-1772.",1
"Rawlinson, Richard, 1690-1755.",1
"Green, Valentine, 1739-1813.",2
"Barrett, William, 1733-1789.",1
"Madox, Thomas, 1666-1727.",2
"Mackerell, Benjamin.",1
"Langley, Thomas, 1769-1801.",2
"Concanen, Mr. 1701-1749.",2
"Throsby, John, 1740-1803.",1
"Wood, Anthony à, 1632-1695.",3
"Luckombe, Philip, d. 1803.",1
"George IV, King of Great Britain, 1762-1830. Great Britain. Parliament (1788-1789)",1
"Prévost, abbé, 1697-1763.",1
"Pernety, Antoine-Joseph, 1716-1801.",1
"Loredano, Giovanni Francesco, 1607-1661.",1
"Ferguson, Robert, d. 1714.",1
"Robertson, William, 1721-1793.",7
"Gillies, John, 1747-1836.",6
"Maimbourg, Louis, 1610-1686.",1
"Costard, George",1
"Young, William, Sir, 1749-1815.",4
M. M. D. L. T.,2
"Rousset de Missy, Jean, 1686-1762.",1
"Darell, William, d. 1580.",1
"Bicknell, Alexander, d. 1796.",3
"Macaulay, Catharine, 1731-1791.",2
"M'Cormick, Charles, 1755?-1807.",3
"Kimber, Isaac, 1692-1755.",1
"Lloyd, T. A.",2
"Hody, Humphrey, 1659-1707.",1
"Warton, Thomas, 1728-1790.",9
"Wraxall, Nathaniel William, Sir, 1751-1831.",7
"Brown, Andrew, of Glasgow.",2
"Gibson, John, merchant of Glasgow.",2
"Somerville, Thomas, 1741-1830.",3
"Macpherson, James, 1736-1796.",8
"Cranz, David, 1723-1777.",1
"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik, d. 1185.",4
Herodotus.,3
"Firishtah, Muḣammad Kāsim ibn Hindū Shāh, Astarābādī.",3
"Firishtah, Muḥammad Qāsim Hindū Shāh Astarābādī.",2
"Brindley, James, 1716-1772.",1
"Ayloffe, John, d. 1685.",1
"Leland, Thomas, 1722-1785.",7
"Moryson, Fynes, 1566-1630.",2
"Crawford, William, 1739?-1800.",2
"Warner, Ferdinando, 1703-1768.",3
"Guicciardini, Francesco, 1483-1540.",14
"Long, Edward, 1734-1813.",5
"Morell, Charles, Sir, 1736-1765.",5
"Justinus, Marcus Junianus.",2
"Krasheninnikov, Stepan Petrovich, 1713-1755.",2
"Ferrar, John, of Limerick.",2
"Panciroli, Guido, 1523-1599.",1
"Clavigero, Francesco Saverio, 1731-1787.",3
"Evans, Theophilus, 1694-1767.",1
"Fraser, James, fl. 1742.",1
"Fielding, Sarah, 1710-1768.",2
"Dale, Antonius van, 1638-1708.",1
"Charlevoix, Pierre-François-Xavier de, 1682-1761.",2
"Seller, Abednego, 1646?-1705.",1
"Chandler, Samuel, 1693-1766.",4
"Enfield, William, 1741-1797.",5
"Desroches de Parthenay, Jean-Baptiste, 1690-1766.",1
"Jones, Stephen, 1763-1827.",2
"Huet, Pierre-Daniel, 1630-1721.",3
"Drummond, William, 1585-1649.",2
"Lindsay, Robert, 1500?-1565?",1
"Hereford, Charles John Ann, b. 1758.",8
"Marsden, William, 1754-1836.",2
"Radicati, Alberto, conte di Passerano, 1698-1737.",1
"Mascov, Johann Jakob, 1689-1761.",2
"Buchanan, William, d. 1747.",1
"Marigny, François Augier de, -1762.",4
"Tarleton, Lieutenant-General 1754-1833.",1
"Anthing, Frederic, 1753-1805.",2
"Glenbervie, Sylvester Douglas, Baron, 1743-1823.",3
"Geddes, Michael, 1650?-1713.",4
"Murray, James, 1732-1782.",3
"Spon, Jacob, 1647-1685.",1
"Davila, Arrigo Caterino, 1576-1631.",2
"Solís, Antonio de, 1610-1686.",3
"Galart de Montjoie, 1746-1816.",1
"Lenfant, Jacques, 1661-1728.",2
"Hutchinson, William, 1732-1814.",3
"Whitney, Peter, 1744-1816.",1
"Gibbon, Edward, 1737-1794.",8
"Abreu de Galindo, Juan de.",1
"Glas, George, 1725-1765.",1
"Heiss, Johann von, d. 1688.",2
"Borlase, Edmund, d. 1682?",2
"Isla, José Francisco de, 1703-1781.",1
"Colden, Cadwallader, 1688-1776.",2
"Temple, John, Sir, 1600-1677.",1
"[Gurdon, Thornhagh], 1663-1733.",2
"Seacome, John.",1
"Limborch, Philippus van, 1633-1712.",1
"Warner, Richard, 1763-1857.",4
"Duncan, Matthew.",1
"[Ståhlberg, George Georgson]",1
"Sheridan, Charles Francis, 1750-1806.",2
"Ellis, George, 1753-1815.",3
"Krusinski, Father.",2
"Drinkwater, John, 1762-1844.",1
"Lloyd, Henry, ca. 1720-1783.",3
"Courtilz de Sandras, Gatien, 1644-1712.",1
"Kimber, Edward, 1719-1769.",3
"Lewis, John, 1675-1747.",1
"Grove, Joseph, d. 1764.",8
"Lyttelton, George Lyttelton, Baron, 1709-1773.",15
"Mottley, John, 1692-1750.",3
"[Phillips, Thomas] 1708-1774.",1
"Ellwood, Thomas, 1639-1713.",2
"Berington, Joseph, 1746-1827.",6
"Backhouse, William.",1
"Elie de Beaumont, Mme. 1729-1783.",2
"Loskiel, George Henry, 1740-1814.",1
"Jones, D. fl. 1676-1720.",2
"Lettsom, John Coakley, 1744-1815.",1
"Stedman, C. 1753-1812.",2
"Gough, John, 1721-1791.",2
"Burn, Richard, 1709-1785.",5
"Ruggles, Thomas, 1737?-1813.",3
"Osório, Jerónimo, 1506-1580.",2
"Pittis, William, 1674-1724.",3
"Ireland. Volunteer convention, 1783.",1
"Sinclair, John, Sir, 1754-1835.",39
"Manley, Roger, Sir, 1626?-1688.",1
"Robertson, William, Rev., 1721-93.",3
"Goodwin, Thomas, 1650?-1716?",1
"Dillon, John Talbot, Sir, 1734-1806.",3
"Watson, Robert, 1730?-1781.",2
"Francklin, William, 1763-1839.",5
"Bacon, Francis, 1561-1626.",12
"Braithwaite, John, 1700?-1768?",1
"Midon, Francis.",1
"Blair, John, d. 1782.",1
"Sewel, William, 1653-1720.",1
"Gordon, William, 1728-1807.",5
"Crévier, Jean Baptiste Louis, 1693-1765.",10
"Sprat, Thomas, 1635-1713.",2
"Vairasse, Denis, ca. 1630-ca. 1696.",1
"Oulton, Walley Chamberlain, 1770?-1820?",1
"Victor, Benjamin, d. 1778.",4
"Jacob, Edward, 1709 or 10-1788.",1
"Martin, Thomas, 1697-1771.",1
"Mignot, Vincent, ca. 1730-1791.",2
"Carter, Edmund, fl. 1753.",2
"Bossuet, Jacques Bénigne, 1627-1704.",1
"Hartley, James, Ph. D.",2
"Sharaf al-Dīn ʻAlī Yazdī, d. 1454.",2
"Paruta, Paolo, 1540-1598.",1
"Caradoc, of Llancarvan, d. 1147?",1
"Powell, David, 1552?-1598.",1
"Warrington, William",1
"Alexander, William, d. 1783.",2
"Barbon, Praisegod, 1596?-1679.",1
"Allen, William, 1532-1594.",3
"Bunyan, John, 1628-1688.",2
"Carter, Matthew, fl. 1660.",1
"Fernández, Jerónimo.",1
"Hoole, Charles, 1610-1667.",1
"Butler, Charles, 1750-1832.",2
"Tull, Jethro, 1674-1741.",1
"Aiton, William, 1731-1793.",6
"Phelps, J.",1
Great Britain. Parliament. 1644.,1
"Sedgwick, Obadiah, 1600?-1658.",1
"Cotes, Roger, 1682-1716.",1
"Needham, John, d. ca. 1786.",1
Callimachus.,7
"Taylor, Thomas, 1758-1835,",1
"Heginbothom, Ottiwell, 1744-1768.",1
"Toland, John, 1670-1722.",6
"Southey, Robert, 1774-1843. Cottle, Amos Simon, 1768?-1800.",1
"Switzer, Stephen, 1682?-1745.",3
Bible. N.T. Greek. 1701.,1
"Ravenscroft, Edward, 1654?-1707.",1
Homer.,13
"Challes, Robert, 1659-ca. 1720.",2
"Du Laurens, Henri-Joseph, 1719-1797.",1
"Browne, Isaac Hawkins, 1705-1760.",4
"Grey, Zachary, 1688-1766.",3
"Brown, Robert,",2
"Rolt, Richard, 1724 or 5-1770.",7
"Felton, Samuel, fl. 1780-1792.",2
"Farley, Edward.",1
"Gordon, Thomas, d. 1750. Trenchard, John, 1662-1723.",3
"Molesworth, John Gordon, Thomas, d. 1750.",4
"Sheffield, John Holroyd, Earl of, 1735-1821. Gordon, Thomas, d. 1750. Trenchard, John, 1662-1723.",4
"Celesia, Dorothea, 1738-1790.",1
"Macgowan, John, 1726-1780.",1
"V., P. P. V. Braddon, Laurence, d. 1724.",1
"Malone, Edmond, 1741-1812.",2
"Webb, Daniel, 1718 or 19-1798.",3
"Miller, S.",1
"Ogilvie, John, 1732-1813.",1
"[Ramsay, James], 1733-1789.",1
"Smith, Adam, 1723-1790.",3
"Paterson, William, 1658-1719.",1
"Wight, Alexander, d. 1793.",2
"Tytler, William, 1711-1792.",4
"Lesser, Friedrich Christian, 1692-1754.",1
Manu (Lawgiver),1
"Coke, Edward, Sir, 1552-1634.",4
"Timur, 1336-1405.",2
"Sabbathier, François, 1735-1807.",1
"Gobinet, Charles, 1614-1690.",1
Great Britain. War Office,2
"Rhames, Aaron, d. 1734. Charles C. Miller Memorial Apicultural Library Royal Dublin Society.",2
"Trotti de La Chétardie, chevalier, d. 1703.",1
"Fenn, Joseph.",4
United States. Dept. of State.,1
"Bulkeley, Benjamin, fl. 1706-1757.",1
"Fox, William, attorney-at-law.",2
"Bethel, Slingsby, 1617-1697.",1
"Griffin, Robert.",1
"Addison, Mr.",9
"Clement XIV, Pope, 1705-1774.",6
"Malouet, Pierre Victor, baron, 1740-1814.",1
"Hatton, Edward, b. 1664?",5
"Fuller, Thomas, 1654-1734.",3
"Ludlam, William, 1717-1788.",1
"Bonnycastle, John, approximately 1760-1821.",1
"Bonnycastle, John, 1750?-1821.",1
"Payne, William H.",1
"Bentham, Edward, 1707-1776.",2
"Hamilton, Robert, 1743-1829.",2
"Nicholson, William, 1753-1815.",4
"Blackwall, Anthony, 1674-1730.",3
"Bayes, Thomas, d. 1761.",1
"Rowe, John.",3
"Pufendorf, Samuel, Freiherr von, 1632-1694.",8
"Sewell, George, d. 1726.",2
"[Philpot, Charles]",1
"Jennings, David, 1691-1762.",2
"Lawson, John, 1712-1759.",2
"Nicolson, William, 1655-1727.",2
"Hales, William, 1747-1831",1
"Macready, William, d. 1829.",1
"Storace, Stephen, 1762-1796.",1
"Orobio de Castro, Isaac, approximately 1617-1687.",1
"Leland, John, 1506?-1552.",31
"Owen, J.",1
"Douglas, Thomas, fl. 1661.",1
"[Perrault, Nicholas]",1
"Comenius, Johann Amos, 1592-1670.",1
"Cogan, T. 1736-1818.",1
"Hill, Rowland, 1744-1833.",1
"Nicholson, William, 1753-1815. G. G. and J. Robinson (Paternoster Row, London, England),",3
"Cléry, M., 1759-1809.",3
South Carolina. Assembly.,20
"Ancell, Samuel, d. 1802.",1
"Story, Thomas, 1662-1742.",1
"Woolman, John, 1720-1772.",3
"Dickinson, James, 1658-1741.",1
"Griffith, John, 1713-1776.",4
"Howel, Thomas.",1
United States. Continental Congress.,1
"Whitlocke, Bulstrode, 1605-1675 or 6.",4
"Maundrell, Henry, 1665-1701.",1
"Baretti, Giuseppe, 1719-1789.",8
"Este, C. 1753-1829.",2
"Chappe d'Auteroche, abbé, 1728-1769.",2
"Parker, Benjamin, d. 1747.",1
"Macky, John, d. 1726.",2
"Thicknesse, Philip, 1719-1792.",5
"Townsend, Joseph, 1739-1816.",2
"Drevon, I. F. Henry.",1
"Hanway, Mary Anne.",1
"Le Sage, Alain René, 1668-1747.",1
"Dunton, John, 1659-1733. Defoe, Daniel, 1661?-1731, Somers, John Somers, Baron, 1651-1716,",1
"Dunton, John, 1659-1733. Defoe, Daniel, 1661?-1731. Somers, John Somers, Baron, 1651-1716,",1
"Cressener, Drue, 1638?-1718.",1
"Dennis, John, 1657-1734.",3
"Junius, 18th cent.",8
"Brydall, John, b. 1635?",1
"Petyt, William, 1636-1707.",1
"Bally, George.",1
"Courtenay, John Lees, 1755?-1794.",1
"Evelyn, John, 1620-1706.",1
"Jones, Henry, 1721-1770.",1
"Keith, Thomas, 1759-1824.",1
"Murray, Lindley, 1745-1826.",1
"Flower, W.",1
Andronicus.,1
"Janus, Secundus, 1511-1536.",1
"Cradock, Samuel, 1621?-1706.",1
"Potter, R. 1721-1804.",2
"Florus, Lucius Annaeus.",1
"Columella, Lucius Junius Moderatus.",1
"Brown, Thomas, 1663-1704.",8
"Ancourt, abbé d'",1
"Evelyn, Charles.",1
"Stedman, John, d. 1791.",1
"Lowth, Robert, 1710-1787.",4
"[Loveling, Benjamin] fl. 1711-1738.",1
"Gould, Robert, d. 1709?",1
"Dudley and Ward, John Ward, Viscount, ca. 1700-1774.",3
"Tidd, William, 1760-1847.",2
"Gilbert, Geoffrey, Sir, 1674-1726.",2
"Calder, Robert, 1658-1723.",1
"Robinson, Benjamin, 1666-1724.",1
"Bartoli, Daniello, 1608-1685.",2
"Barton, Richard, b. 1722.",1
"Burton, J. 1745 or 6-1806.",1
"Priestley, Joseph, 1733-1804",2
"Blair, Hugh, 1718-1800.",3
"Sullivan, Francis Stoughton, 1719-1776.",2
"Shepherd, Samuel.",1
"Glover, Richard, 1712-1785.",7
"Williams, David, 1738-1816.",1
"Catholic Committee (London, England)",2
"Flamsteed, John, 1646-1719.",1
Father of Candor.,1
"Father of Candor, pseud.",1
"Walpole, Robert, Earl of Orford, 1676-1745.",1
"Torriano, Nathanael, the elder.",1
"Mulgrave, Constantine John Phipps, Baron, 1744-1792.",1
N. L.,1
"Coote, Eyre, Sir, 1726-1783.",1
"Dodwell, George.",1
"Burghall, George.",1
"Du Cros, Joseph August, ca. 1640-1728.",1
"Dyve, Lewis, Sir, 1599-1669.",1
"Hastings, Warren, 1732-1818.",7
"Gast, John, archdeacon of Glandclogh.",1
"Fox, Charles James, 1749-1806.",2
"Spelman, Clement, 1598-1679.",1
"Muilman, Teresia Constantia, 1709-1765.",1
"Tolomei, Claudio, 1492-1555.",1
"Atwood, William, d. 1705?",1
England and Wales. Army. Council.,1
"Taylor, Abraham, fl. 1727-1740.",2
"Steele, Richard, Sir, 1672-1729.",4
Impartial observer,1
"Bentley, Thomas Richard, 1748?-1831.",2
Merchant of London.,1
"Hunter, Thomas, 1712-1777.",2
"Budgell, Eustace, 1686-1737.",7
"Warner, Richard, 1713?-1775.",1
"Meredith, William, Sir, 1725?-1790.",1
"Halhed, Nathaniel Brassey, 1751-1830.",2
"Mary, Cornelius.",1
"Costard, George, 1710-1782.",1
Member of one of the universities.,1
"Gifford, John, 1758-1818.",1
"Forde, James.",1
"Cawthorne, Joseph.",1
Independent proprietor.,1
"Fiott, John, d. 1797.",1
"Vansittart, Henry, 1732-1770.",1
"Dunning, John, Baron Ashburton, 1731-1783.",1
"Johnstone, John.",1
"Clive, Robert Clive, Baron, 1725-1774.",3
"Jane, Joseph.",1
"Ashe, Robert Hoadly, 1751-1826.",1
"Parker, William.",1
"Estwick, Samuel, 1735 or 6-1795.",1
"Tierney, George, 1761-1830.",3
"Boothby, Brooke, Sir, 1743-1824.",1
"Weston, Edward, 1702 or 3-1770.",1
"Geddes, Alexander, 1737-1802.",2
"Halhed, Nathaniel Brassey, 1751-1830,",1
"Hervey, Thomas, 1699-1775.",1
"Wakefield, Gilbert, 1756-1801.",3
"Philo-Africanus, pseud.",1
"Currie, James, 1756-1805.",1
"Laneham, Robert, 16th cent.",2
"Fagel, Gaspar, 1634-1688.",1
Bath and West of England Society.,1
"Henderson, John, 1747-1785.",1
"Wilkes, John, 1727-1797. Grafton, Augustus Henry Fitzroy, Duke of, 1735-1811.",2
"Lind, John, 1737-1781.",1
"Groenvelt, Henry Frederic.",1
"Muralt, Béat Louis de, 1665-1749.",1
"Gray, Robert, 1762-1834.",1
"Anderson, James, d. 1809.",2
"Burt, Edward, d. 1755.",1
"Eddis, William, 1738-1825.",2
"Dillon, John Talbot, Sir, ca. 1740-1805.",2
"Sherlock, Martin, ca. 1750-1797.",1
"Carleton, Dudley, Viscount Dorchester, 1573-1632.",1
"Orrery, John Boyle, Earl of, 1707-1762.",8
"Sharp, Samuel, 1700?-1778.",2
"Miller, Anna Riggs, Lady, 1741-1781.",2
"Weston, Stephen, 1747-1830.",4
"Bielfeld, Jakob Friedrich, Freiherr von, 1717-1770.",4
"Penington, Isaac, 1616-1679.",7
"Junius, active 18th century.",1
"Day, Thomas, 1748-1789.",1
"Pliny, the Younger.",5
"Pliny, the Younger",2
"Melmoth, William, 1710-1799.",1
"Melmoth, William, 1710?-1799.",1
"Sancho, Ignatius, 1729-1780.",2
"Montagu, Mary Wortley, Lady, 1689-1762.",1
"Savary, M. 1750-1788.",4
"Troil, Uno von, Archbishop of Uppsala, 1746-1803.",2
"Penrose, Francis, 1718-1798.",1
"Shabbeare, John, 1709-1788.",1
"Langhorne, John, 1735-1779.",9
"Rivers, George Pitt, Baron, 1721-1803.",1
"Temple, William, Sir, 1628-1699.",4
"Lauderdale, James Maitland, Earl of, 1759-1839.",2
"Fenwick, J.",1
"Essex, Arthur Capel, Earl of, 1631-1683.",3
"Boulter, Hugh, 1672-1742.",2
"Luxborough, Henrietta (Saint-John) Knight, lady, d. 1756.",3
"Southey, Robert, 1774-1843.",1
"Bowdler, Thomas, 1754-1825.",1
"Malcolme, David, 1748.",1
"Vaughan, Benjamin, 1751-1835.",1
"Civis, pseud.",1
"Hoey, Abraham van, 1684-1766.",1
"Crowe, William, 1745-1829.",1
"Sanxay, James.",1
"Ecton, John, d. 1730.",3
"Duncan, John, 1721-1808.",1
"Bernard, Nicholas, d. 1661.",1
"Barbour, John, -1395.",1
"Paltock, Robert, 1697-1767.",7
"Morris, Ralph.",1
"Goodwin, Timothy.",1
"Prévost, abbé, 1697-1763.",3
"Wollaston, George.",1
"Maynwaring, Arthur, 1668-1712.",1
"Trenck, Friedrich, Freiherr von der, 1726-1794.",2
"Bannac, Adolphus.",1
"Wharton, Philip Wharton, Duke of, 1698-1731.",4
"Ruffhead, Owen, 1723-1769.",1
"Dilworth, W. H.",1
"Oldys, William, 1696-1761.",1
"Nelson, Robert, 1656-1715.",2
"Ridley, Glocester, 1702-1774.",2
"Knight, Samuel, ca. 1677-1746.",1
"Laveaux, J.-Charles 1749-1827.",2
"Dumouriez, Charles Francois Du Perier, 1739-18233.",6
"Dumouriez, Charles Francois Du Perier, 1739-1823.",1
"Skinner, Thomas, 1629?-1679.",1
"Spencer, Oliph Leigh.",2
"Péréfixe de Beaumont, Hardouin de, b. 1605.",1
"Amory, Thomas, 1691?-1788?",5
"Paule, George, Sir, 1563?-1637.",1
"Lediard, Thomas, 1685-1743.",3
"Duke, Edward.",1
"Guyon, Jeanne Marie Bouvier de La Motte, 1648-1717.",4
"Richer, M.",1
"Semple, James George, b. 1759.",1
"Pascal, Blaise, 1623-1662.",3
"Cornish, Joseph, 1750-1823.",2
"Sade, Jacques François Paul Aldonce de, 1705-1778.",2
"Dacier, André, 1651-1722.",1
"Harvey, John, active 1702-1729.",1
"Anderson, Robert, 1750-1830.",25
"Hawkins, John, Sir, 1719-1789.",3
"Ward, Richard, 1657?-1723.",2
"Campbell, Robert, esq.",1
"H, F M.A.",1
"Whitehead, John, 1740?-1804.",2
"North, Roger, 1651-1734.",1
"Mather, Samuel, 1706-1785.",1
"Bickerstaff, Isaac, 1735-1812,",1
"Johnson, R. 1733 or 4-1793.",1
"Freke, William, 1662-1744.",1
"Bickerstaff, Isaac, 1735-1812.",2
"Prior, Thomas, 1681-1751.",1
"Smith, William, 1651?-1735.",1
"Sainte-Palaye, M. de La Curne de 1697-1781",1
"Rivers, David.",2
"Kennett, Basil, 1674-1715.",7
"Mackenzie, George, 1669-1725.",3
"Walton, Izaak, 1593-1683.",1
"Jesup, Edward.",1
"Noble, Mark, 1754-1827.",6
"Le Clerc, Jean, 1657-1736.",3
"Crusius, Lewis, 1701-1775.",2
"Copinger, Walter Arthur, 1847-1910. Leland, John, 1506-1552. Wood, Anthony a, 1632-1695. Hearne, Thomas, 1678-1735. Wharton, Thomas, 1728-1790, Huddesford, William, 1732-1772,",4
"Seward, Anna, 1742-1809.",3
"Arnauld, Antoine, 1612-1694.",1
"Watts, Isaac, 1674-1748.",6
"Maitland, William Fuller.",13
"Whiting, Thomas.",1
"Brooks, Thomas, 1608-1680.",1
Middlesex (England). Quarter Sessions.,2
"Newman, Jeremiah Whitaker, 1759-1839.",8
"Croft, Herbert, Sir, 1751-1816.",1
"Boyle, Robert, 1627-1691.",7
"Hayley, William, 1745-1820,",1
"Graves, Richard, 1715-1804.",8
"Behn, Aphra, 1640-1689.",2
"Loveday, Robert, fl. 1655.",1
Talisīn-al-Dīn.,1
Chariton.,2
"Synge, Richard.",1
"Lucan, 39-65.",1
"Salas Barbadillo, Alonso Jerónimo de, 1581-1635.",1
"Addison, Joseph, 1672-1719. Steele, Richard, Sir, 1672-1729.",8
"Camões, Luís de, 1524?-1580.",7
N. B. fl. 1661.,1
"Trumbull, John, 1750-1831.",1
"Misson, Henri, de Valbourg, fl. 1698.",1
"Ozanam, Jacques, 1640-1717.",1
"Taylor, John, 1580-1653.",2
"Glasse, Samuel, 1735-1812.",1
"Ellison, Nathanael, 1656 or 7-1721.",1
"Cox, Thomas, d. 1734.",7
"Chamberlayne, Edward, 1616-1703.",1
"Arnold, Samuel, 1740-1802.",1
"Hook, Archibald.",1
"Thomson, William, 1746-1817.",9
"Bage, Robert, 1728-1801.",2
"Mackenzie, Henry, 1745-1831.",6
"Macklin, Charles, 1697?-1797.",1
"Hare, Francis, 1671-1740.",4
"Reynolds, Frederick, 1764-1841.",1
Le Fèvre de Morsan.,1
"Newcomb, Thomas, 1682?-1765.",3
"Manwood, John, d. 1610.",1
"Manzini, Giovanni Battista, 1599-1664.",1
"Wakely, Andrew.",1
"Phillips, John, 1631-1706.",1
"Pickering, William, fl. 1686.",1
"Abercromby, Patrick, 1656-1716?",1
"Raphson, Joseph, d. 1715 or 16.",1
"Dougharty, John, 1677-1755.",1
"Phillippes, Henry, d. 1677?",1
"Landen, John, 1719-1790.",1
"Whittemore, Nathaniel, 1673-1754.",3
"Johnson, John, 1706-1791.",1
"Dodson, James, d. 1757.",3
"Sherwin, Henry.",6
"Whiting, Thomas,",1
"Leurechon, Jean, 1591-1670.",2
"Francklin, Thomas, 1721-1784.",6
"La Rochefoucauld, François, duc de, 1613-1680.",1
"Good, John.",1
"Moxon, Joseph, 1627-1691.",1
"Huxham, John, 1692-1768.",1
"Miller, Edward, 1760-1812. Mitchell, Samuel Latham, 1764-1831.",2
"Howell, William, 1631 or 2-1683.",1
"Roden, Robert Jocelyn, 3d earl of, 1788-1870. Parry, William, d. 1585. Townshend, Hayward, b. 1577. Monson, William, Sir, 1569-1643.",1
"Mandey, Venterus.",1
"Rennell, James, 1742-1830.",2
"Jourdan, Jean-Baptiste, 1762-1833.",1
"Richelieu, Louis François Armand du Plessis, duc de, 1696-1788.",8
"Northmore, Thomas, 1766-1851.",2
"Melville, James, Sir, 1535-1617.",1
"Rohan, Henri, duc de, 1579-1638.",2
"Barruel, abbé, 1741-1820.",11
"Bulstrode, Richard, Sir, 1610-1711.",1
"Benyowsky, Maurice Auguste, comte de, 1746-1786.",3
"Delacroix, M. 1743-1832.",1
"Sainte-Palaye, M. de La Curne de 1697-1781.",2
"Napier, Archibald Napier, Baron, 1576-1645.",1
"Tott, François, baron de, 1733-1793.",2
"Drake, Peter, b. 1671.",1
"Pöllnitz, Karl Ludwig, Freiherr von, 1692-1775.",8
"Holles, Denzil Holles, Baron, 1599-1680.",1
"Ludlow, Edmund, 1617?-1692.",1
"Dumouriez, Charles François Du Périer, 1739-1823.",2
"Panzani, Gregorio, d. 1662.",1
"Joly, Guy, d. 1678.",3
"Guthry, Henry, bp. of Dunkeld, 1600?-1676.",1
"Wilkinson, Tate, 1739-1803.",3
"Ker, John, 1673-1726.",2
"Sully, Maximilien de Béthune, duc de, 1559-1641.",8
"Sully, Maximilien de Béthune, duc de, 1559-1641.",11
"Sheridan, Frances Chamberlaine, 1724-1766.",1
"Bruce, Peter Henry, 1692-1757.",1
"Gibson, historical writer.",1
"Smith, Matthew, fl. 1696.",1
"Berkeley, John, d. 1678.",1
"Theobald, Mr. 1688-1744.",1
"Dawson, Thomas, D. D.",1
"Cavendish, George, 1500-1561?",1
"Ahmet Paşa, Kumbaracıbaşı, 1675-1747.",1
"Retz, Jean François Paul de Gondi de, 1613-1679.",2
"Borusławski, Józef, 1739-1837.",1
"Lennox, Charlotte, ca. 1729-1804,",1
"Haywood, Eliza Fowler, 1693?-1756. Swift, Jonathan, 1667-1745",1
"James II, King of England, 1633-1701.",1
"Lackington, James, 1746-1815.",2
"Reresby, John, Sir, 2d bart., 1634-1689.",1
"Frederick II, King of Prussia, 1712-1786.",40
Gentleman of the Co. Mayo.,1
"Wilson, Charles",1
"Rambach, J. J. 1693-1735.",1
"Towers, Joseph, 1737-1799.",5
"Ayre, William.",2
"Masters, Robert, 1713-1798.",3
"Comber, Thomas, 1765-1835.",1
"Phillips, Catherine (Payton), 1727-1794.",2
"Kirkman, James Thomas.",4
"Davies, Thomas, 1713-1785.",3
"Lee, Francis, 1661-1719.",1
"Peckard, Peter, 1718?-1797.",1
"Monmouth, Robert Carey, 1st earl of, 1560?-1639.",1
"Pope, Alexander, 1688-1744, Swift, Jonathan, 1667-1745,",1
"Lovat, Simon Fraser, Lord, 1667?-1747.",1
"Kopp, Henry.",1
"Gillies, John, 1712-1796.",2
"Okley, Francis, 1917?-1794.",1
"Boston, Thomas, 1677-1732.",15
"Lucas, Theophilus, fl. 1714.",1
"Hamilton, Mary, Lady, 1739-1816.",1
"[Courtilz, Gatien de,$csieur de Sandras], 1644?-1712,",1
"Welwood, James, 1652-1727.",1
"Norris, Robert, d. 1791.",1
"Turenne, Henri de La Tour d'Auvergne, vicomte de, 1611-1675.",1
"Mercier, Louis-Sébastien, 1740-1814.",1
"Fowler, Edward, 1632-1714.",1
"Karl, Landgraf zu Hessen-Kassel, 1744-1836.",1
"Grey, Richard, 1694-1771.",2
"Bestuzhev-Ri͡umin, Mikhail Petrovich, graf, 1688-1760.",1
"Tulāj, Rajah of Tanjore.",1
"Dalrymple, David, Sir, 1726-1792.",3
J. B. 1526?-1595.,1
