author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total
"Herle, Charles, 1598-1659.",Herle,Charles,,1598,1659,,,,,,,1,0.00010591
"Hoole, Charles, 1610-1667.",Hoole,Charles,,1610,1667,,,,,,,1,0.00010591
"Gobinet, Charles, 1614-1690.",Gobinet,Charles,,1614,1690,,,,,,,1,0.00010591
"Cotton, Charles, 1630-1687.",Cotton,Charles,,1630,1687,,,,,,,1,0.00010591
"Blout, Charles, 1654-1693.",Blout,Charles,,1654,1693,,,,,,,1,0.00010591
"Townshend, Charles Townshend, Viscount, 1674-1738.",Townshend,Charles,,1674,1738,,,,,,,1,0.00010591
"Wesley, Charles, 1707-1788.",Wesley,Charles,,1707,1788,,,,,,,1,0.00010591
"Moss, Charles, 1711-1802.",Moss,Charles,,1711,1802,,,,,,,1,0.00010591
"Batteux, Charles, 1713-1780.",Batteux,Charles,,1713,1780,,,,,,,1,0.00010591
"Bulkley, Charles, 1719-1797.",Bulkley,Charles,,1719,1797,,,,,,,1,0.00010591
"Yorke, Charles, 1722-1770.",Yorke,Charles,,1722,1770,,,,,,,1,0.00010591
"Davy, Charles, 1722-1797",Davy,Charles,,1722,1797,,,,,,,1,0.00010591
"Lee, Charles, 1731-1782.",Lee,Charles,,1731,1782,,,,,,,1,0.00010591
"Hamilton, Charles, 1738-1800.",Hamilton,Charles,,1738,1800,,,,,,,1,0.00010591
"Fearne, Charles, 1742-1794.",Fearne,Charles,,1742,1794,,,,,,,1,0.00010591
"Macklin, Charles, 1697?-1797.",Macklin,Charles,, 1697?,1797,,,,,,,1,0.00010591
"Smith, Charles, 1715?-1762.",Smith,Charles,, 1715?,1762,,,,,,,1,0.00010591
"Hornby, Charles, d. 1739.",Hornby,Charles,,,1739,,,,,,,1,0.00010591
"Philpot, Charles",Philpot,Charles,,,,,,,,,,1,0.00010591
"Swaine, Charles",Swaine,Charles,,,,,,,,,,1,0.00010591
"Wilson, Charles",Wilson,Charles,,,,,,,,,,1,0.00010591
"Neuville, Charles Frey de, 1693-1774.",Neuville,Charles Frey de,,1693,1774,,,,,,,1,0.00010591
"Feilding, Charles John.",Feilding,Charles John,,,,,,,,,,1,0.00010591
"Bathurst, Charles.",Bathurst,Charles,,,,,,,,,,1,0.00010591
"Brand, Charles.",Brand,Charles,,,,,,,,,,1,0.00010591
"Brent, Charles.",Brent,Charles,,,,,,,,,,1,0.00010591
"Cleland, Charles.",Cleland,Charles,,,,,,,,,,1,0.00010591
"Evelyn, Charles.",Evelyn,Charles,,,,,,,,,,1,0.00010591
"Lucas, Charles.",Lucas,Charles,,,,,,,,,,1,0.00010591
"Mackinnon, Charles.",Mackinnon,Charles,,,,,,,,,,1,0.00010591
"Phipps, Charles.",Phipps,Charles,,,,,,,,,,1,0.00010591
"Pye, Charles.",Pye,Charles,,,,,,,,,,1,0.00010591
"Vyse, Charles.",Vyse,Charles,,,,,,,,,,1,0.00010591
"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier, 1746-1788.",Dupaty,Charles-Marguerite-Jean-Baptiste Mercier,,1746,1788,,,,,,,1,0.00010591
"Brooke, Charlotte, 1740-1793.",Brooke,Charlotte,,1740,1793,,,,,,,1,0.00010591
"Lennox, Charlotte, ca. 1729-1804,",Lennox,Charlotte,, ca. 1729,1804,,,,,,,1,0.00010591
"Beverley, Charlotte.",Beverley,Charlotte,,,,,,,,,,1,0.00010591
"Trotti de La Chétardie, chevalier, d. 1703.",Trotti de La Chétardie,chevalier,,,1703,,,,,,,1,0.00010591
"Potter, Christopher, 1591-1646.",Potter,Christopher,,1591,1646,,,,,,,1,0.00010591
"Pitt, Christopher, 1699-1748.",Pitt,Christopher,,1699,1748,,,,,,,1,0.00010591
"Colles, Christopher, 1738-1816.",Colles,Christopher,,1738,1816,,,,,,,1,0.00010591
"Hildyard, Christopher, 1668 or 9-1734.",Hildyard,Christopher,, 1668 or 9,1734,,,,,,,1,0.00010591
"Bullock, Christopher, 1690?-1724.",Bullock,Christopher,, 1690?,1724,,,,,,,1,0.00010591
"Robinson, Christopher, fl. 1755.",Robinson,Christopher,, fl. 1755.,,,,,,,,1,0.00010591
"Berthollet, Claude-Louis, 1748-1822.",Berthollet,Claude-Louis,,1748,1822,,,,,,,1,0.00010591
"Le Cat, Claude-Nicolas, 1700-1768.",Le Cat,Claude-Nicolas,,1700,1768,,,,,,,1,0.00010591
"Tolomei, Claudio, 1492-1555.",Tolomei,Claudio,,1492,1555,,,,,,,1,0.00010591
"Spelman, Clement, 1598-1679.",Spelman,Clement,,1598,1679,,,,,,,1,0.00010591
"Ellis, Clement, 1630-1700.",Ellis,Clement,,1630,1700,,,,,,,1,0.00010591
"Frederic, Colonel, 1725?-1797.",Frederic,Colonel,, 1725?,1797,,,,,,,1,0.00010591
"Heresbach, Conrad, 1496-1576.",Heresbach,Conrad,,1496,1576,,,,,,,1,0.00010591
"Place, Conyers.",Place,Conyers,,,,,,,,,,1,0.00010591
"Mary, Cornelius.",Mary,Cornelius,,,,,,,,,,1,0.00010591
"Nepos, Cornelius.",Nepos,Cornelius,,,,,,,,,,1,0.00010591
"Durell, D. 1728-1775.",Durell,D,,1728,1775,,,,,,,1,0.00010591
"Lewis, D. 1683?-1760.",Lewis,D,,1683?,1760,,,,,,,1,0.00010591
"Dakeyne, D.",Dakeyne,D,,,,,,,,,,1,0.00010591
"Farroe, D.",Farroe,D,,,,,,,,,,1,0.00010591
"Kelly, D.",Kelly,D,,,,,,,,,,1,0.00010591
"Featley, Daniel, 1582-1645.",Featley,Daniel,,1582,1645,,,,,,,1,0.00010591
"Brevint, Daniel, 1616-1695.",Brevint,Daniel,,1616,1695,,,,,,,1,0.00010591
"Nottingham, Daniel Finch, Earl of, 1647-1730.",Finch,Daniel,,1647,1730,,,,,,,1,0.00010591
"Fournier, Daniel, d. 1766?",Fournier,Daniel,,,1766?,,,,,,,1,0.00010591
"Foot, Daniel.",Foot,Daniel,,,,,,,,,,1,0.00010591
"Holt, Daniel.",Holt,Daniel,,,,,,,,,,1,0.00010591
"Pareus, David, 1548-1622.",Pareus,David,,1548,1622,,,,,,,1,0.00010591
"Collyer, David, 1652-1724.",Collyer,David,,1652,1724,,,,,,,1,0.00010591
"Humphreys, David, 1689-1740.",Humphreys,David,,1689,1740,,,,,,,1,0.00010591
"Henry, David, 1710-1792.",Henry,David,,1710,1792,,,,,,,1,0.00010591
"Garrick, David, 1717-1779.",Garrick,David,,1717,1779,,,,,,,1,0.00010591
"Garrick, David, 1717-1779.",Garrick,David,,1717,1779,,,,,,,1,0.00010591
"Doig, David, 1719-1800.",Doig,David,,1719,1800,,,,,,,1,0.00010591
"Cranz, David, 1723-1777.",Cranz,David,,1723,1777,,,,,,,1,0.00010591
"ClaparÃ¨de, David, 1727-1801.",ClaparÃ¨de,David,,1727,1801,,,,,,,1,0.00010591
"Dundas, David, Sir, 1735-1820.",Dundas,David,,1735,1820,,,,,,,1,0.00010591
"Williams, David, 1738-1816.",Williams,David,,1738,1816,,,,,,,1,0.00010591
"Davies, David, 1742-1819.",Davies,David,,1742,1819,,,,,,,1,0.00010591
"Macpherson, David, 1746-1816.",Macpherson,David,,1746,1816,,,,,,,1,0.00010591
"Malcolme, David, 1748.",Malcolme,David,,1748,,,,,,,,1,0.00010591
"Lloyd, David, 1752-1838.",Lloyd,David,,1752,1838,,,,,,,1,0.00010591
"Laing, David, 1793-1878.",Laing,David,,1793,1878,,,,,,,1,0.00010591
"Powell, David, 1552?-1598.",Powell,David,, 1552?,1598,,,,,,,1,0.00010591
"Lyle, David, fl. 1762",Lyle,David,, fl. 1762,,,,,,,,1,0.00010591
"Baker, David Erskine, 1730-1767.",Baker,David Erskine,,1730,1767,,,,,,,1,0.00010591
"Davidson, David.",Davidson,David,,,,,,,,,,1,0.00010591
"Jeffries, David.",Jeffries,David,,,,,,,,,,1,0.00010591
"Loch, David.",Loch,David,,,,,,,,,,1,0.00010591
"Spence, David.",Spence,David,,,,,,,,,,1,0.00010591
"Ure, David.",Ure,David,,,,,,,,,,1,0.00010591
"Wilkie, David.",Wilkie,David,,,,,,,,,,1,0.00010591
"Luis, de Granada, 1504-1588.",Luis,de Granada,,1504,1588,,,,,,,1,0.00010591
"Swift, Deane, 1707-1783.",Swift,Deane,,1707,1783,,,,,,,1,0.00010591
"Holles, Denzil Holles, Baron, 1599-1680.",Holles,Denzil Holles,,1599,1680,,,,,,,1,0.00010591
"FernaÌndez Navarrete, Domingo, d. 1689.",FernaÌndez Navarrete,Domingo,,,1689,,,,,,,1,0.00010591
"MacNicol, Donald, 1735-1802.",MacNicol,Donald,,1735,1802,,,,,,,1,0.00010591
"Celesia, Dorothea, 1738-1790.",Celesia,Dorothea,,1738,1790,,,,,,,1,0.00010591
"Wheeler, Dr.",Wheeler,Dr,,,,,,,,,,1,0.00010591
"Morris, Drake, pseud.",Morris,Drake,,,,,,,,,,1,0.00010591
"Cressener, Drue, 1638?-1718.",Cressener,Drue,, 1638?,1718,,,,,,,1,0.00010591
"Carleton, Dudley, Viscount Dorchester, 1573-1632.",Carleton,Dudley,,1573,1632,,,,,,,1,0.00010591
"Forbes, Duncan, 1685-1747.",Forbes,Duncan,,1685,1747,,,,,,,1,0.00010591
"Campbell, Duncan.",Campbell,Duncan,,,,,,,,,,1,0.00010591
"Hoppus, E.",Hoppus,E,,,,,,,,,,1,0.00010591
"Whirlepool, E., pseud.?",Whirlepool,E,,,,,,,,,,1,0.00010591
"Pemberton, Ebenezer, 1705-1777.",Pemberton,Ebenezer,,1705,1777,,,,,,,1,0.00010591
"Macfait, Ebenezer, d 1786.",Macfait,Ebenezer,,,1786,,,,,,,1,0.00010591
"Hoyle, Edmond, 1672-1769.",Hoyle,Edmond,,1672,1769,,,,,,,1,0.00010591
"Calamy, Edmund, 1600-1666.",Calamy,Edmund,,1600,1666,,,,,,,1,0.00010591
"Waller, Edmund, 1606-1687.",Waller,Edmund,,1606,1687,,,,,,,1,0.00010591
"Hickeringill, Edmund, 1631-1708.",Hickeringill,Edmund,,1631,1708,,,,,,,1,0.00010591
"Gibson, Edmund, 1669-1748.",Gibson,Edmund,,1669,1748,,,,,,,1,0.00010591
"Keene, Edmund, 1714-1781.",Keene,Edmund,,1714,1781,,,,,,,1,0.00010591
"Fry, Edmund, 1754-1835.",Fry,Edmund,,1754,1835,,,,,,,1,0.00010591
"Ludlow, Edmund, 1617?-1692.",Ludlow,Edmund,, 1617?,1692,,,,,,,1,0.00010591
"Barker, Edmund, b. 1620 or 21.",Barker,Edmund,,1620 or 21.,,,,,,,,1,0.00010591
"Ryves, Edmund.",Ryves,Edmund,,,,,,,,,,1,0.00010591
"Southerne, Edmund.",Southerne,Edmund,,,,,,,,,,1,0.00010591
"Herbert of Cherbury, Edward Herbert, Baron, 1583-1648.",Herbert,Edward,,1583,1648,,,,,,,1,0.00010591
"Chamberlayne, Edward, 1616-1703.",Chamberlayne,Edward,,1616,1703,,,,,,,1,0.00010591
"Polhill, Edward, 1622-1694?",Polhill,Edward,,1622,1694?,,,,,,,1,0.00010591
"Fowler, Edward, 1632-1714.",Fowler,Edward,,1632,1714,,,,,,,1,0.00010591
"Seymour, Edward, Sir, 1633-1708.",Seymour,Edward,,1633,1708,,,,,,,1,0.00010591
"Baynard, Edward, b. 1641.",Baynard,Edward,,1641,,,,,,,,1,0.00010591
"Hawarden, Edward, 1662-1735.",Hawarden,Edward,,1662,1735,,,,,,,1,0.00010591
"Thwaites, Edward, 1667-1711.",Thwaites,Edward,,1667,1711,,,,,,,1,0.00010591
"Vernon, Edward, 1684-1757.",Vernon,Edward,,1684,1757,,,,,,,1,0.00010591
"Barry, Edward, Sir, 1696-1776.",Barry,Edward,,1696,1776,,,,,,,1,0.00010591
"Lewis, Edward, 1701-1784.",Lewis,Edward,,1701,1784,,,,,,,1,0.00010591
"Lovibond, Edward, 1724-1775.",Lovibond,Edward,,1724,1775,,,,,,,1,0.00010591
"Long, Edward, 1734-1813.",Long,Edward,,1734,1813,,,,,,,1,0.00010591
"Ledwich, Edward 1738-1823.",Ledwich,Edward,,1738,1823,,,,,,,1,0.00010591
"Ellenborough, Edward Law, Baron, 1750-1818.",Law,Edward,,1750,1818,,,,,,,1,0.00010591
"Cooke, Edward, 1755-1820.",Cooke,Edward,,1755,1820,,,,,,,1,0.00010591
"Boswell, Edward, 1760-1842.",Boswell,Edward,,1760,1842,,,,,,,1,0.00010591
"Ravenscroft, Edward, 1654?-1707.",Ravenscroft,Edward,, 1654?,1707,,,,,,,1,0.00010591
"Weston, Edward, 1702 or 3-1770.",Weston,Edward,, 1702 or 3,1770,,,,,,,1,0.00010591
"Jacob, Edward, 1709 or 10-1788.",Jacob,Edward,, 1709 or 10,1788,,,,,,,1,0.00010591
"Thompson, Edward, 1738?-1786.",Thompson,Edward,, 1738?,1786,,,,,,,1,0.00010591
"Goldney, Edward, fl. 1759-1770.",Goldney,Edward,, fl. 1759,1770,,,,,,,1,0.00010591
"Corbet, Edward, d. 1658.",Corbet,Edward,,,1658,,,,,,,1,0.00010591
"Burt, Edward, d. 1755.",Burt,Edward,,,1755,,,,,,,1,0.00010591
"Christian, Edward, d. 1823.",Christian,Edward,,,1823,,,,,,,1,0.00010591
"Delaval, Edward Hussey, 1729-1814.",Delaval,Edward Hussey,,1729,1814,,,,,,,1,0.00010591
"Duke, Edward.",Duke,Edward,,,,,,,,,,1,0.00010591
"Farley, Edward.",Farley,Edward,,,,,,,,,,1,0.00010591
"Jesup, Edward.",Jesup,Edward,,,,,,,,,,1,0.00010591
"Manwaring, Edward.",Manwaring,Edward,,,,,,,,,,1,0.00010591
"Saul, Edward.",Saul,Edward,,,,,,,,,,1,0.00010591
"Vernon, Edward.",Vernon,Edward,,,,,,,,,,1,0.00010591
"Brydges, Egerton, Sir, 1762-1837.",Brydges,Egerton,,1762,1837,,,,,,,1,0.00010591
"La Fosse, étienne-Guillaume, d. 1765.",La Fosse,étienne-Guillaume,,, d. 1765.,,,,,,,1,0.00010591
"Winchester, Elhanan, 1751-1797.",Winchester,Elhanan,,1751,1797,,,,,,,1,0.00010591
"Voster, Elias.",Voster,Elias,,,,,,,,,,1,0.00010591
"Coles, Elisha, 1640?-1680.",Coles,Elisha,, 1640?,1680,,,,,,,1,0.00010591
"Day, Eliza, approximately 1734-",Day,Eliza,,1734,,,,,,,,1,0.00010591
"Reeves, Eliza.",Reeves,Eliza,,,,,,,,,,1,0.00010591
"Thomas, Elizabeth, 1677-1731.",Thomas,Elizabeth,,1677,1731,,,,,,,1,0.00010591
"Settle, Elkanah, 1648-1724.",Settle,Elkanah,,1648,1724,,,,,,,1,0.00010591
"Knight, Ellis Cornelia, 1757-1837.",Knight,Ellis Cornelia,,1757,1837,,,,,,,1,0.00010591
"Hargrove, Ely, 1741-1818.",Hargrove,Ely,,1741,1818,,,,,,,1,0.00010591
"Bates, Ely.",Bates,Ely,,,,,,,,,,1,0.00010591
"Swedenborg, Emanuel, 1688-1772.",Swedenborg,Emanuel,,1688,1772,,,,,,,1,0.00010591
"Trinity House (London, England)",Trinity House (London,England),,,,,,,,,,1,0.00010591
"Whig Club (London, England)",Whig Club (London,England),,,,,,,,,,1,0.00010591
"Kingston upon Thames (London, England).",Kingston upon Thames (London,England),,,,,,,,,,1,0.00010591
"Pagitt, Ephraim, 1574 or 5-1647.",Pagitt,Ephraim,, 1574 or 5,1647,,,,,,,1,0.00010591
"Kirby, Ephraim.",Kirby,Ephraim,,,,,,,,,,1,0.00010591
"S. N., Esquire.",S N,Esquire,,,,,,,,,,1,0.00010591
"Condillac, Etienne Bonnot de, 1714-1780.",Condillac,Etienne Bonnot de,,1714,1780,,,,,,,1,0.00010591
"Stanhope, Eugenia, d. 1783.",Stanhope,Eugenia,,,1783,,,,,,,1,0.00010591
"Digby, Everard, Sir, 1578-1606.",Digby,Everard,,1578,1606,,,,,,,1,0.00010591
"Great Britain. Commissioners for Taking, Examing and Stating the Public Accounts.",Great Britain Commissioners for Taking,Examing and Stating the Public Accounts,,,,,,,,,,1,0.00010591
"Coote, Eyre, Sir, 1726-1783.",Coote,Eyre,,1726,1783,,,,,,,1,0.00010591
"Wragg, F",Wragg,F,,,,,,,,,,1,0.00010591
"H, F M.A.",H,F MA,,,,,,,,,,1,0.00010591
"Sayers, F. 1763-1817.",Sayers,F,,1763,1817,,,,,,,1,0.00010591
"L., F., esq., pseud.",L,F,,,,,,,,,,1,0.00010591
"Bottarelli, F.",Bottarelli,F,,,,,,,,,,1,0.00010591
"Waldron, F. G. 1744-1818.",Waldron,F G,,1744,1818,,,,,,,1,0.00010591
"Philipps, Fabian, 1601-1690.",Philipps,Fabian,,1601,1690,,,,,,,1,0.00010591
"Burney, Fanny, 1752-1840.",Burney,Fanny,,1752,1840,,,,,,,1,0.00010591
"Bellers, Fettiplace, 1687-1750?",Bellers,Fettiplace,,1687,1750?,,,,,,,1,0.00010591
"Sydenham, Floyer, 1710-1787.",Sydenham,Floyer,,1710,1787,,,,,,,1,0.00010591
"Leguat, François, 1637-1735.",Leguat,François,,1637,1735,,,,,,,1,0.00010591
"Brooke, Frances, 1724?-1789.",Brooke,Frances,, 1724?,1789,,,,,,,1,0.00010591
"Sheridan, Frances Chamberlaine, 1724-1766.",Sheridan,Frances Chamberlaine,,1724,1766,,,,,,,1,0.00010591
"Sabbathier, FrancÌ§ois, 1735-1807.",Sabbathier,FrancÌ§ois,,1735,1807,,,,,,,1,0.00010591
"Osborne, Francis, 1593-1659.",Osborne,Francis,,1593,1659,,,,,,,1,0.00010591
"Cheynell, Francis, 1608-1665.",Cheynell,Francis,,1608,1665,,,,,,,1,0.00010591
"Rous, Francis, b. 1615.",Rous,Francis,,1615,,,,,,,,1,0.00010591
"Lee, Francis, 1661-1719.",Lee,Francis,,1661,1719,,,,,,,1,0.00010591
"Penrose, Francis, 1718-1798.",Penrose,Francis,,1718,1798,,,,,,,1,0.00010591
"Gentleman, Francis, 1728-1784.",Gentleman,Francis,,1728,1784,,,,,,,1,0.00010591
"Hastings, Francis Rawdon-Hastings, Marquess of, 1754-1826.",Rawdon-Hastings,Francis,,1754,1826,,,,,,,1,0.00010591
"Vesey, Francis, 1721?-1804.",Vesey,Francis,, 1721?,1804,,,,,,,1,0.00010591
"Okley, Francis, 1917?-1794.",Okley,Francis,, 1917?,1794,,,,,,,1,0.00010591
"Sabie, Francis, fl. 1587-1596.",Sabie,Francis,, fl. 1587,1596,,,,,,,1,0.00010591
"Moore, Francis, fl. 1744.",Moore,Francis,, fl. 1744.,,,,,,,,1,0.00010591
"Herring, Francis, d. 1628.",Herring,Francis,,,1628,,,,,,,1,0.00010591
"Fullwood, Francis, d. 1693.",Fullwood,Francis,,,1693,,,,,,,1,0.00010591
"Newbery, Francis, d. 1780.",Newbery,Francis,,,1780,,,,,,,1,0.00010591
"Blackburne, Francis.",Blackburne,Francis,,,,,,,,,,1,0.00010591
"Forbes, Francis.",Forbes,Francis,,,,,,,,,,1,0.00010591
"Home, Francis.",Home,Francis,,,,,,,,,,1,0.00010591
"Midon, Francis.",Midon,Francis,,,,,,,,,,1,0.00010591
"Spilsbury, Francis.",Spilsbury,Francis,,,,,,,,,,1,0.00010591
"Guerra, Francisco, 1916-.",Guerra,Francisco,,1916,.,,,,,,,1,0.00010591
"Miranda, Francisco de, 1750-1816.",Miranda,Francisco de,,1750,1816,,,,,,,1,0.00010591
"La Rochefoucauld, François, duc de, 1613-1680.",de la Rochefoucauld,François,,1613,1680,,,,,,,1,0.00010591
"Carmichael, Frederick, 1708-1751.",Carmichael,Frederick,,1708,1751,,,,,,,1,0.00010591
"Baltimore, Frederick Calvert, Baron, 1731-1771.",Calvert,Frederick,,1731,1771,,,,,,,1,0.00010591
"Carlisle, Frederick Howard, Earl of, 1748-1825.",Howard,Frederick,,1748,1825,,,,,,,1,0.00010591
"Pilon, Frederick, 1750-1788.",Pilon,Frederick,,1750,1788,,,,,,,1,0.00010591
"Reynolds, Frederick, 1764-1841.",Reynolds,Frederick,,1764,1841,,,,,,,1,0.00010591
"Laurence, French, 1757-1809.",Laurence,French,,1757,1809,,,,,,,1,0.00010591
"Martens, Friedrich, 1635-1699.",Martens,Friedrich,,1635,1699,,,,,,,1,0.00010591
"Hoffmann, Friedrich, 1660-1742.",Hoffmann,Friedrich,,1660,1742,,,,,,,1,0.00010591
"Lesser, Friedrich Christian, 1692-1754.",Lesser,Friedrich Christian,,1692,1754,,,,,,,1,0.00010591
"Saldern, Friedrich Christoph von, 1719-1785.",Saldern,Friedrich Christoph von,,1719,1785,,,,,,,1,0.00010591
"Fabrice, Friedrich Ernst von, 1683-1750.",Fabrice,Friedrich Ernst von,,1683,1750,,,,,,,1,0.00010591
"Klinger, Friedrich Maximilian, 1752-1831.",Klinger,Friedrich Maximilian,,1752,1831,,,,,,,1,0.00010591
"Dyer, G. 1743-1820.",Dyer,G,,1743,1820,,,,,,,1,0.00010591
"Atwood, G. 1746-1807.",Atwood,G,,1746,1807,,,,,,,1,0.00010591
"Gregory, G.",Gregory,G,,,,,,,,,,1,0.00010591
"Dellon, Gabriel, b. 1649.",Dellon,Gabriel,,1649,,,,,,,,1,0.00010591
"Fagel, Gaspar, 1634-1688.",Fagel,Gaspar,,1634,1688,,,,,,,1,0.00010591
"Fontanieu, Gaspard-MoiÌˆse-Augustin de, 1693-1767.",Fontanieu,Gaspard-MoiÌˆse-Augustin de,,1693,1767,,,,,,,1,0.00010591
"Courtilz de Sandras, Gatien, 1644-1712.",Courtilz de Sandras,Gatien,,1644,1712,,,,,,,1,0.00010591
"Courtilz, Gatien de,$csieur de Sandras, 1644?-1712,",de Courtilz de Sandras,Gatien,, 1644?,1712,,,,,,,1,0.00010591
"Douglas, Gawin, 1474?-1522.",Douglas,Gawin,, 1474?,1522,,,,,,,1,0.00010591
"Mainvilliers, Genu-Soalhat, chevalier de, d. 1776.",Mainvilliers,Genu-Soalhat,,,1776,,,,,,,1,0.00010591
"Forster, Georg, 1754-1794.",Forster,Georg,,1754,1794,,,,,,,1,0.00010591
"Zollikofer, Georg Joachim, 1730-1788.",Zollikofer,Georg Joachim,,1730,1788,,,,,,,1,0.00010591
"Cavendish, George, 1500-1561?",Cavendish,George,,1500,1561?,,,,,,,1,0.00010591
"Sandys, George, 1578-1644.",Sandys,George,,1578,1644,,,,,,,1,0.00010591
"Wither, George, 1588-1667.",Wither,George,,1588,1667,,,,,,,1,0.00010591
"Morley, George, 1597-1684.",Morley,George,,1597,1684,,,,,,,1,0.00010591
"Albemarle, George Monck, Duke of, 1608-1670.",Monck,George,,1608,1670,,,,,,,1,0.00010591
"Cromarty, George Mackenzie, Earl of, 1630-1714.",Mackenzie,George,,1630,1714,,,,,,,1,0.00010591
"Bull, George, 1634-1710.",Bull,George,,1634,1710,,,,,,,1,0.00010591
"Mackenzie, George, 1636-1691.",Mackenzie,George,,1636,1691,,,,,,,1,0.00010591
"Brown, George, 1650-1730.",Brown,George,,1650,1730,,,,,,,1,0.00010591
"Parker, George, 1654-1743.",Parker,George,,1654,1743,,,,,,,1,0.00010591
"Stanhope, George, 1660-1728.",Stanhope,George,,1660,1728,,,,,,,1,0.00010591
"Baillie, George, 1664-1738,",Baillie,George,,1664,1738,,,,,,,1,0.00010591
"Lansdowne, George Granville, Baron, 1667-1735.",Granville,George,,1667,1735,,,,,,,1,0.00010591
"North, George, 1710-1772.",North,George,,1710,1772,,,,,,,1,0.00010591
"Grenville, George, 1712-1770.",Grenville,George,,1712,1770,,,,,,,1,0.00010591
"Pigot, George Pigot, Baron, 1719-1777.",Pigot,George,,1719,1777,,,,,,,1,0.00010591
"Townshend, George Townshend, Marquis, 1724-1807.",Townshend,George,,1724,1807,,,,,,,1,0.00010591
"Glas, George, 1725-1765.",Glas,George,,1725,1765,,,,,,,1,0.00010591
"Mason, George, 1735-1806.",Mason,George,,1735,1806,,,,,,,1,0.00010591
"Steevens, George, 1736-1800.",Steevens,George,,1736,1800,,,,,,,1,0.00010591
"Robinson, George, 1736-1801.",Robinson,George,,1736,1801,,,,,,,1,0.00010591
"Macartney, George Macartney, Earl, 1737-1806.",Macartney,George,,1737,1806,,,,,,,1,0.00010591
"Hardinge, George, 1743-1816.",Hardinge,George,,1743,1816,,,,,,,1,0.00010591
"Edwards, George, 1752-1823.",Edwards,George,,1752,1823,,,,,,,1,0.00010591
"Miller, George, 1764-1848.",Miller,George,,1764,1848,,,,,,,1,0.00010591
"Brewer, George, b. 1766.",Brewer,George,,1766,,,,,,,,1,0.00010591
"Whetstone, George, 1544?-1587?.",Whetstone,George,, 1544?,1587?.,,,,,,,1,0.00010591
"Paule, George, Sir, 1563?-1637.",Paule,George,, 1563?,1637,,,,,,,1,0.00010591
"Cheyne, George, 1671 or 2-1743.",Cheyne,George,, 1671 or 2,1743,,,,,,,1,0.00010591
"Reynolds, George, 1699 or 1700-1769.",Reynolds,George,, 1699 or 1700,1769,,,,,,,1,0.00010591
"Ridpath, George, 1717?-1772.",Ridpath,George,, 1717?,1772,,,,,,,1,0.00010591
"Walker, George, 1734?-1807.",Walker,George,, 1734?,1807,,,,,,,1,0.00010591
"Robertson, George, 1750?-1832. Great Britain. Board of Agriculture.",Robertson,George,, 1750?,1832,,,,,,,1,0.00010591
"Veal, George, fl. 1774-1818,",Veal,George,, fl. 1774,1818,,,,,,,1,0.00010591
"England, George, Rector of Woolerton.",England,George,,,,,,,,,,1,0.00010591
"Brown, George, Rev.",Brown,George,,,,,,,,,,1,0.00010591
"Neale, George, Rev.",Neale,George,,,,,,,,,,1,0.00010591
"Shuckburgh-Evelyn, George Augustus William, Sir, 1751-1804.",Shuckburgh-Evelyn,George Augustus William,,1751,1804,,,,,,,1,0.00010591
"StÃ¥hlberg, George Georgson",StÃ¥hlberg,George Georgson,,,,,,,,,,1,0.00010591
"Loskiel, George Henry, 1740-1814.",Loskiel,George Henry,,1740,1814,,,,,,,1,0.00010591
"Domcke, George Peter.",Domcke,George Peter,,,,,,,,,,1,0.00010591
"Rivers, George Pitt, Baron, 1721-1803.",Rivers,George Pitt,,1721,1803,,,,,,,1,0.00010591
"Carey, George Saville, 1743-1807.",Carey,George Saville,,1743,1807,,,,,,,1,0.00010591
"Bristol, George William Hervey, 2d earl of, 1721-1775.",Hervey,George William,,1721,1775,,,,,,,1,0.00010591
"Lemon, George William, 1726-1797.",Lemon,George William,,1726,1797,,,,,,,1,0.00010591
"Bally, George.",Bally,George,,,,,,,,,,1,0.00010591
"Boswell, George.",Boswell,George,,,,,,,,,,1,0.00010591
"Burghall, George.",Burghall,George,,,,,,,,,,1,0.00010591
"Cumberland, George.",Cumberland,George,,,,,,,,,,1,0.00010591
"Dodwell, George.",Dodwell,George,,,,,,,,,,1,0.00010591
"Fisher, George.",Fisher,George,,,,,,,,,,1,0.00010591
"Gray, George.",Gray,George,,,,,,,,,,1,0.00010591
"Pirrie, George.",Pirrie,George,,,,,,,,,,1,0.00010591
"Shelvocke, George.",Shelvocke,George,,,,,,,,,,1,0.00010591
"Turner, George.",Turner,George,,,,,,,,,,1,0.00010591
"Wollaston, George.",Wollaston,George,,,,,,,,,,1,0.00010591
"Wright, George.",Wright,George,,,,,,,,,,1,0.00010591
"Pellisson, Georges.",Pellisson,Georges,,,,,,,,,,1,0.00010591
"Noodt, Gerard, 1647-1725.",Noodt,Gerard,,1647,1725,,,,,,,1,0.00010591
"Markham, Gervase, 1568?-1637",Markham,Gervase,, 1568?,1637,,,,,,,1,0.00010591
"Harvey, Gideon, 1640?-1700?",Harvey,Gideon,, 1640?,1700?,,,,,,,1,0.00010591
"Crokatt, Gilbert, fl. 1692-1708.",Crokatt,Gilbert,, fl. 1692,1708,,,,,,,1,0.00010591
