author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,
"Pratt, Orson",Pratt,Orson,,1811,1881,5,8.27102E-05,
"Whitney, Orson F. (Orson Ferguson)",Whitney,Orson F. (Orson Ferguson),,1855,1931,5,8.27102E-05,
"Méténier, Oscar",Méténier,Oscar,,1859,1913,5,8.27102E-05,
"Verlaine, Paul",Verlaine,Paul,,1844,1896,5,8.27102E-05,
"Carus, Paul",Carus,Paul,,1852,1919,5,8.27102E-05,
"Adam, Paul",Adam,Paul,,1862,1920,5,8.27102E-05,
"Claudel, Paul",Claudel,Paul,,1868,1955,5,8.27102E-05,
"Linebarger, Paul Myron Anthony",Linebarger,Paul Myron Anthony,,1913,1966,5,8.27102E-05,
"Karolides, Paulos",Karolides,Paulos,,1849,1930,5,8.27102E-05,
"Cieza de León, Pedro de",Cieza de León,Pedro de,,1518,1554,5,8.27102E-05,
"MacKaye, Percy",MacKaye,Percy,,1875,1956,5,8.27102E-05,
"Massa, Philippe, marquis de",de Massa,Philippe,,1831,1911,5,8.27102E-05,
"Egan, Pierce",Egan,Pierce,,1772,1849,5,8.27102E-05,
"Souvestre, Pierre",Souvestre,Pierre,,1874,1914,5,8.27102E-05,
"Ginguené, Pierre Louis",Ginguené,Pierre Louis,,1748,1816,5,8.27102E-05,
"Church, R. W. (Richard William)",Church,R. W. (Richard William),,1815,1890,5,8.27102E-05,
"Paine, Ralph Delahaye",Paine,Ralph Delahaye,,1871,1925,5,8.27102E-05,
"Pérez de Ayala, Ramón",Pérez de Ayala,Ramón,,1880,1962,5,8.27102E-05,
"Thwaites, Reuben Gold",Thwaites,Reuben Gold,,1853,1913,5,8.27102E-05,
"Baxter, Richard",Baxter,Richard,,1615,1691,5,8.27102E-05,
"Garnett, Richard",Garnett,Richard,,1835,1906,5,8.27102E-05,
"Barnum, Richard",Barnum,Richard,,no_birthdate,no_deathdate,5,8.27102E-05,
"Trench, Richard Chenevix",Trench,Richard Chenevix,,1807,1886,5,8.27102E-05,
"Raphael, Rick",Raphael,Rick,,1919,1994,5,8.27102E-05,
"Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron",Baden-Powell,Robert,,1857,1941,5,8.27102E-05,
"Abernathy, Robert",Abernathy,Robert,,1924,1990,5,8.27102E-05,
"Roosevelt, Robert Barnwell",Roosevelt,Robert Barnwell,,1829,1906,5,8.27102E-05,
"Russell, Robert J.",Russell,Robert J.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Ball, Robert S. (Robert Stawell)",Ball,Robert S. (Robert Stawell),,1840,1913,5,8.27102E-05,
"Wood, Robert Williams",Wood,Robert Williams,,1868,1955,5,8.27102E-05,
"MacArthur, Ruth Brown",MacArthur,Ruth Brown,,1881,no_deathdate,5,8.27102E-05,
"Levett Yeats, S. (Sidney)",Levett Yeats,S. (Sidney),,no_birthdate,no_deathdate,5,8.27102E-05,
"Reilly, S. A.",Reilly,S. A.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Meek, S. P. (Sterner St. Paul)",Meek,S. P. (Sterner St. Paul),,1894,1972,5,8.27102E-05,
"John, the Apostle, Saint",the Apostle,Saint John,,no_birthdate,no_deathdate,5,8.27102E-05,
"Scoville, Samuel",Scoville,Samuel,,1872,no_deathdate,5,8.27102E-05,
"Champlain, Samuel de",Champlain,Samuel de,,1574,1635,5,8.27102E-05,
"Gardiner, Samuel Rawson",Gardiner,Samuel Rawson,,1829,1902,5,8.27102E-05,
"Barrow, Sarah L.",Barrow,Sarah L.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Chamfort, Sébastien-Roch-Nicolas",Chamfort,Sébastien-Roch-Nicolas,,no_birthdate,1794,5,8.27102E-05,
"Kaye-Smith, Sheila",Kaye-Smith,Sheila,,1887,1956,5,8.27102E-05,
"Aleramo, Sibilla",Aleramo,Sibilla,,1876,1960,5,8.27102E-05,
"Lanier, Sidney",Lanier,Sidney,,1842,1881,5,8.27102E-05,
"Sassoon, Siegfried",Sassoon,Siegfried,,1886,1967,5,8.27102E-05,
"Strömberg, Sigge",Strömberg,Sigge,,1885,1920,5,8.27102E-05,
"Benson, Stella",Benson,Stella,,1892,1933,5,8.27102E-05,
"Hawes, Stephen",Hawes,Stephen,,no_birthdate,no_deathdate,5,8.27102E-05,
"Grundy, Sydney",Grundy,Sydney,,1848,1914,5,8.27102E-05,
"Troward, T. (Thomas)",Troward,T. (Thomas),,1847,1916,5,8.27102E-05,
"Thorpe, T. E. (Thomas Edward)",Thorpe,T. E. (Thomas Edward),,1845,1925,5,8.27102E-05,
"Jeans, T. T. (Thomas Tendron)",Jeans,T. T. (Thomas Tendron),,no_birthdate,no_deathdate,5,8.27102E-05,
"Bentzon, Th.",Bentzon,Th.,,1840,1907,5,8.27102E-05,
"Parker, Theodore",Parker,Theodore,,1810,1860,5,8.27102E-05,
"Goodridge Roberts, Theodore",Goodridge Roberts,Theodore,,1877,1953,5,8.27102E-05,
"Wilson, Theodore P.",Wilson,Theodore P.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Thomas, Aquinas, Saint",Aquinas,Thomas,,no_birthdate,1274,5,8.27102E-05,
"Browne, Thomas, Sir",Browne,Thomas,,1605,1682,5,8.27102E-05,
"Trollope, Thomas Adolphus",Trollope,Thomas Adolphus,,1810,1892,5,8.27102E-05,
"Murrey, Thomas J. (Thomas Jefferson)",Murrey,Thomas J. (Thomas Jefferson),,no_birthdate,no_deathdate,5,8.27102E-05,
"Wertenbaker, Thomas Jefferson",Wertenbaker,Thomas Jefferson,,1879,1966,5,8.27102E-05,
"Ford, Thomas K.",Ford,Thomas K.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Peacock, Thomas Love",Peacock,Thomas Love,,1785,1866,5,8.27102E-05,
"Murphy, Thos. D. (Thomas Dowler)",Murphy,Thos. D. (Thomas Dowler),,1866,1928,5,8.27102E-05,
"Hedrick, U. P.",Hedrick,U. P.,,1870,1951,5,8.27102E-05,
"Carrera, Valentino",Carrera,Valentino,,1834,1895,5,8.27102E-05,
"Koskenniemi, Veikko Antero",Koskenniemi,Veikko Antero,,1885,1962,5,8.27102E-05,
"Heidenstam, Verner von",Heidenstam,Verner von,,1859,1940,5,8.27102E-05,
"Cross, Victoria",Cross,Victoria,,1868,1952,5,8.27102E-05,
"Woolf, Virginia",Woolf,Virginia,,1882,1941,5,8.27102E-05,
"Kilpi, Volter",Kilpi,Volter,,1874,1939,5,8.27102E-05,
"Morrow, W. C.",Morrow,W. C.,,1854,1923,5,8.27102E-05,
"Murray, W. H. H. (William Henry Harrison)",Murray,W. H. H. (William Henry Harrison),,1840,1904,5,8.27102E-05,
"Gibson, W. Hamilton (William Hamilton)",Gibson,W. Hamilton (William Hamilton),,1850,1896,5,8.27102E-05,
"Ridge, W. Pett (William Pett)",Ridge,W. Pett (William Pett),,1859,1930,5,8.27102E-05,
"Thornbury, Walter",Thornbury,Walter,,1828,1876,5,8.27102E-05,
"George, Walter Lionel",George,Walter Lionel,,1882,1926,5,8.27102E-05,
"Runciman, Walter Runciman, Baron",Runciman,Walter Runciman,,1847,1937,5,8.27102E-05,
"Rathenau, Walther",Rathenau,Walther,,1867,1922,5,8.27102E-05,
"Blunt, Wilfrid Scawen",Blunt,Wilfrid Scawen,,1840,1922,5,8.27102E-05,
"Irwin, Will",Irwin,Will,,1873,1948,5,8.27102E-05,
"Hone, William",Hone,William,,1780,1842,5,8.27102E-05,
"Howitt, William",Howitt,William,,1792,1879,5,8.27102E-05,
"Kirby, William",Kirby,William,,1817,1906,5,8.27102E-05,
"White, William Allen",White,William Allen,,1868,1944,5,8.27102E-05,
"Williams, William Carlos",Williams,William Carlos,,1883,1963,5,8.27102E-05,
"Bryant, William Cullen",Bryant,William Cullen,,1794,1878,5,8.27102E-05,
"Orcutt, William Dana",Orcutt,William Dana,,1870,1953,5,8.27102E-05,
"Henley, William Ernest",Henley,William Ernest,,1849,1903,5,8.27102E-05,
"Blaikie, William Garden",Blaikie,William Garden,,1820,1899,5,8.27102E-05,
"Simms, William Gilmore",Simms,William Gilmore,,1806,1870,5,8.27102E-05,
"Hodgson, William Hope",Hodgson,William Hope,,1877,1918,5,8.27102E-05,
"Stuart, William W.",Stuart,William W.,,no_birthdate,no_deathdate,5,8.27102E-05,
"Roosevelt, Wyn",Roosevelt,Wyn,,1870,no_deathdate,5,8.27102E-05,
"Bichat, Xavier",Bichat,Xavier,,1771,1802,5,8.27102E-05,
"Li, Yu",Li,Yu,,1611,no_deathdate,5,8.27102E-05,
Epictetus,,Epictetus,,55,135,5,8.27102E-05,
Plotinus,,Plotinus,,204,270,5,8.27102E-05,
Imbert de Saint-Amand,,Imbert de Saint-Amand,,1834,1900,5,8.27102E-05,
Neera,,Neera,,1846,1918,5,8.27102E-05,
Colette,,Colette,,1873,1954,5,8.27102E-05,
American Anti-Slavery Society,,American Anti-Slavery Society,,no_birthdate,no_deathdate,5,8.27102E-05,
Dom,,Dom,,no_birthdate,no_deathdate,5,8.27102E-05,
Laozi,,Laozi,,no_birthdate,no_deathdate,5,8.27102E-05,
Livy,,Livy,,no_birthdate,no_deathdate,5,8.27102E-05,
Macmillan & Co.,,Macmillan & Co.,,no_birthdate,no_deathdate,5,8.27102E-05,
United States. Council of National Defense. Highways Transport Committee,United States.,Council of National Defense. Highways Transport Committee,,no_birthdate,no_deathdate,5,8.27102E-05,
Universal House of Justice,,Universal House of Justice,,no_birthdate,no_deathdate,5,8.27102E-05,
Woman's Institute of Domestic Arts and Sciences,,Woman's Institute of Domestic Arts and Sciences,,no_birthdate,no_deathdate,5,8.27102E-05,
"Ingman, A. E. (Alfred Emil)",Ingman,A. E. (Alfred Emil),,1860,1917,4,6.61682E-05,
"Bosboom-Toussaint, A. L. G. (Anna Louisa Geertruida)",Bosboom-Toussaint,A. L. G. (Anna Louisa Geertruida),,1812,1886,4,6.61682E-05,
"Calhoun, A. R. (Alfred Rochefort)",Calhoun,A. R. (Alfred Rochefort),,1844,no_deathdate,4,6.61682E-05,
"Hutchinson, A. S. M. (Arthur Stuart-Menteth)",Hutchinson,A. S. M. (Arthur Stuart-Menteth),,1880,1971,4,6.61682E-05,
"Arnault, A.-V. (Antoine-Vincent)",Arnault,A.-V. (Antoine-Vincent),,1766,1834,4,6.61682E-05,
"Warford, Aaron A.",Warford,Aaron A.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Prévost, abbé",Prévost,abbé,,1697,1763,4,6.61682E-05,
"Cahan, Abraham",Cahan,Abraham,,1860,1951,4,6.61682E-05,
"Procter, Adelaide Anne",Procter,Adelaide Anne,,1825,1864,4,6.61682E-05,
"Cim, Albert",Cim,Albert,,1845,1924,4,6.61682E-05,
"Engström, Albert",Engström,Albert,,1869,1940,4,6.61682E-05,
"Schweitzer, Albert",Schweitzer,Albert,,1875,1965,4,6.61682E-05,
"Teichner, Albert",Teichner,Albert,,no_birthdate,no_deathdate,4,6.61682E-05,
"Dürer, Albrecht",Dürer,Albrecht,,1471,1528,4,6.61682E-05,
"Palazzeschi, Aldo",Palazzeschi,Aldo,,1885,1974,4,6.61682E-05,
"Rahkonen, Aleksanteri",Rahkonen,Aleksanteri,,1841,1877,4,6.61682E-05,
"Moraitides, Alexandros",Moraitides,Alexandros,,1850,1929,4,6.61682E-05,
"Soyer, Alexis",Soyer,Alexis,,1809,1858,4,6.61682E-05,
"Pollard, Alfred W. (Alfred William)",Pollard,Alfred W. (Alfred William),,1859,1944,4,6.61682E-05,
"French, Allen",French,Allen,,1870,1946,4,6.61682E-05,
"Lang, Allen Kim",Lang,Allen Kim,,1928,no_deathdate,4,6.61682E-05,
"Allais, Alphonse",Allais,Alphonse,,1854,1905,4,6.61682E-05,
"Levy, Amy",Levy,Amy,,1861,1889,4,6.61682E-05,
"Chalmers, Amy D. V.",Chalmers,Amy D. V.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Leffler, Anne Charlotte",Leffler,Anne Charlotte,,1849,1892,4,6.61682E-05,
"Gilmore, Anthony",Gilmore,Anthony,,no_birthdate,no_deathdate,4,6.61682E-05,
"Lavoisier, Antoine Laurent",Lavoisier,Antoine Laurent,,1743,1794,4,6.61682E-05,
"Leal, António Duarte Gomes",Leal,António Duarte Gomes,,1848,1921,4,6.61682E-05,
"Williams, Archibald",Williams,Archibald,,1871,1934,4,6.61682E-05,
"Fletcher, Archibald Lee",Fletcher,Archibald Lee,,no_birthdate,no_deathdate,4,6.61682E-05,
"Achleitner, Arthur",Achleitner,Arthur,,1858,1927,4,6.61682E-05,
"Savage, Arthur Dekker",Savage,Arthur Dekker,,no_birthdate,no_deathdate,4,6.61682E-05,
"Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)",Weigall,Arthur E. P. Brome (Arthur Edward Pearse Brome),,1880,1934,4,6.61682E-05,
"Barine, Arvède",Barine,Arvède,,1840,1908,4,6.61682E-05,
"Custine, Astolphe, marquis de",de Custine,Astolphe,,1790,1857,4,6.61682E-05,
"Ahlqvist, August",Ahlqvist,August,,1826,1889,4,6.61682E-05,
"De Morgan, Augustus",De Morgan,Augustus,,1806,1871,4,6.61682E-05,
"Strong, Augustus Hopkins",Strong,Augustus Hopkins,,1836,1921,4,6.61682E-05,
"Lundegård, Axel",Lundegård,Axel,,1861,1930,4,6.61682E-05,
"Obama, Barack",Obama,Barack,,1961,no_deathdate,4,6.61682E-05,
"Wells, Basil",Wells,Basil,,1912,2003,4,6.61682E-05,
"Harraden, Beatrice",Harraden,Beatrice,,1864,1936,4,6.61682E-05,
"Maniates, Belle Kanaris",Maniates,Belle Kanaris,,no_birthdate,no_deathdate,4,6.61682E-05,
"Rush, Benjamin",Rush,Benjamin,,1746,1813,4,6.61682E-05,
"Brawley, Benjamin Griffith",Brawley,Benjamin Griffith,,1882,1939,4,6.61682E-05,
"Lossing, Benson John",Lossing,Benson John,,1813,1891,4,6.61682E-05,
"Ingemann, Bernhard Severin",Ingemann,Bernhard Severin,,1789,1862,4,6.61682E-05,
"Jerrold, Blanchard",Jerrold,Blanchard,,1826,1884,4,6.61682E-05,
"Washington, Booker T.",Washington,Booker T.,,1856,1915,4,6.61682E-05,
"Li, Boyuan",Li,Boyuan,,1867,1906,4,6.61682E-05,
"Adams, Brooks",Adams,Brooks,,1848,1927,4,6.61682E-05,
"Hendrick, Burton Jesse",Hendrick,Burton Jesse,,1870,1949,4,6.61682E-05,
"MacApp, C. C.",MacApp,C. C.,,1917,1971,4,6.61682E-05,
"Spurgeon, C. H. (Charles Haddon)",Spurgeon,C. H. (Charles Haddon),,1834,1892,4,6.61682E-05,
"Mauclair, Camille",Mauclair,Camille,,1872,1945,4,6.61682E-05,
"Gozzi, Carlo",Gozzi,Carlo,,1720,1806,4,6.61682E-05,
"Testa, Carlos",Testa,Carlos,,1823,1891,4,6.61682E-05,
"Owen, Catherine",Owen,Catherine,,no_birthdate,1889,4,6.61682E-05,
"Dorset, Catherine Ann Turner",Dorset,Catherine Ann Turner,,1749,1816,4,6.61682E-05,
"Chabrillan, Céleste Vénard de, comtesse",Chabrillan,Céleste Vénard de,,1824,1909,4,6.61682E-05,
"Zhang, Chao",Zhang,Chao,,1650,no_deathdate,4,6.61682E-05,
"Cohen, Chapman",Cohen,Chapman,,1868,no_deathdate,4,6.61682E-05,
"Sturt, Charles",Sturt,Charles,,1795,1869,4,6.61682E-05,
"Lyell, Charles, Sir",Lyell,Charles,,1797,1875,4,6.61682E-05,
"Mackay, Charles",Mackay,Charles,,1814,1889,4,6.61682E-05,
"Eliot, Charles",Eliot,Charles,,1862,1931,4,6.61682E-05,
"Gore, Charles",Gore,Charles,,1853,1932,4,6.61682E-05,
"Hemstreet, Charles",Hemstreet,Charles,,1866,no_deathdate,4,6.61682E-05,
"Stearns, Charles A.",Stearns,Charles A.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Beard, Charles A. (Charles Austin)",Beard,Charles A. (Charles Austin),,1874,1948,4,6.61682E-05,
"Munn, Charles Clark",Munn,Charles Clark,,1848,1917,4,6.61682E-05,
"Adams, Charles Francis",Adams,Charles Francis,,1835,1915,4,6.61682E-05,
"Johnston, Charles H. L. (Charles Haven Ladd)",Johnston,Charles H. L. (Charles Haven Ladd),,1877,1943,4,6.61682E-05,
"Dufresny, Charles Rivière",Dufresny,Charles Rivière,,1657,1724,4,6.61682E-05,
"Maturin, Charles Robert",Maturin,Charles Robert,,1780,1824,4,6.61682E-05,
"Diffin, Charles Willard",Diffin,Charles Willard,,1884,1966,4,6.61682E-05,
"Reed, Chester A. (Chester Albert)",Reed,Chester A. (Chester Albert),,1876,1912,4,6.61682E-05,
"Wieland, Christoph Martin",Wieland,Christoph Martin,,1733,1813,4,6.61682E-05,
"Viebig, Clara",Viebig,Clara,,1860,1952,4,6.61682E-05,
"Waters, Clara Erskine Clement",Waters,Clara Erskine Clement,,1834,1916,4,6.61682E-05,
"Moore, Clement Clarke",Moore,Clement Clarke,,1779,1863,4,6.61682E-05,
"Ignacio, Cleto R.",Ignacio,Cleto R.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Holland, Clive",Holland,Clive,,1866,1959,4,6.61682E-05,
"Bell, Clive",Bell,Clive,,1881,1964,4,6.61682E-05,
"Levetzow, Cornelia",Levetzow,Cornelia,,1836,1921,4,6.61682E-05,
"Harris, Corra",Harris,Corra,,1869,1935,4,6.61682E-05,
"Hamilton, Cosmo",Hamilton,Cosmo,,no_birthdate,1942,4,6.61682E-05,
"Mather, Cotton",Mather,Cotton,,1663,1728,4,6.61682E-05,
"Patmore, Coventry",Patmore,Coventry,,1823,1896,4,6.61682E-05,
"Sykes, D. F. E.",Sykes,D. F. E.,,1856,1920,4,6.61682E-05,
"Webster, Daniel",Webster,Daniel,,1782,1852,4,6.61682E-05,
"Wilson, Daniel, Sir",Wilson,Daniel,,1816,1892,4,6.61682E-05,
"Livingstone, David",Livingstone,David,,1813,1873,4,6.61682E-05,
"Belasco, David",Belasco,David,,1853,1931,4,6.61682E-05,
"Guillaume, de Lorris, active 1230",Guillaume,de Lorris,,active 1230,no_deathdate,4,6.61682E-05,
"Jean, de Meun",Jean,de Meun,,no_birthdate,1304,4,6.61682E-05,
"Christine, de Pisan",Christine,de Pisan,,1363,1430,4,6.61682E-05,
"Evans, Dean",Evans,Dean,,no_birthdate,no_deathdate,4,6.61682E-05,
"Boulger, Demetrius Charles",Boulger,Demetrius Charles,,1853,1928,4,6.61682E-05,
"Calthrop, Dion Clayton",Calthrop,Dion Clayton,,1878,1937,4,6.61682E-05,
"Merezhkovsky, Dmitry Sergeyevich",Merezhkovsky,Dmitry Sergeyevich,,1865,1941,4,6.61682E-05,
"Mackenzie, Donald A. (Donald Alexander)",Mackenzie,Donald A. (Donald Alexander),,1873,1936,4,6.61682E-05,
"Yates, Dornford",Yates,Dornford,,1885,1960,4,6.61682E-05,
"Wayne, Dorothy",Wayne,Dorothy,,1884,no_deathdate,4,6.61682E-05,
"Whitehill, Dorothy",Whitehill,Dorothy,,no_birthdate,no_deathdate,4,6.61682E-05,
"Scott, Duncan Campbell",Scott,Duncan Campbell,,1862,1947,4,6.61682E-05,
"Evans, E. Everett (Edward Everett)",Evans,E. Everett (Edward Everett),,1893,1958,4,6.61682E-05,
"Von Wald, E. G.",Von Wald,E. G.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Craine, E. J. (Edith Janice)",Craine,E. J. (Edith Janice),,1881,no_deathdate,4,6.61682E-05,
"Banfield, E. J. (Edmund James)",Banfield,E. J. (Edmund James),,1852,1923,4,6.61682E-05,
"Chatterton, E. Keble (Edward Keble)",Chatterton,E. Keble (Edward Keble),,1878,1944,4,6.61682E-05,
"Maunder, E. Walter (Edward Walter)",Maunder,E. Walter (Edward Walter),,1851,1928,4,6.61682E-05,
"Fawcett, Edgar",Fawcett,Edgar,,1847,1923,4,6.61682E-05,
"Jepson, Edgar",Jepson,Edgar,,1863,1938,4,6.61682E-05,
"Marshall, Edison",Marshall,Edison,,1894,1967,4,6.61682E-05,
"Lepelletier, Edmond",Lepelletier,Edmond,,1846,1913,4,6.61682E-05,
"Flagg, Edmund",Flagg,Edmund,,1815,1890,4,6.61682E-05,
"Pearson, Edmund Lester",Pearson,Edmund Lester,,1880,1937,4,6.61682E-05,
"MacKenzie, Edna I.",MacKenzie,Edna I.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Mörike, Eduard",Mörike,Eduard,,1804,1875,4,6.61682E-05,
"Parrott, Edward",Parrott,Edward,,1863,1921,4,6.61682E-05,
"Dyson, Edward",Dyson,Edward,,1865,1931,4,6.61682E-05,
"Hutton, Edward",Hutton,Edward,,1875,1969,4,6.61682E-05,
"Steiner, Edward Alfred",Steiner,Edward Alfred,,1866,1956,4,6.61682E-05,
"James, Edwin",James,Edwin,,1797,1861,4,6.61682E-05,
"Waugh, Edwin",Waugh,Edwin,,1817,1890,4,6.61682E-05,
"Lefevre, Edwin",Lefevre,Edwin,,1871,1943,4,6.61682E-05,
"Robinson, Edwin Arlington",Robinson,Edwin Arlington,,1869,1935,4,6.61682E-05,
"Litsey, Edwin Carlile",Litsey,Edwin Carlile,,1874,1970,4,6.61682E-05,
"Riego de la Branchardière, Eléonore",Riego de la Branchardière,Eléonore,,no_birthdate,no_deathdate,4,6.61682E-05,
"Kuylenstierna-Wenster, Elisabeth",Kuylenstierna-Wenster,Elisabeth,,1869,1933,4,6.61682E-05,
"Bisland, Elizabeth",Bisland,Elizabeth,,1861,1929,4,6.61682E-05,
"Bartlett, Elizabeth",Bartlett,Elizabeth,,1911,1994,4,6.61682E-05,
"Sandham, Elizabeth",Sandham,Elizabeth,,no_birthdate,no_deathdate,4,6.61682E-05,
"La Motte, Ellen N. (Ellen Newbold)",La Motte,Ellen N. (Ellen Newbold),,1873,1961,4,6.61682E-05,
"Clark, Ellery H. (Ellery Harding)",Clark,Ellery H. (Ellery Harding),,1874,1949,4,6.61682E-05,
"Yale, Elsie Duncan",Yale,Elsie Duncan,,1873,1956,4,6.61682E-05,
"Lassinen, Emil",Lassinen,Emil,,1861,1938,4,6.61682E-05,
"De Marchi, Emilio",De Marchi,Emilio,,1851,1901,4,6.61682E-05,
"Goldman, Emma",Goldman,Emma,,1869,1940,4,6.61682E-05,
"Leslie, Emma",Leslie,Emma,,no_birthdate,no_deathdate,4,6.61682E-05,
"Rhoides, Emmanouel D.",Rhoides,Emmanouel D.,,1835,1904,4,6.61682E-05,
"Las Cases, Emmanuel-Auguste-Dieudonné, comte de",de las Cases,Emmanuel-Auguste-Dieudonné,,1766,1842,4,6.61682E-05,
"Ady, Endre",Ady,Endre,,1877,1919,4,6.61682E-05,
"Panzacchi, Enrico",Panzacchi,Enrico,,1840,1904,4,6.61682E-05,
"Ferri, Enrico",Ferri,Enrico,,1856,1929,4,6.61682E-05,
"Doin, Ernest",Doin,Ernest,,1809,1891,4,6.61682E-05,
"La Jeunesse, Ernest",La Jeunesse,Ernest,,1874,1917,4,6.61682E-05,
"Wildenbruch, Ernst von",Wildenbruch,Ernst von,,1845,1909,4,6.61682E-05,
"Rosen, Erwin",Rosen,Erwin,,1876,1923,4,6.61682E-05,
"McDonald, Etta Blaisdell",McDonald,Etta Blaisdell,,1872,no_deathdate,4,6.61682E-05,
"Scribe, Eugène",Scribe,Eugène,,1791,1861,4,6.61682E-05,
"Vidocq, Eugène François",Vidocq,Eugène François,,1775,1857,4,6.61682E-05,
"Rhodes, Eugene Manlove",Rhodes,Eugene Manlove,,1869,1934,4,6.61682E-05,
"Stein, Evaleen",Stein,Evaleen,,1863,1923,4,6.61682E-05,
"Vivian, Evelyn Charles",Vivian,Evelyn Charles,,1882,1947,4,6.61682E-05,
"Jevons, F. B. (Frank Byron)",Jevons,F. B. (Frank Byron),,1858,1936,4,6.61682E-05,
"Hulme, F. Edward (Frederick Edward)",Hulme,F. Edward (Frederick Edward),,1841,1909,4,6.61682E-05,
"Jesse, F. Tennyson (Fryniwyd Tennyson)",Jesse,F. Tennyson (Fryniwyd Tennyson),,1888,1958,4,6.61682E-05,
"Moorman, F. W. (Frederic William)",Moorman,F. W. (Frederic William),,1872,1919,4,6.61682E-05,
"Garneau, F.-X. (François-Xavier)",Garneau,F.-X. (François-Xavier),,1809,1866,4,6.61682E-05,
"Cole, Fay-Cooper",Cole,Fay-Cooper,,1881,1961,4,6.61682E-05,
"Mendelssohn-Bartholdy, Felix",Mendelssohn-Bartholdy,Felix,,1809,1847,4,6.61682E-05,
"Klein, Felix",Klein,Felix,,1849,1925,4,6.61682E-05,
"Theilhaber, Felix A. (Felix Aaron)",Theilhaber,Felix A. (Felix Aaron),,1884,1956,4,6.61682E-05,
"Pessoa, Fernando",Pessoa,Fernando,,1888,1935,4,6.61682E-05,
"Holbrook, Florence",Holbrook,Florence,,1860,1932,4,6.61682E-05,
"Bell, Florence Eveleen Eleanore Olliffe, Lady",Bell,Florence Eveleen Eleanore Olliffe,,1851,1930,4,6.61682E-05,
"Kelly, Florence Finch",Kelly,Florence Finch,,1858,1939,4,6.61682E-05,
"Fox, Frances Margaret",Fox,Frances Margaret,,1870,1959,4,6.61682E-05,
"Montgomery, Frances Trego",Montgomery,Frances Trego,,1858,1925,4,6.61682E-05,
"Galton, Francis",Galton,Francis,,1822,1911,4,6.61682E-05,
"Kirkman, Francis",Kirkman,Francis,,1632,no_deathdate,4,6.61682E-05,
"Gasquet, Francis Aidan",Gasquet,Francis Aidan,,1846,1929,4,6.61682E-05,
"Younghusband, Francis Edward, Sir",Younghusband,Francis Edward,,1863,1942,4,6.61682E-05,
"Gribble, Francis Henry",Gribble,Francis Henry,,1862,1946,4,6.61682E-05,
"Hawks, Francis L. (Francis Lister)",Hawks,Francis L. (Francis Lister),,1798,1866,4,6.61682E-05,
"Balfour, Francis M. (Francis Maitland)",Balfour,Francis M. (Francis Maitland),,1851,1882,4,6.61682E-05,
"Doughty, Francis Worcester",Doughty,Francis Worcester,,1850,1917,4,6.61682E-05,
"Quevedo, Francisco de",Quevedo,Francisco de,,1580,1645,4,6.61682E-05,
"Fénelon, François de Salignac de La Mothe-",Fénelon,François de Salignac de La Mothe-,,1651,1715,4,6.61682E-05,
"Boreham, Frank",Boreham,Frank,,1871,1959,4,6.61682E-05,
"Warner, Frank A.",Warner,Frank A.,,no_birthdate,no_deathdate,4,6.61682E-05,
"Cushing, Frank Hamilton",Cushing,Frank Hamilton,,1857,1900,4,6.61682E-05,
"Roosevelt, Franklin D. (Franklin Delano)",Roosevelt,Franklin D. (Franklin Delano),,1882,1945,4,6.61682E-05,
"Adams, Franklin P. (Franklin Pierce)",Adams,Franklin P. (Franklin Pierce),,1881,1960,4,6.61682E-05,
"Liesegang, Franz Paul",Liesegang,Franz Paul,,1873,1949,4,6.61682E-05,
"Richards, Fred",Richards,Fred,,1878,1932,4,6.61682E-05,
"Mistral, Frédéric",Mistral,Frédéric,,1830,1914,4,6.61682E-05,
"Whymper, Frederick",Whymper,Frederick,,no_birthdate,no_deathdate,4,6.61682E-05,
"Ober, Frederick A. (Frederick Albion)",Ober,Frederick A. (Frederick Albion),,1849,1913,4,6.61682E-05,
"Talbot, Frederick Arthur Ambrose",Talbot,Frederick Arthur Ambrose,,1880,1924,4,6.61682E-05,
"Bartlett, Frederick Orin",Bartlett,Frederick Orin,,1876,1945,4,6.61682E-05,
"Bremer, Fredrika",Bremer,Fredrika,,1801,1865,4,6.61682E-05,
"Dannemann, Friedrich",Dannemann,Friedrich,,1859,1936,4,6.61682E-05,
"Accum, Friedrich Christian",Accum,Friedrich Christian,,1769,1838,4,6.61682E-05,
"Sologub, Fyodor",Sologub,Fyodor,,1863,1927,4,6.61682E-05,
"Bosch, G.",Bosch,G.,,no_birthdate,no_deathdate,4,6.61682E-05,
