author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,dataset
"Gardiner, Samuel Rawson",Gardiner,Samuel Rawson,,1829,1902,5,8.27E-05,project_gutenberg
"Barrow, Sarah L.",Barrow,Sarah L.,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Chamfort, Sébastien-Roch-Nicolas",Chamfort,Sébastien-Roch-Nicolas,,no_birthdate,1794,5,8.27E-05,project_gutenberg
"Kaye-Smith, Sheila",Kaye-Smith,Sheila,,1887,1956,5,8.27E-05,project_gutenberg
"Aleramo, Sibilla",Aleramo,Sibilla,,1876,1960,5,8.27E-05,project_gutenberg
"Lanier, Sidney",Lanier,Sidney,,1842,1881,5,8.27E-05,project_gutenberg
"Sassoon, Siegfried",Sassoon,Siegfried,,1886,1967,5,8.27E-05,project_gutenberg
"Strömberg, Sigge",Strömberg,Sigge,,1885,1920,5,8.27E-05,project_gutenberg
"Benson, Stella",Benson,Stella,,1892,1933,5,8.27E-05,project_gutenberg
"Hawes, Stephen",Hawes,Stephen,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Grundy, Sydney",Grundy,Sydney,,1848,1914,5,8.27E-05,project_gutenberg
"Troward, T. (Thomas)",Troward,T. (Thomas),,1847,1916,5,8.27E-05,project_gutenberg
"Thorpe, T. E. (Thomas Edward)",Thorpe,T. E. (Thomas Edward),,1845,1925,5,8.27E-05,project_gutenberg
"Jeans, T. T. (Thomas Tendron)",Jeans,T. T. (Thomas Tendron),,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Bentzon, Th.",Bentzon,Th.,,1840,1907,5,8.27E-05,project_gutenberg
"Parker, Theodore",Parker,Theodore,,1810,1860,5,8.27E-05,project_gutenberg
"Goodridge Roberts, Theodore",Goodridge Roberts,Theodore,,1877,1953,5,8.27E-05,project_gutenberg
"Wilson, Theodore P.",Wilson,Theodore P.,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Thomas, Aquinas, Saint",Aquinas,Thomas,,no_birthdate,1274,5,8.27E-05,project_gutenberg
"Browne, Thomas, Sir",Browne,Thomas,,1605,1682,5,8.27E-05,project_gutenberg
"Trollope, Thomas Adolphus",Trollope,Thomas Adolphus,,1810,1892,5,8.27E-05,project_gutenberg
"Murrey, Thomas J. (Thomas Jefferson)",Murrey,Thomas J. (Thomas Jefferson),,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Wertenbaker, Thomas Jefferson",Wertenbaker,Thomas Jefferson,,1879,1966,5,8.27E-05,project_gutenberg
"Ford, Thomas K.",Ford,Thomas K.,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Peacock, Thomas Love",Peacock,Thomas Love,,1785,1866,5,8.27E-05,project_gutenberg
"Murphy, Thos. D. (Thomas Dowler)",Murphy,Thos. D. (Thomas Dowler),,1866,1928,5,8.27E-05,project_gutenberg
"Hedrick, U. P.",Hedrick,U. P.,,1870,1951,5,8.27E-05,project_gutenberg
"Carrera, Valentino",Carrera,Valentino,,1834,1895,5,8.27E-05,project_gutenberg
"Koskenniemi, Veikko Antero",Koskenniemi,Veikko Antero,,1885,1962,5,8.27E-05,project_gutenberg
"Heidenstam, Verner von",Heidenstam,Verner von,,1859,1940,5,8.27E-05,project_gutenberg
"Cross, Victoria",Cross,Victoria,,1868,1952,5,8.27E-05,project_gutenberg
"Woolf, Virginia",Woolf,Virginia,,1882,1941,5,8.27E-05,project_gutenberg
"Kilpi, Volter",Kilpi,Volter,,1874,1939,5,8.27E-05,project_gutenberg
"Morrow, W. C.",Morrow,W. C.,,1854,1923,5,8.27E-05,project_gutenberg
"Murray, W. H. H. (William Henry Harrison)",Murray,W. H. H. (William Henry Harrison),,1840,1904,5,8.27E-05,project_gutenberg
"Gibson, W. Hamilton (William Hamilton)",Gibson,W. Hamilton (William Hamilton),,1850,1896,5,8.27E-05,project_gutenberg
"Ridge, W. Pett (William Pett)",Ridge,W. Pett (William Pett),,1859,1930,5,8.27E-05,project_gutenberg
"Thornbury, Walter",Thornbury,Walter,,1828,1876,5,8.27E-05,project_gutenberg
"George, Walter Lionel",George,Walter Lionel,,1882,1926,5,8.27E-05,project_gutenberg
"Runciman, Walter Runciman, Baron",Runciman,Walter Runciman,,1847,1937,5,8.27E-05,project_gutenberg
"Rathenau, Walther",Rathenau,Walther,,1867,1922,5,8.27E-05,project_gutenberg
"Blunt, Wilfrid Scawen",Blunt,Wilfrid Scawen,,1840,1922,5,8.27E-05,project_gutenberg
"Irwin, Will",Irwin,Will,,1873,1948,5,8.27E-05,project_gutenberg
"Hone, William",Hone,William,,1780,1842,5,8.27E-05,project_gutenberg
"Howitt, William",Howitt,William,,1792,1879,5,8.27E-05,project_gutenberg
"Kirby, William",Kirby,William,,1817,1906,5,8.27E-05,project_gutenberg
"White, William Allen",White,William Allen,,1868,1944,5,8.27E-05,project_gutenberg
"Williams, William Carlos",Williams,William Carlos,,1883,1963,5,8.27E-05,project_gutenberg
"Bryant, William Cullen",Bryant,William Cullen,,1794,1878,5,8.27E-05,project_gutenberg
"Orcutt, William Dana",Orcutt,William Dana,,1870,1953,5,8.27E-05,project_gutenberg
"Henley, William Ernest",Henley,William Ernest,,1849,1903,5,8.27E-05,project_gutenberg
"Blaikie, William Garden",Blaikie,William Garden,,1820,1899,5,8.27E-05,project_gutenberg
"Simms, William Gilmore",Simms,William Gilmore,,1806,1870,5,8.27E-05,project_gutenberg
"Hodgson, William Hope",Hodgson,William Hope,,1877,1918,5,8.27E-05,project_gutenberg
"Stuart, William W.",Stuart,William W.,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Roosevelt, Wyn",Roosevelt,Wyn,,1870,no_deathdate,5,8.27E-05,project_gutenberg
"Bichat, Xavier",Bichat,Xavier,,1771,1802,5,8.27E-05,project_gutenberg
"Li, Yu",Li,Yu,,1611,no_deathdate,5,8.27E-05,project_gutenberg
Epictetus,,Epictetus,,55,135,5,8.27E-05,project_gutenberg
Plotinus,,Plotinus,,204,270,5,8.27E-05,project_gutenberg
Imbert de Saint-Amand,,Imbert de Saint-Amand,,1834,1900,5,8.27E-05,project_gutenberg
Neera,,Neera,,1846,1918,5,8.27E-05,project_gutenberg
Colette,,Colette,,1873,1954,5,8.27E-05,project_gutenberg
American Anti-Slavery Society,,American Anti-Slavery Society,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Dom,,Dom,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Laozi,,Laozi,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Livy,,Livy,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Macmillan & Co.,,Macmillan & Co.,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
United States. Council of National Defense. Highways Transport Committee,United States.,Council of National Defense. Highways Transport Committee,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Universal House of Justice,,Universal House of Justice,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
Woman's Institute of Domestic Arts and Sciences,,Woman's Institute of Domestic Arts and Sciences,,no_birthdate,no_deathdate,5,8.27E-05,project_gutenberg
"Ingman, A. E. (Alfred Emil)",Ingman,A. E. (Alfred Emil),,1860,1917,4,6.62E-05,project_gutenberg
"Bosboom-Toussaint, A. L. G. (Anna Louisa Geertruida)",Bosboom-Toussaint,A. L. G. (Anna Louisa Geertruida),,1812,1886,4,6.62E-05,project_gutenberg
"Calhoun, A. R. (Alfred Rochefort)",Calhoun,A. R. (Alfred Rochefort),,1844,no_deathdate,4,6.62E-05,project_gutenberg
"Hutchinson, A. S. M. (Arthur Stuart-Menteth)",Hutchinson,A. S. M. (Arthur Stuart-Menteth),,1880,1971,4,6.62E-05,project_gutenberg
"Arnault, A.-V. (Antoine-Vincent)",Arnault,A.-V. (Antoine-Vincent),,1766,1834,4,6.62E-05,project_gutenberg
"Warford, Aaron A.",Warford,Aaron A.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Prévost, abbé",Prévost,abbé,,1697,1763,4,6.62E-05,project_gutenberg
"Cahan, Abraham",Cahan,Abraham,,1860,1951,4,6.62E-05,project_gutenberg
"Procter, Adelaide Anne",Procter,Adelaide Anne,,1825,1864,4,6.62E-05,project_gutenberg
"Cim, Albert",Cim,Albert,,1845,1924,4,6.62E-05,project_gutenberg
"Engström, Albert",Engström,Albert,,1869,1940,4,6.62E-05,project_gutenberg
"Schweitzer, Albert",Schweitzer,Albert,,1875,1965,4,6.62E-05,project_gutenberg
"Teichner, Albert",Teichner,Albert,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Dürer, Albrecht",Dürer,Albrecht,,1471,1528,4,6.62E-05,project_gutenberg
"Palazzeschi, Aldo",Palazzeschi,Aldo,,1885,1974,4,6.62E-05,project_gutenberg
"Rahkonen, Aleksanteri",Rahkonen,Aleksanteri,,1841,1877,4,6.62E-05,project_gutenberg
"Moraitides, Alexandros",Moraitides,Alexandros,,1850,1929,4,6.62E-05,project_gutenberg
"Soyer, Alexis",Soyer,Alexis,,1809,1858,4,6.62E-05,project_gutenberg
"Pollard, Alfred W. (Alfred William)",Pollard,Alfred W. (Alfred William),,1859,1944,4,6.62E-05,project_gutenberg
"French, Allen",French,Allen,,1870,1946,4,6.62E-05,project_gutenberg
"Lang, Allen Kim",Lang,Allen Kim,,1928,no_deathdate,4,6.62E-05,project_gutenberg
"Allais, Alphonse",Allais,Alphonse,,1854,1905,4,6.62E-05,project_gutenberg
"Levy, Amy",Levy,Amy,,1861,1889,4,6.62E-05,project_gutenberg
"Chalmers, Amy D. V.",Chalmers,Amy D. V.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Leffler, Anne Charlotte",Leffler,Anne Charlotte,,1849,1892,4,6.62E-05,project_gutenberg
"Gilmore, Anthony",Gilmore,Anthony,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Lavoisier, Antoine Laurent",Lavoisier,Antoine Laurent,,1743,1794,4,6.62E-05,project_gutenberg
"Leal, António Duarte Gomes",Leal,António Duarte Gomes,,1848,1921,4,6.62E-05,project_gutenberg
"Williams, Archibald",Williams,Archibald,,1871,1934,4,6.62E-05,project_gutenberg
"Fletcher, Archibald Lee",Fletcher,Archibald Lee,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Achleitner, Arthur",Achleitner,Arthur,,1858,1927,4,6.62E-05,project_gutenberg
"Savage, Arthur Dekker",Savage,Arthur Dekker,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)",Weigall,Arthur E. P. Brome (Arthur Edward Pearse Brome),,1880,1934,4,6.62E-05,project_gutenberg
"Barine, Arvède",Barine,Arvède,,1840,1908,4,6.62E-05,project_gutenberg
"Custine, Astolphe, marquis de",de Custine,Astolphe,,1790,1857,4,6.62E-05,project_gutenberg
"Ahlqvist, August",Ahlqvist,August,,1826,1889,4,6.62E-05,project_gutenberg
"De Morgan, Augustus",De Morgan,Augustus,,1806,1871,4,6.62E-05,project_gutenberg
"Strong, Augustus Hopkins",Strong,Augustus Hopkins,,1836,1921,4,6.62E-05,project_gutenberg
"Lundegård, Axel",Lundegård,Axel,,1861,1930,4,6.62E-05,project_gutenberg
"Obama, Barack",Obama,Barack,,1961,no_deathdate,4,6.62E-05,project_gutenberg
"Wells, Basil",Wells,Basil,,1912,2003,4,6.62E-05,project_gutenberg
"Harraden, Beatrice",Harraden,Beatrice,,1864,1936,4,6.62E-05,project_gutenberg
"Maniates, Belle Kanaris",Maniates,Belle Kanaris,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Rush, Benjamin",Rush,Benjamin,,1746,1813,4,6.62E-05,project_gutenberg
"Brawley, Benjamin Griffith",Brawley,Benjamin Griffith,,1882,1939,4,6.62E-05,project_gutenberg
"Lossing, Benson John",Lossing,Benson John,,1813,1891,4,6.62E-05,project_gutenberg
"Ingemann, Bernhard Severin",Ingemann,Bernhard Severin,,1789,1862,4,6.62E-05,project_gutenberg
"Jerrold, Blanchard",Jerrold,Blanchard,,1826,1884,4,6.62E-05,project_gutenberg
"Washington, Booker T.",Washington,Booker T.,,1856,1915,4,6.62E-05,project_gutenberg
"Li, Boyuan",Li,Boyuan,,1867,1906,4,6.62E-05,project_gutenberg
"Adams, Brooks",Adams,Brooks,,1848,1927,4,6.62E-05,project_gutenberg
"Hendrick, Burton Jesse",Hendrick,Burton Jesse,,1870,1949,4,6.62E-05,project_gutenberg
"MacApp, C. C.",MacApp,C. C.,,1917,1971,4,6.62E-05,project_gutenberg
"Spurgeon, C. H. (Charles Haddon)",Spurgeon,C. H. (Charles Haddon),,1834,1892,4,6.62E-05,project_gutenberg
"Mauclair, Camille",Mauclair,Camille,,1872,1945,4,6.62E-05,project_gutenberg
"Gozzi, Carlo",Gozzi,Carlo,,1720,1806,4,6.62E-05,project_gutenberg
"Testa, Carlos",Testa,Carlos,,1823,1891,4,6.62E-05,project_gutenberg
"Owen, Catherine",Owen,Catherine,,no_birthdate,1889,4,6.62E-05,project_gutenberg
"Dorset, Catherine Ann Turner",Dorset,Catherine Ann Turner,,1749,1816,4,6.62E-05,project_gutenberg
"Chabrillan, Céleste Vénard de, comtesse",Chabrillan,Céleste Vénard de,,1824,1909,4,6.62E-05,project_gutenberg
"Zhang, Chao",Zhang,Chao,,1650,no_deathdate,4,6.62E-05,project_gutenberg
"Cohen, Chapman",Cohen,Chapman,,1868,no_deathdate,4,6.62E-05,project_gutenberg
"Sturt, Charles",Sturt,Charles,,1795,1869,4,6.62E-05,project_gutenberg
"Lyell, Charles, Sir",Lyell,Charles,,1797,1875,4,6.62E-05,project_gutenberg
"Mackay, Charles",Mackay,Charles,,1814,1889,4,6.62E-05,project_gutenberg
"Eliot, Charles",Eliot,Charles,,1862,1931,4,6.62E-05,project_gutenberg
"Gore, Charles",Gore,Charles,,1853,1932,4,6.62E-05,project_gutenberg
"Hemstreet, Charles",Hemstreet,Charles,,1866,no_deathdate,4,6.62E-05,project_gutenberg
"Stearns, Charles A.",Stearns,Charles A.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Beard, Charles A. (Charles Austin)",Beard,Charles A. (Charles Austin),,1874,1948,4,6.62E-05,project_gutenberg
"Munn, Charles Clark",Munn,Charles Clark,,1848,1917,4,6.62E-05,project_gutenberg
"Adams, Charles Francis",Adams,Charles Francis,,1835,1915,4,6.62E-05,project_gutenberg
"Johnston, Charles H. L. (Charles Haven Ladd)",Johnston,Charles H. L. (Charles Haven Ladd),,1877,1943,4,6.62E-05,project_gutenberg
"Dufresny, Charles Rivière",Dufresny,Charles Rivière,,1657,1724,4,6.62E-05,project_gutenberg
"Maturin, Charles Robert",Maturin,Charles Robert,,1780,1824,4,6.62E-05,project_gutenberg
"Diffin, Charles Willard",Diffin,Charles Willard,,1884,1966,4,6.62E-05,project_gutenberg
"Reed, Chester A. (Chester Albert)",Reed,Chester A. (Chester Albert),,1876,1912,4,6.62E-05,project_gutenberg
"Wieland, Christoph Martin",Wieland,Christoph Martin,,1733,1813,4,6.62E-05,project_gutenberg
"Viebig, Clara",Viebig,Clara,,1860,1952,4,6.62E-05,project_gutenberg
"Waters, Clara Erskine Clement",Waters,Clara Erskine Clement,,1834,1916,4,6.62E-05,project_gutenberg
"Moore, Clement Clarke",Moore,Clement Clarke,,1779,1863,4,6.62E-05,project_gutenberg
"Ignacio, Cleto R.",Ignacio,Cleto R.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Holland, Clive",Holland,Clive,,1866,1959,4,6.62E-05,project_gutenberg
"Bell, Clive",Bell,Clive,,1881,1964,4,6.62E-05,project_gutenberg
"Levetzow, Cornelia",Levetzow,Cornelia,,1836,1921,4,6.62E-05,project_gutenberg
"Harris, Corra",Harris,Corra,,1869,1935,4,6.62E-05,project_gutenberg
"Hamilton, Cosmo",Hamilton,Cosmo,,no_birthdate,1942,4,6.62E-05,project_gutenberg
"Mather, Cotton",Mather,Cotton,,1663,1728,4,6.62E-05,project_gutenberg
"Patmore, Coventry",Patmore,Coventry,,1823,1896,4,6.62E-05,project_gutenberg
"Sykes, D. F. E.",Sykes,D. F. E.,,1856,1920,4,6.62E-05,project_gutenberg
"Webster, Daniel",Webster,Daniel,,1782,1852,4,6.62E-05,project_gutenberg
"Wilson, Daniel, Sir",Wilson,Daniel,,1816,1892,4,6.62E-05,project_gutenberg
"Livingstone, David",Livingstone,David,,1813,1873,4,6.62E-05,project_gutenberg
"Belasco, David",Belasco,David,,1853,1931,4,6.62E-05,project_gutenberg
"Guillaume, de Lorris, active 1230",Guillaume,de Lorris,,active 1230,no_deathdate,4,6.62E-05,project_gutenberg
"Jean, de Meun",Jean,de Meun,,no_birthdate,1304,4,6.62E-05,project_gutenberg
"Christine, de Pisan",Christine,de Pisan,,1363,1430,4,6.62E-05,project_gutenberg
"Evans, Dean",Evans,Dean,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Boulger, Demetrius Charles",Boulger,Demetrius Charles,,1853,1928,4,6.62E-05,project_gutenberg
"Calthrop, Dion Clayton",Calthrop,Dion Clayton,,1878,1937,4,6.62E-05,project_gutenberg
"Merezhkovsky, Dmitry Sergeyevich",Merezhkovsky,Dmitry Sergeyevich,,1865,1941,4,6.62E-05,project_gutenberg
"Mackenzie, Donald A. (Donald Alexander)",Mackenzie,Donald A. (Donald Alexander),,1873,1936,4,6.62E-05,project_gutenberg
"Yates, Dornford",Yates,Dornford,,1885,1960,4,6.62E-05,project_gutenberg
"Wayne, Dorothy",Wayne,Dorothy,,1884,no_deathdate,4,6.62E-05,project_gutenberg
"Whitehill, Dorothy",Whitehill,Dorothy,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Scott, Duncan Campbell",Scott,Duncan Campbell,,1862,1947,4,6.62E-05,project_gutenberg
"Evans, E. Everett (Edward Everett)",Evans,E. Everett (Edward Everett),,1893,1958,4,6.62E-05,project_gutenberg
"Von Wald, E. G.",Von Wald,E. G.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Craine, E. J. (Edith Janice)",Craine,E. J. (Edith Janice),,1881,no_deathdate,4,6.62E-05,project_gutenberg
"Banfield, E. J. (Edmund James)",Banfield,E. J. (Edmund James),,1852,1923,4,6.62E-05,project_gutenberg
"Chatterton, E. Keble (Edward Keble)",Chatterton,E. Keble (Edward Keble),,1878,1944,4,6.62E-05,project_gutenberg
"Maunder, E. Walter (Edward Walter)",Maunder,E. Walter (Edward Walter),,1851,1928,4,6.62E-05,project_gutenberg
"Fawcett, Edgar",Fawcett,Edgar,,1847,1923,4,6.62E-05,project_gutenberg
"Jepson, Edgar",Jepson,Edgar,,1863,1938,4,6.62E-05,project_gutenberg
"Marshall, Edison",Marshall,Edison,,1894,1967,4,6.62E-05,project_gutenberg
"Lepelletier, Edmond",Lepelletier,Edmond,,1846,1913,4,6.62E-05,project_gutenberg
"Flagg, Edmund",Flagg,Edmund,,1815,1890,4,6.62E-05,project_gutenberg
"Pearson, Edmund Lester",Pearson,Edmund Lester,,1880,1937,4,6.62E-05,project_gutenberg
"MacKenzie, Edna I.",MacKenzie,Edna I.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Mörike, Eduard",Mörike,Eduard,,1804,1875,4,6.62E-05,project_gutenberg
"Parrott, Edward",Parrott,Edward,,1863,1921,4,6.62E-05,project_gutenberg
"Dyson, Edward",Dyson,Edward,,1865,1931,4,6.62E-05,project_gutenberg
"Hutton, Edward",Hutton,Edward,,1875,1969,4,6.62E-05,project_gutenberg
"Steiner, Edward Alfred",Steiner,Edward Alfred,,1866,1956,4,6.62E-05,project_gutenberg
"James, Edwin",James,Edwin,,1797,1861,4,6.62E-05,project_gutenberg
"Waugh, Edwin",Waugh,Edwin,,1817,1890,4,6.62E-05,project_gutenberg
"Lefevre, Edwin",Lefevre,Edwin,,1871,1943,4,6.62E-05,project_gutenberg
"Robinson, Edwin Arlington",Robinson,Edwin Arlington,,1869,1935,4,6.62E-05,project_gutenberg
"Litsey, Edwin Carlile",Litsey,Edwin Carlile,,1874,1970,4,6.62E-05,project_gutenberg
"Riego de la Branchardière, Eléonore",Riego de la Branchardière,Eléonore,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Kuylenstierna-Wenster, Elisabeth",Kuylenstierna-Wenster,Elisabeth,,1869,1933,4,6.62E-05,project_gutenberg
"Bisland, Elizabeth",Bisland,Elizabeth,,1861,1929,4,6.62E-05,project_gutenberg
"Bartlett, Elizabeth",Bartlett,Elizabeth,,1911,1994,4,6.62E-05,project_gutenberg
"Sandham, Elizabeth",Sandham,Elizabeth,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"La Motte, Ellen N. (Ellen Newbold)",La Motte,Ellen N. (Ellen Newbold),,1873,1961,4,6.62E-05,project_gutenberg
"Clark, Ellery H. (Ellery Harding)",Clark,Ellery H. (Ellery Harding),,1874,1949,4,6.62E-05,project_gutenberg
"Yale, Elsie Duncan",Yale,Elsie Duncan,,1873,1956,4,6.62E-05,project_gutenberg
"Lassinen, Emil",Lassinen,Emil,,1861,1938,4,6.62E-05,project_gutenberg
"De Marchi, Emilio",De Marchi,Emilio,,1851,1901,4,6.62E-05,project_gutenberg
"Goldman, Emma",Goldman,Emma,,1869,1940,4,6.62E-05,project_gutenberg
"Leslie, Emma",Leslie,Emma,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Rhoides, Emmanouel D.",Rhoides,Emmanouel D.,,1835,1904,4,6.62E-05,project_gutenberg
"Las Cases, Emmanuel-Auguste-Dieudonné, comte de",de las Cases,Emmanuel-Auguste-Dieudonné,,1766,1842,4,6.62E-05,project_gutenberg
"Ady, Endre",Ady,Endre,,1877,1919,4,6.62E-05,project_gutenberg
"Panzacchi, Enrico",Panzacchi,Enrico,,1840,1904,4,6.62E-05,project_gutenberg
"Ferri, Enrico",Ferri,Enrico,,1856,1929,4,6.62E-05,project_gutenberg
"Doin, Ernest",Doin,Ernest,,1809,1891,4,6.62E-05,project_gutenberg
"La Jeunesse, Ernest",La Jeunesse,Ernest,,1874,1917,4,6.62E-05,project_gutenberg
"Wildenbruch, Ernst von",Wildenbruch,Ernst von,,1845,1909,4,6.62E-05,project_gutenberg
"Rosen, Erwin",Rosen,Erwin,,1876,1923,4,6.62E-05,project_gutenberg
"McDonald, Etta Blaisdell",McDonald,Etta Blaisdell,,1872,no_deathdate,4,6.62E-05,project_gutenberg
"Scribe, Eugène",Scribe,Eugène,,1791,1861,4,6.62E-05,project_gutenberg
"Vidocq, Eugène François",Vidocq,Eugène François,,1775,1857,4,6.62E-05,project_gutenberg
"Rhodes, Eugene Manlove",Rhodes,Eugene Manlove,,1869,1934,4,6.62E-05,project_gutenberg
"Stein, Evaleen",Stein,Evaleen,,1863,1923,4,6.62E-05,project_gutenberg
"Vivian, Evelyn Charles",Vivian,Evelyn Charles,,1882,1947,4,6.62E-05,project_gutenberg
"Jevons, F. B. (Frank Byron)",Jevons,F. B. (Frank Byron),,1858,1936,4,6.62E-05,project_gutenberg
"Hulme, F. Edward (Frederick Edward)",Hulme,F. Edward (Frederick Edward),,1841,1909,4,6.62E-05,project_gutenberg
"Jesse, F. Tennyson (Fryniwyd Tennyson)",Jesse,F. Tennyson (Fryniwyd Tennyson),,1888,1958,4,6.62E-05,project_gutenberg
"Moorman, F. W. (Frederic William)",Moorman,F. W. (Frederic William),,1872,1919,4,6.62E-05,project_gutenberg
"Garneau, F.-X. (François-Xavier)",Garneau,F.-X. (François-Xavier),,1809,1866,4,6.62E-05,project_gutenberg
"Cole, Fay-Cooper",Cole,Fay-Cooper,,1881,1961,4,6.62E-05,project_gutenberg
"Mendelssohn-Bartholdy, Felix",Mendelssohn-Bartholdy,Felix,,1809,1847,4,6.62E-05,project_gutenberg
"Klein, Felix",Klein,Felix,,1849,1925,4,6.62E-05,project_gutenberg
"Theilhaber, Felix A. (Felix Aaron)",Theilhaber,Felix A. (Felix Aaron),,1884,1956,4,6.62E-05,project_gutenberg
"Pessoa, Fernando",Pessoa,Fernando,,1888,1935,4,6.62E-05,project_gutenberg
"Holbrook, Florence",Holbrook,Florence,,1860,1932,4,6.62E-05,project_gutenberg
"Bell, Florence Eveleen Eleanore Olliffe, Lady",Bell,Florence Eveleen Eleanore Olliffe,,1851,1930,4,6.62E-05,project_gutenberg
"Kelly, Florence Finch",Kelly,Florence Finch,,1858,1939,4,6.62E-05,project_gutenberg
"Fox, Frances Margaret",Fox,Frances Margaret,,1870,1959,4,6.62E-05,project_gutenberg
"Montgomery, Frances Trego",Montgomery,Frances Trego,,1858,1925,4,6.62E-05,project_gutenberg
"Galton, Francis",Galton,Francis,,1822,1911,4,6.62E-05,project_gutenberg
"Kirkman, Francis",Kirkman,Francis,,1632,no_deathdate,4,6.62E-05,project_gutenberg
"Gasquet, Francis Aidan",Gasquet,Francis Aidan,,1846,1929,4,6.62E-05,project_gutenberg
"Younghusband, Francis Edward, Sir",Younghusband,Francis Edward,,1863,1942,4,6.62E-05,project_gutenberg
"Gribble, Francis Henry",Gribble,Francis Henry,,1862,1946,4,6.62E-05,project_gutenberg
"Hawks, Francis L. (Francis Lister)",Hawks,Francis L. (Francis Lister),,1798,1866,4,6.62E-05,project_gutenberg
"Balfour, Francis M. (Francis Maitland)",Balfour,Francis M. (Francis Maitland),,1851,1882,4,6.62E-05,project_gutenberg
"Doughty, Francis Worcester",Doughty,Francis Worcester,,1850,1917,4,6.62E-05,project_gutenberg
"Quevedo, Francisco de",Quevedo,Francisco de,,1580,1645,4,6.62E-05,project_gutenberg
"Fénelon, François de Salignac de La Mothe-",Fénelon,François de Salignac de La Mothe-,,1651,1715,4,6.62E-05,project_gutenberg
"Boreham, Frank",Boreham,Frank,,1871,1959,4,6.62E-05,project_gutenberg
"Warner, Frank A.",Warner,Frank A.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Cushing, Frank Hamilton",Cushing,Frank Hamilton,,1857,1900,4,6.62E-05,project_gutenberg
"Roosevelt, Franklin D. (Franklin Delano)",Roosevelt,Franklin D. (Franklin Delano),,1882,1945,4,6.62E-05,project_gutenberg
"Adams, Franklin P. (Franklin Pierce)",Adams,Franklin P. (Franklin Pierce),,1881,1960,4,6.62E-05,project_gutenberg
"Liesegang, Franz Paul",Liesegang,Franz Paul,,1873,1949,4,6.62E-05,project_gutenberg
"Richards, Fred",Richards,Fred,,1878,1932,4,6.62E-05,project_gutenberg
"Mistral, Frédéric",Mistral,Frédéric,,1830,1914,4,6.62E-05,project_gutenberg
"Whymper, Frederick",Whymper,Frederick,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Ober, Frederick A. (Frederick Albion)",Ober,Frederick A. (Frederick Albion),,1849,1913,4,6.62E-05,project_gutenberg
"Talbot, Frederick Arthur Ambrose",Talbot,Frederick Arthur Ambrose,,1880,1924,4,6.62E-05,project_gutenberg
"Bartlett, Frederick Orin",Bartlett,Frederick Orin,,1876,1945,4,6.62E-05,project_gutenberg
"Bremer, Fredrika",Bremer,Fredrika,,1801,1865,4,6.62E-05,project_gutenberg
"Dannemann, Friedrich",Dannemann,Friedrich,,1859,1936,4,6.62E-05,project_gutenberg
"Accum, Friedrich Christian",Accum,Friedrich Christian,,1769,1838,4,6.62E-05,project_gutenberg
"Sologub, Fyodor",Sologub,Fyodor,,1863,1927,4,6.62E-05,project_gutenberg
"Bosch, G.",Bosch,G.,,no_birthdate,no_deathdate,4,6.62E-05,project_gutenberg
"Hardy, G. H. (Godfrey Harold)",Hardy,G. H. (Godfrey Harold),,1877,1947,4,6.62E-05,project_gutenberg
