author_name,first_name,last_name,title,count,eebo_total,estc_total,open-syllabus_total,ota_total,project-gutenberg_total
Leah S. Marcus,Leah S,Marcus,,113,,,0.000311,,
Marsha Norman,Marsha,Norman,,113,,,0.000311,,
Gail Kern Paster,Gail Kern,Paster,,113,,,0.000311,,
Jack Ridl,Jack,Ridl,,113,,,0.000311,,
Philip Schultz,Philip,Schultz,,113,,,0.000311,,
John Sturrock,John,Sturrock,,113,,,0.000311,,
Brian Swann,Brian,Swann,,113,,,0.000311,,
Judith R. Walkowitz,Judith R,Walkowitz,,113,,,0.000311,,
Kathleen Blake Yancey,Kathleen Blake,Yancey,,113,,,0.000311,,
Peter E. Bondanella,Peter E,Bondanella,,112,,,0.000308,,
J. L. Bourne,J L,Bourne,,112,,,0.000308,,
Thomas Campion,Thomas,Campion,,112,,,0.000308,,
Patrick Cheney,Patrick,Cheney,,112,,,0.000308,,
Miriam Cooke,Miriam,Cooke,,112,,,0.000308,,
Paul John Eakin,Paul John,Eakin,,112,,,0.000308,,
Heather Glen,Heather,Glen,,112,,,0.000308,,
Keith Green,Keith,Green,,112,,,0.000308,,
Robert Henryson,Robert,Henryson,,112,,,0.000308,,
Robert Herrick,Robert,Herrick,,112,,,0.000308,,
Wynford Hicks,Wynford,Hicks,,112,,,0.000308,,
David A. Jolliffe,David A,Jolliffe,,112,,,0.000308,,
David Kennedy,David,Kennedy,,112,,,0.000308,,
Dolores LaGuardia,Dolores,LaGuardia,,112,,,0.000308,,
Jill LeBihan,Jill,LeBihan,,112,,,0.000308,,
Alan P. Lightman,Alan P,Lightman,,112,,,0.000308,,
Marlys Mayfield,Marlys,Mayfield,,112,,,0.000308,,
Maximillian E. Novak,Maximillian E,Novak,,112,,,0.000308,,
Robert L. Root,Robert L,Root,,112,,,0.000308,,
Juan Rulfo,Juan,Rulfo,,112,,,0.000308,,
Allan Lloyd Smith,Allan Lloyd,Smith,,112,,,0.000308,,
Michael R. G. Spiller,Michael R. G.,Spiller,,112,,,0.000308,,
Drew Hayden Taylor,Drew Hayden,Taylor,,112,,,0.000308,,
Edward O. Wilson,Edward O,Wilson,,112,,,0.000308,,
John Boyne,John,Boyne,,111,,,0.000306,,
Natalie Zemon Davis,Natalie Zemon,Davis,,111,,,0.000306,,
Markman Ellis,Markman,Ellis,,111,,,0.000306,,
Michael Ferber,Michael,Ferber,,111,,,0.000306,,
Elizabeth Flann,Elizabeth,Flann,,111,,,0.000306,,
H. W. Fowler,H W,Fowler,,111,,,0.000306,,
Richard Gray,Richard,Gray,,111,,,0.000306,,
Trevor R. Griffiths,Trevor R,Griffiths,,111,,,0.000306,,
Beryl Hill,Beryl,Hill,,111,,,0.000306,,
Marianne Hirsch,Marianne,Hirsch,,111,,,0.000306,,
Moisés Kaufman,Moisés,Kaufman,,111,,,0.000306,,
W. Somerset Maugham,W Somerset,Maugham,,111,,,0.000306,,
Brooke Noel Moore,Brooke Noel,Moore,,111,,,0.000306,,
Vincent Sherry,Vincent,Sherry,,111,,,0.000306,,
Caroline Shrodes,Caroline,Shrodes,,111,,,0.000306,,
Blake Snyder,Blake,Snyder,,111,,,0.000306,,
John Millington Synge,John Millington,Synge,,111,,,0.000306,,
Linda Wagner-Martin,Linda,Wagner-Martin,,111,,,0.000306,,
B. A. Windeatt,B A,Windeatt,,111,,,0.000306,,
Frederick Wilse Bateson,Frederick Wilse,Bateson,,110,,,0.000303,,
Stephen C. Behrendt,Stephen C,Behrendt,,110,,,0.000303,,
Dionne Brand,Dionne,Brand,,110,,,0.000303,,
Elisabeth Bronfen,Elisabeth,Bronfen,,110,,,0.000303,,
Philip Collins,Philip,Collins,,110,,,0.000303,,
Malcolm Cowley,Malcolm,Cowley,,110,,,0.000303,,
Charles L. Crow,Charles L,Crow,,110,,,0.000303,,
Charles Alexander Eastman,Charles Alexander,Eastman,,110,,,0.000303,,
Janet Elder,Janet,Elder,,110,,,0.000303,,
Theo D. Haen,Theo D,Haen,,110,,,0.000303,,
Sharon Hamilton,Sharon,Hamilton,,110,,,0.000303,,
Christopher Innes,Christopher,Innes,,110,,,0.000303,,
Suzanne Keen,Suzanne,Keen,,110,,,0.000303,,
John F. Kennedy,John F,Kennedy,,110,,,0.000303,,
Dave King,Dave,King,,110,,,0.000303,,
Margaret Kirkham,Margaret,Kirkham,,110,,,0.000303,,
Jeff Knorr,Jeff,Knorr,,110,,,0.000303,,
John Lyons,John,Lyons,,110,,,0.000303,,
Alison Milbank,Alison,Milbank,,110,,,0.000303,,
Paul Mills,Paul,Mills,,110,,,0.000303,,
Amos Oz,Amos,Oz,,110,,,0.000303,,
T. A. Shippey,T A,Shippey,,110,,,0.000303,,
Patricia Smith,Patricia,Smith,,110,,,0.000303,,
Edward Taylor,Edward,Taylor,,110,,,0.000303,,
Elaine M. Treharne,Elaine M,Treharne,,110,,,0.000303,,
Gregory L. Ulmer,Gregory L,Ulmer,,110,,,0.000303,,
Joyce W. Warren,Joyce W,Warren,,110,,,0.000303,,
Emile Zola,Emile,Zola,,110,,,0.000303,,
Robert William Ackerman,Robert William,Ackerman,,109,,,0.0003,,
Steven R. Carter,Steven R,Carter,,109,,,0.0003,,
Gregory Claeys,Gregory,Claeys,,109,,,0.0003,,
Wilbur L. Cross,Wilbur L,Cross,,109,,,0.0003,,
Noël Greig,Noël,Greig,,109,,,0.0003,,
Noël Greig,Noël,Greig,,109,,,0.0003,,
William Harmon,William,Harmon,,109,,,0.0003,,
Leonard Huxley,Leonard,Huxley,,109,,,0.0003,,
U. C. Knoepflmacher,U C,Knoepflmacher,,109,,,0.0003,,
Karl Kroeber,Karl,Kroeber,,109,,,0.0003,,
Stephen C. Levinson,Stephen C,Levinson,,109,,,0.0003,,
Henry Mackenzie,Henry,Mackenzie,,109,,,0.0003,,
Saree Makdisi,Saree,Makdisi,,109,,,0.0003,,
Jeffrey Meyers,Jeffrey,Meyers,,109,,,0.0003,,
Walter M. Miller,Walter M,Miller,,109,,,0.0003,,
Jane Moore,Jane,Moore,,109,,,0.0003,,
Bernard Perron,Bernard,Perron,,109,,,0.0003,,
Donald Pizer,Donald,Pizer,,109,,,0.0003,,
David Reid,David,Reid,,109,,,0.0003,,
Kenneth M. Roemer,Kenneth M,Roemer,,109,,,0.0003,,
William Saroyan,William,Saroyan,,109,,,0.0003,,
Philip A. Shaw,Philip A,Shaw,,109,,,0.0003,,
A. C. Spearing,A C,Spearing,,109,,,0.0003,,
Catherine Spooner,Catherine,Spooner,,109,,,0.0003,,
Kathryn Stockett,Kathryn,Stockett,,109,,,0.0003,,
James Strachey,James,Strachey,,109,,,0.0003,,
Madeleine Thien,Madeleine,Thien,,109,,,0.0003,,
Ludwig Wittgenstein,Ludwig,Wittgenstein,,109,,,0.0003,,
Karen Armstrong,Karen,Armstrong,,108,,,0.000297,,
Aimee Bender,Aimee,Bender,,108,,,0.000297,,
Tracy Chevalier,Tracy,Chevalier,,108,,,0.000297,,
Michael Dorris,Michael,Dorris,,108,,,0.000297,,
Bernardine Evaristo,Bernardine,Evaristo,,108,,,0.000297,,
Simon Horobin,Simon,Horobin,,108,,,0.000297,,
Adam Jaworski,Adam,Jaworski,,108,,,0.000297,,
John Kirkman,John,Kirkman,,108,,,0.000297,,
Charlotte Lennox,Charlotte,Lennox,,108,,,0.000297,,
Hugh MacDiarmid,Hugh,MacDiarmid,,108,,,0.000297,,
Jan Marsh,Jan,Marsh,,108,,,0.000297,,
Jean McNiff,Jean,McNiff,,108,,,0.000297,,
Marcia F. Muth,Marcia F,Muth,,108,,,0.000297,,
Zz Packer,Zz,Packer,,108,,,0.000297,,
Dorothy Parker,Dorothy,Parker,,108,,,0.000297,,
David Robey,David,Robey,,108,,,0.000297,,
Carolyn D. Rude,Carolyn D,Rude,,108,,,0.000297,,
Bertrand Russell,Bertrand,Russell,,108,,,0.000297,,
Ella Shohat,Ella,Shohat,,108,,,0.000297,,
Quentin Skinner,Quentin,Skinner,,108,,,0.000297,,
Susan Stewart,Susan,Stewart,,108,,,0.000297,,
Riki Anne Wilchins,Riki Anne,Wilchins,,108,,,0.000297,,
Shawn Wong,Shawn,Wong,,108,,,0.000297,,
Austin Wright,Austin,Wright,,108,,,0.000297,,
,,,,108,,,0.000297,,
Thomas Browne,Thomas,Browne,,107,,,0.000295,,
Laurence Coupe,Laurence,Coupe,,107,,,0.000295,,
Laura L. Doan,Laura L,Doan,,107,,,0.000295,,
Tom Furniss,Tom,Furniss,,107,,,0.000295,,
Atul Gawande,Atul,Gawande,,107,,,0.000295,,
Thom Gunn,Thom,Gunn,,107,,,0.000295,,
Jill Jesson,Jill,Jesson,,107,,,0.000295,,
Fiona M. Lacey,Fiona M,Lacey,,107,,,0.000295,,
C. N. Manlove,C N,Manlove,,107,,,0.000295,,
Lydia Matheson,Lydia,Matheson,,107,,,0.000295,,
James Jerome Murphy,James Jerome,Murphy,,107,,,0.000295,,
Charles Muscatine,Charles,Muscatine,,107,,,0.000295,,
Vladimir Nabokov,Vladimir,Nabokov,,107,,,0.000295,,
Thomas E. Pearsall,Thomas E,Pearsall,,107,,,0.000295,,
Robert M. Pirsig,Robert M,Pirsig,,107,,,0.000295,,
Tim Schell,Tim,Schell,,107,,,0.000295,,
Steven Spielberg,Steven,Spielberg,,107,,,0.000295,,
Claire Squires,Claire,Squires,,107,,,0.000295,,
Michael Steinberg,Michael,Steinberg,,107,,,0.000295,,
Kate Stephens,Kate,Stephens,,107,,,0.000295,,
Scott Thornbury,Scott,Thornbury,,107,,,0.000295,,
Michael Wheeler,Michael,Wheeler,,107,,,0.000295,,
H. R. Woudhuysen,H R,Woudhuysen,,107,,,0.000295,,
Rick Bass,Rick,Bass,,106,,,0.000292,,
Gillian Brown,Gillian,Brown,,106,,,0.000292,,
Sean Burke,Sean,Burke,,106,,,0.000292,,
Iain Chambers,Iain,Chambers,,106,,,0.000292,,
David Dabydeen,David,Dabydeen,,106,,,0.000292,,
Rachel Blau DuPlessis,Rachel Blau,DuPlessis,,106,,,0.000292,,
James George Frazer,James George,Frazer,,106,,,0.000292,,
Jack Gantos,Jack,Gantos,,106,,,0.000292,,
Diana Glyer,Diana,Glyer,,106,,,0.000292,,
James A. Herrick,James A,Herrick,,106,,,0.000292,,
Lee Horsley,Lee,Horsley,,106,,,0.000292,,
Mark Jancovich,Mark,Jancovich,,106,,,0.000292,,
James Kelman,James,Kelman,,106,,,0.000292,,
Annette Kolodny,Annette,Kolodny,,106,,,0.000292,,
Claude Levi-Strauss,Claude,Levi-Strauss,,106,,,0.000292,,
George Lipsitz,George,Lipsitz,,106,,,0.000292,,
Allen Mandelbaum,Allen,Mandelbaum,,106,,,0.000292,,
Dan McIntyre,Dan,McIntyre,,106,,,0.000292,,
Carolyn Merchant,Carolyn,Merchant,,106,,,0.000292,,
Stephen Metzger,Stephen,Metzger,,106,,,0.000292,,
Walter Ralegh,Walter,Ralegh,,106,,,0.000292,,
Jean Rose,Jean,Rose,,106,,,0.000292,,
Martin Scorsese,Martin,Scorsese,,106,,,0.000292,,
Wallace Stegner,Wallace,Stegner,,106,,,0.000292,,
Lorenzo Thomas,Lorenzo,Thomas,,106,,,0.000292,,
Lewis Turco,Lewis,Turco,,106,,,0.000292,,
Max Weber,Max,Weber,,106,,,0.000292,,
C. K. Williams,C K,Williams,,106,,,0.000292,,
Avi,Avi,,,106,,,0.000292,,
Paolo Bacigalupi,Paolo,Bacigalupi,,105,,,0.000289,,
Francis Barker,Francis,Barker,,105,,,0.000289,,
David Barton,David,Barton,,105,,,0.000289,,
Michael Beard,Michael,Beard,,105,,,0.000289,,
Howard Saul Becker,Howard Saul,Becker,,105,,,0.000289,,
Janet Beer,Janet,Beer,,105,,,0.000289,,
Robert Olen Butler,Robert Olen,Butler,,105,,,0.000289,,
Samuel Butler,Samuel,Butler,,105,,,0.000289,,
John Butt,John,Butt,,105,,,0.000289,,
Xueqin Cao,Xueqin,Cao,,105,,,0.000289,,
Barbara Christian,Barbara,Christian,,105,,,0.000289,,
David Fairer,David,Fairer,,105,,,0.000289,,
Hans Walter Gabler,Hans Walter,Gabler,,105,,,0.000289,,
Jason Goodwin,Jason,Goodwin,,105,,,0.000289,,
Ursula K. Heise,Ursula K,Heise,,105,,,0.000289,,
Frank Herbert,Frank,Herbert,,105,,,0.000289,,
Derek Hughes,Derek,Hughes,,105,,,0.000289,,
Juliet John,Juliet,John,,105,,,0.000289,,
Friedrich A. Kittler,Friedrich A,Kittler,,105,,,0.000289,,
R. W. B. Lewis,R. W. B.,Lewis,,105,,,0.000289,,
Roger H. Lonsdale,Roger H,Lonsdale,,105,,,0.000289,,
Nicky Marsh,Nicky,Marsh,,105,,,0.000289,,
Hershel Parker,Hershel,Parker,,105,,,0.000289,,
Tricia Rose,Tricia,Rose,,105,,,0.000289,,
Andrew Rutherford,Andrew,Rutherford,,105,,,0.000289,,
Kathleen Gray Schallock,Kathleen Gray,Schallock,,105,,,0.000289,,
Oliver Stone,Oliver,Stone,,105,,,0.000289,,
Michelene Wandor,Michelene,Wandor,,105,,,0.000289,,
Craig S. Womack,Craig S,Womack,,105,,,0.000289,,
Andreas,Andreas,,,105,,,0.000289,,
Pindar,Pindar,,,105,,,0.000289,,
Brian Attebery,Brian,Attebery,,104,,,0.000286,,
Charles H. Bohner,Charles H,Bohner,,104,,,0.000286,,
Alain De Botton,Alain De,Botton,,104,,,0.000286,,
Stephen R. Covey,Stephen R,Covey,,104,,,0.000286,,
John N. Duvall,John N,Duvall,,104,,,0.000286,,
Don Gifford,Don,Gifford,,104,,,0.000286,,
J. A. Guy,J A,Guy,,104,,,0.000286,,
Sue Monk Kidd,Sue Monk,Kidd,,104,,,0.000286,,
Maged El Kommos,Maged El,Kommos,,104,,,0.000286,,
James Longenbach,James,Longenbach,,104,,,0.000286,,
Shani Mootoo,Shani,Mootoo,,104,,,0.000286,,
Fatma Moussa-Mahmoud,Fatma,Moussa-Mahmoud,,104,,,0.000286,,
Lynda Mugglestone,Lynda,Mugglestone,,104,,,0.000286,,
Manuel Puig,Manuel,Puig,,104,,,0.000286,,
Jerry Root,Jerry,Root,,104,,,0.000286,,
Gary Shteyngart,Gary,Shteyngart,,104,,,0.000286,,
Louise Z. Smith,Louise Z,Smith,,104,,,0.000286,,
Marcia Stubbs,Marcia,Stubbs,,104,,,0.000286,,
Sara Suleri,Sara,Suleri,,104,,,0.000286,,
Lewis Thomas,Lewis,Thomas,,104,,,0.000286,,
Phillis Wheatley,Phillis,Wheatley,,104,,,0.000286,,
James J. Wilhelm,James J,Wilhelm,,104,,,0.000286,,
Marie Winn,Marie,Winn,,104,,,0.000286,,
Angela Wright,Angela,Wright,,104,,,0.000286,,
Lois-Ann Yamanaka,Lois-Ann,Yamanaka,,104,,,0.000286,,
Suetonius,Suetonius,,,104,,,0.000286,,
Thomas,Thomas,,,104,,,0.000286,,
Michelle Alexander,Michelle,Alexander,,103,,,0.000284,,
David W. Blight,David W,Blight,,103,,,0.000284,,
Gregory Castle,Gregory,Castle,,103,,,0.000284,,
Kiran Desai,Kiran,Desai,,103,,,0.000284,,
Heather Dubrow,Heather,Dubrow,,103,,,0.000284,,
John Gower,John,Gower,,103,,,0.000284,,
Mat Johnson,Mat,Johnson,,103,,,0.000284,,
John Kerrigan,John,Kerrigan,,103,,,0.000284,,
Gabriel Levin,Gabriel,Levin,,103,,,0.000284,,
Ben Okri,Ben,Okri,,103,,,0.000284,,
John Patrick Shanley,John Patrick,Shanley,,103,,,0.000284,,
Anna Snaith,Anna,Snaith,,103,,,0.000284,,
Andrew Thacker,Andrew,Thacker,,103,,,0.000284,,
Pamela Thurschwell,Pamela,Thurschwell,,103,,,0.000284,,
Mortimer Jerome Adler,Mortimer Jerome,Adler,,102,,,0.000281,,
Walter Allen,Walter,Allen,,102,,,0.000281,,
Scott Bukatman,Scott,Bukatman,,102,,,0.000281,,
Colin Burrow,Colin,Burrow,,102,,,0.000281,,
Nick Carbone,Nick,Carbone,,102,,,0.000281,,
Virginia A. Chappell,Virginia A,Chappell,,102,,,0.000281,,
Neil Cornwell,Neil,Cornwell,,102,,,0.000281,,
Eric Crump,Eric,Crump,,102,,,0.000281,,
Donald Davie,Donald,Davie,,102,,,0.000281,,
Katherine Dunn,Katherine,Dunn,,102,,,0.000281,,
Alice M. Gillam,Alice M,Gillam,,102,,,0.000281,,
Lucy Grealy,Lucy,Grealy,,102,,,0.000281,,
Susanna K. Horn,Susanna K,Horn,,102,,,0.000281,,
Thomas Howard,Thomas,Howard,,102,,,0.000281,,
Francisco Jiménez,Francisco,Jiménez,,102,,,0.000281,,
Robert S. Levine,Robert S,Levine,,102,,,0.000281,,
Alan Paton,Alan,Paton,,102,,,0.000281,,
Leanne Payne,Leanne,Payne,,102,,,0.000281,,
Daniel H. Pink,Daniel H,Pink,,102,,,0.000281,,
William Powers,William,Powers,,102,,,0.000281,,
Ken Pramuk,Ken,Pramuk,,102,,,0.000281,,
Craig Raine,Craig,Raine,,102,,,0.000281,,
Alan Richardson,Alan,Richardson,,102,,,0.000281,,
Mordecai Richler,Mordecai,Richler,,102,,,0.000281,,
John Singleton,John,Singleton,,102,,,0.000281,,
Olga Taxidou,Olga,Taxidou,,102,,,0.000281,,
Carl Thompson,Carl,Thompson,,102,,,0.000281,,
Cedric Thomas Watts,Cedric Thomas,Watts,,102,,,0.000281,,
John C. Whale,John C,Whale,,102,,,0.000281,,
Kar-Wai Wong,Kar-Wai,Wong,,102,,,0.000281,,
Antonin Artaud,Antonin,Artaud,,101,,,0.000278,,
Elaine Aston,Elaine,Aston,,101,,,0.000278,,
Ingmar Bergman,Ingmar,Bergman,,101,,,0.000278,,
Jan Harold Brunvand,Jan Harold,Brunvand,,101,,,0.000278,,
Paul Celan,Paul,Celan,,101,,,0.000278,,
Denise Chávez,Denise,Chávez,,101,,,0.000278,,
Jeffrey Jerome Cohen,Jeffrey Jerome,Cohen,,101,,,0.000278,,
John Corbett,John,Corbett,,101,,,0.000278,,
Pat Cryer,Pat,Cryer,,101,,,0.000278,,
John Docker,John,Docker,,101,,,0.000278,,
Frances E. Dolan,Frances E,Dolan,,101,,,0.000278,,
Sir George Etherege,Sir George,Etherege,,101,,,0.000278,,
John Feather,John,Feather,,101,,,0.000278,,
Daniel Goleman,Daniel,Goleman,,101,,,0.000278,,
E. V. Gordon,E V,Gordon,,101,,,0.000278,,
Gordon Harvey,Gordon,Harvey,,101,,,0.000278,,
Robinson Jeffers,Robinson,Jeffers,,101,,,0.000278,,
Vivien Jones,Vivien,Jones,,101,,,0.000278,,
J. M. Kennedy,J M,Kennedy,,101,,,0.000278,,
Arnold Lobel,Arnold,Lobel,,101,,,0.000278,,
Sandra Mano,Sandra,Mano,,101,,,0.000278,,
Margaret Mitchell,Margaret,Mitchell,,101,,,0.000278,,
Rick Moody,Rick,Moody,,101,,,0.000278,,
Howard Rheingold,Howard,Rheingold,,101,,,0.000278,,
Isabel Rivers,Isabel,Rivers,,101,,,0.000278,,
Hallam Tennyson Tennyson,Hallam,Tennyson,,101,,,0.000278,,
David Whitbread,David,Whitbread,,101,,,0.000278,,
Mudrooroo,Mudrooroo,,,101,,,0.000278,,
Sade,Sade,,,101,,,0.000278,,
Robin Dissin Aufses,Robin Dissin,Aufses,,100,,,0.000275,,
Kate Aughterson,Kate,Aughterson,,100,,,0.000275,,
Michael Bath,Michael,Bath,,100,,,0.000275,,
Joachim Du Bellay,Joachim Du,Bellay,,100,,,0.000275,,
Glyn S. Burgess,Glyn S,Burgess,,100,,,0.000275,,
James Campbell,James,Campbell,,100,,,0.000275,,
Soraya M. Coley,Soraya M,Coley,,100,,,0.000275,,
Ken Dancyger,Ken,Dancyger,,100,,,0.000275,,
Eugenia C. DeLamotte,Eugenia C,DeLamotte,,100,,,0.000275,,
Jay Dolmage,Jay,Dolmage,,100,,,0.000275,,
Mark Doty,Mark,Doty,,100,,,0.000275,,
Steve Ellis,Steve,Ellis,,100,,,0.000275,,
Anne Ferry,Anne,Ferry,,100,,,0.000275,,
Jon Ford,Jon,Ford,,100,,,0.000275,,
Edith Hall,Edith,Hall,,100,,,0.000275,,
Brean S. Hammond,Brean S,Hammond,,100,,,0.000275,,
James Holly Hanford,James Holly,Hanford,,100,,,0.000275,,
Gerry Johnson,Gerry,Johnson,,100,,,0.000275,,
Pericles Lewis,Pericles,Lewis,,100,,,0.000275,,
David Loewenstein,David,Loewenstein,,100,,,0.000275,,
Alistair McCleery,Alistair,McCleery,,100,,,0.000275,,
John Mullan,John,Mullan,,100,,,0.000275,,
Eric S. Rabkin,Eric S,Rabkin,,100,,,0.000275,,
Denise Riley,Denise,Riley,,100,,,0.000275,,
Alain Robbe-Grillet,Alain,Robbe-Grillet,,100,,,0.000275,,
Lawrence Scanlon,Lawrence,Scanlon,,100,,,0.000275,,
Cynthia A. Scheinberg,Cynthia A,Scheinberg,,100,,,0.000275,,
Claude J. Summers,Claude J,Summers,,100,,,0.000275,,
Tom Wayman,Tom,Wayman,,100,,,0.000275,,
Owen Wister,Owen,Wister,,100,,,0.000275,,
Guillaume,Guillaume,,,100,,,0.000275,,
Matthew Beaumont,Matthew,Beaumont,,99,,,0.000273,,
Henri Bergson,Henri,Bergson,,99,,,0.000273,,
David Brooks,David,Brooks,,99,,,0.000273,,
Joseph Bruchac,Joseph,Bruchac,,99,,,0.000273,,
Stephen Chbosky,Stephen,Chbosky,,99,,,0.000273,,
Julio Cortázar,Julio,Cortázar,,99,,,0.000273,,
Robert Darnton,Robert,Darnton,,99,,,0.000273,,
P. E. Easterling,P E,Easterling,,99,,,0.000273,,
Annie Finch,Annie,Finch,,99,,,0.000273,,
Allan A. Glatthorn,Allan A,Glatthorn,,99,,,0.000273,,
Dolores Johnson,Dolores,Johnson,,99,,,0.000273,,
Norton Juster,Norton,Juster,,99,,,0.000273,,
Gene Kleppinger,Gene,Kleppinger,,99,,,0.000273,,
Vassiliki Kolocotroni,Vassiliki,Kolocotroni,,99,,,0.000273,,
Catherine G. Latterell,Catherine G,Latterell,,99,,,0.000273,,
Janice R. Matthews,Janice R,Matthews,,99,,,0.000273,,
Juilene Osborne-McKnight,Juilene,Osborne-McKnight,,99,,,0.000273,,
R. B. Parker,R B,Parker,,99,,,0.000273,,
Helen Phillips,Helen,Phillips,,99,,,0.000273,,
John Lloyd Purdy,John Lloyd,Purdy,,99,,,0.000273,,
Michael C. J. Putnam,Michael C. J.,Putnam,,99,,,0.000273,,
David Quint,David,Quint,,99,,,0.000273,,
Joseph R. Roach,Joseph R,Roach,,99,,,0.000273,,
N. K. Sandars,N K,Sandars,,99,,,0.000273,,
Virginia Schomp,Virginia,Schomp,,99,,,0.000273,,
Sylvia Scribner,Sylvia,Scribner,,99,,,0.000273,,
Anthony D. Smith,Anthony D,Smith,,99,,,0.000273,,
Madeleine Sorapure,Madeleine,Sorapure,,99,,,0.000273,,
J. H. Stape,J H,Stape,,99,,,0.000273,,
Clarice Swisher,Clarice,Swisher,,99,,,0.000273,,
Julian Symons,Julian,Symons,,99,,,0.000273,,
Virginia Mason Vaughan,Virginia Mason,Vaughan,,99,,,0.000273,,
Maurice O. Wallace,Maurice O,Wallace,,99,,,0.000273,,
Roger MacBride Allen,Roger MacBride,Allen,,98,,,0.00027,,
David Almond,David,Almond,,98,,,0.00027,,
Barbara J. Bain,Barbara J,Bain,,98,,,0.00027,,
Sculley Bradley,Sculley,Bradley,,98,,,0.00027,,
Jesse L. Byock,Jesse L,Byock,,98,,,0.00027,,
Hazel V. Carby,Hazel V,Carby,,98,,,0.00027,,
Daniel Chandler,Daniel,Chandler,,98,,,0.00027,,
Walter Cohen,Walter,Cohen,,98,,,0.00027,,
Marianne DeKoven,Marianne,DeKoven,,98,,,0.00027,,
Ann Douglas,Ann,Douglas,,98,,,0.00027,,
William R. Epperson,William R,Epperson,,98,,,0.00027,,
Henry A. Giroux,Henry A,Giroux,,98,,,0.00027,,
E. H. Gombrich,E H,Gombrich,,98,,,0.00027,,
Peter Greenaway,Peter,Greenaway,,98,,,0.00027,,
Julian Huxley,Julian,Huxley,,98,,,0.00027,,
Tracy Kidder,Tracy,Kidder,,98,,,0.00027,,
Tom Moylan,Tom,Moylan,,98,,,0.00027,,
Ruth Padel,Ruth,Padel,,98,,,0.00027,,
C. A. Patrides,C A,Patrides,,98,,,0.00027,,
Jane Spiro,Jane,Spiro,,98,,,0.00027,,
Kim Stallings,Kim,Stallings,,98,,,0.00027,,
Richard Taylor,Richard,Taylor,,98,,,0.00027,,
R. George Thomas,R George,Thomas,,98,,,0.00027,,
Vivien Thomas,Vivien,Thomas,,98,,,0.00027,,
Anne Tyler,Anne,Tyler,,98,,,0.00027,,
Jeffrey Wainwright,Jeffrey,Wainwright,,98,,,0.00027,,
Paul Williams,Paul,Williams,,98,,,0.00027,,
Mary Woolliams,Mary,Woolliams,,98,,,0.00027,,
Tory Young,Tory,Young,,98,,,0.00027,,
Woody Allen,Woody,Allen,,97,,,0.000267,,
Peter Boxall,Peter,Boxall,,97,,,0.000267,,
A. C. Cawley,A C,Cawley,,97,,,0.000267,,
Mary Ann Caws,Mary Ann,Caws,,97,,,0.000267,,
Stephen Jay Gould,Stephen Jay,Gould,,97,,,0.000267,,
Dustin H. Griffin,Dustin H,Griffin,,97,,,0.000267,,
Richard Grusin,Richard,Grusin,,97,,,0.000267,,
Kevin J. Hayes,Kevin J,Hayes,,97,,,0.000267,,
Glenn Hendler,Glenn,Hendler,,97,,,0.000267,,
Adrian Holliday,Adrian,Holliday,,97,,,0.000267,,
Nalo Hopkinson,Nalo,Hopkinson,,97,,,0.000267,,
Maurice Hussey,Maurice,Hussey,,97,,,0.000267,,
Roger Hussey,Roger,Hussey,,97,,,0.000267,,
Missy James,Missy,James,,97,,,0.000267,,
W. David Kay,W David,Kay,,97,,,0.000267,,
Gary Kemp,Gary,Kemp,,97,,,0.000267,,
Carl H. Klaus,Carl H,Klaus,,97,,,0.000267,,
Jerzy Kosinski,Jerzy,Kosinski,,97,,,0.000267,,
David Levithan,David,Levithan,,97,,,0.000267,,
Stanley Lombardo,Stanley,Lombardo,,97,,,0.000267,,
Hilary Mantel,Hilary,Mantel,,97,,,0.000267,,
Herbert Marcuse,Herbert,Marcuse,,97,,,0.000267,,
Tony McEnery,Tony,McEnery,,97,,,0.000267,,
Alan Merickel,Alan,Merickel,,97,,,0.000267,,
Douglas C. Montgomery,Douglas C,Montgomery,,97,,,0.000267,,
Cathy Morrison,Cathy,Morrison,,97,,,0.000267,,
Elisabeth P. Myers,Elisabeth P,Myers,,97,,,0.000267,,
Lewis E. Nicholson,Lewis E,Nicholson,,97,,,0.000267,,
Morton D. Paley,Morton D,Paley,,97,,,0.000267,,
Derek Pearsall,Derek,Pearsall,,97,,,0.000267,,
David Pirie,David,Pirie,,97,,,0.000267,,
Paul Poplawski,Paul,Poplawski,,97,,,0.000267,,
Sue Roe,Sue,Roe,,97,,,0.000267,,
S. Schoenbaum,S,Schoenbaum,,97,,,0.000267,,
Charles Segal,Charles,Segal,,97,,,0.000267,,
Geneva Smitherman,Geneva,Smitherman,,97,,,0.000267,,
Susanna Sparrow,Susanna,Sparrow,,97,,,0.000267,,
James Thomson,James,Thomson,,97,,,0.000267,,
Jeffrey Weeks,Jeffrey,Weeks,,97,,,0.000267,,
Joanna Wolfe,Joanna,Wolfe,,97,,,0.000267,,
Janet Adelman,Janet,Adelman,,96,,,0.000264,,
Lorraine Anderson,Lorraine,Anderson,,96,,,0.000264,,
Mariama Ba,Mariama,Ba,,96,,,0.000264,,
Adrian Beard,Adrian,Beard,,96,,,0.000264,,
Susanna Centlivre,Susanna,Centlivre,,96,,,0.000264,,
Morris Eaves,Morris,Eaves,,96,,,0.000264,,
Mary A. Favret,Mary A,Favret,,96,,,0.000264,,
