author_name,first_name,last_name,title,count,fraction_total,dataset
Stendhal,Stendhal,,,117,0.000322,open_syllabus
Simon Armitage,Simon,Armitage,,116,0.00032,open_syllabus
Kate Atkinson,Kate,Atkinson,,116,0.00032,open_syllabus
Alan Ayckbourn,Alan,Ayckbourn,,116,0.00032,open_syllabus
Joseph Bizup,Joseph,Bizup,,116,0.00032,open_syllabus
C. M. Bowra,C M,Bowra,,116,0.00032,open_syllabus
John Brannigan,John,Brannigan,,116,0.00032,open_syllabus
Paulo Coelho,Paulo,Coelho,,116,0.00032,open_syllabus
Barry Keith Grant,Barry Keith,Grant,,116,0.00032,open_syllabus
Woody Guthrie,Woody,Guthrie,,116,0.00032,open_syllabus
Pauline E. Hopkins,Pauline E,Hopkins,,116,0.00032,open_syllabus
David Hopkins,David,Hopkins,,116,0.00032,open_syllabus
David James,David,James,,116,0.00032,open_syllabus
Crockett Johnson,Crockett,Johnson,,116,0.00032,open_syllabus
Jeremy Munday,Jeremy,Munday,,116,0.00032,open_syllabus
Wa Thiong'o. Ngugi,Wa Thiong'o,Ngugi,,116,0.00032,open_syllabus
James Ngugi,James,Ngugi,,116,0.00032,open_syllabus
Robert Palisano,Robert,Palisano,,116,0.00032,open_syllabus
Terry Pratchett,Terry,Pratchett,,116,0.00032,open_syllabus
MunLing Shields,MunLing,Shields,,116,0.00032,open_syllabus
Mark Turner,Mark,Turner,,116,0.00032,open_syllabus
William K. Wimsatt,William K,Wimsatt,,116,0.00032,open_syllabus
Haworth Continuing Features Submission,Haworth Continuing Features Submission,,,116,0.00032,open_syllabus
Gary Blake,Gary,Blake,,115,0.000317,open_syllabus
Anne Bronte,Anne,Bronte,,115,0.000317,open_syllabus
Jean Cocteau,Jean,Cocteau,,115,0.000317,open_syllabus
Ailsa Cox,Ailsa,Cox,,115,0.000317,open_syllabus
Carole Boyce Davies,Carole Boyce,Davies,,115,0.000317,open_syllabus
Machado De Assis,Machado,de Assis,,115,0.000317,open_syllabus
Roma Gill,Roma,Gill,,115,0.000317,open_syllabus
William Griffin,William,Griffin,,115,0.000317,open_syllabus
Ann Heilmann,Ann,Heilmann,,115,0.000317,open_syllabus
Steph Lady,Steph,Lady,,115,0.000317,open_syllabus
Kate Mangelsdorf,Kate,Mangelsdorf,,115,0.000317,open_syllabus
Alleen Pace Nilsen,Alleen Pace,Nilsen,,115,0.000317,open_syllabus
William Van O.'Connor,William Van,O'Connor,,115,0.000317,open_syllabus
Evelyn Riggs Posey,Evelyn Riggs,Posey,,115,0.000317,open_syllabus
Raymond Queneau,Raymond,Queneau,,115,0.000317,open_syllabus
Arthur Schnitzler,Arthur,Schnitzler,,115,0.000317,open_syllabus
Gary Tate,Gary,Tate,,115,0.000317,open_syllabus
Helen Constance White,Helen Constance,White,,115,0.000317,open_syllabus
Everett Zimmerman,Everett,Zimmerman,,115,0.000317,open_syllabus
Sue Zlosnik,Sue,Zlosnik,,115,0.000317,open_syllabus
Lynda Barry,Lynda,Barry,,114,0.000314,open_syllabus
Jacques Barzun,Jacques,Barzun,,114,0.000314,open_syllabus
Paul Beatty,Paul,Beatty,,114,0.000314,open_syllabus
Michael D. Bristol,Michael D,Bristol,,114,0.000314,open_syllabus
Matthew J. Bruccoli,Matthew J,Bruccoli,,114,0.000314,open_syllabus
John Cleland,John,Cleland,,114,0.000314,open_syllabus
John D. Cox,John D,Cox,,114,0.000314,open_syllabus
Frederick C. Crews,Frederick C,Crews,,114,0.000314,open_syllabus
Kelvin Everest,Kelvin,Everest,,114,0.000314,open_syllabus
Linda Flower,Linda,Flower,,114,0.000314,open_syllabus
Jonathan Grix,Jonathan,Grix,,114,0.000314,open_syllabus
Jeremy Harmer,Jeremy,Harmer,,114,0.000314,open_syllabus
George Hutchinson,George,Hutchinson,,114,0.000314,open_syllabus
E. Ann Kaplan,E Ann,Kaplan,,114,0.000314,open_syllabus
George S. Kaufman,George S,Kaufman,,114,0.000314,open_syllabus
Heinrich Von Kleist,Heinrich Von,Kleist,,114,0.000314,open_syllabus
Ted Kooser,Ted,Kooser,,114,0.000314,open_syllabus
Norris J. Lacy,Norris J,Lacy,,114,0.000314,open_syllabus
Daniel Miller,Daniel,Miller,,114,0.000314,open_syllabus
Lena Cowen Orlin,Lena Cowen,Orlin,,114,0.000314,open_syllabus
Pier Paolo Pasolini,Pier Paolo,Pasolini,,114,0.000314,open_syllabus
Dennis Porter,Dennis,Porter,,114,0.000314,open_syllabus
A. Poulin,A,Poulin,,114,0.000314,open_syllabus
Paul Strohm,Paul,Strohm,,114,0.000314,open_syllabus
Jenny Bourne Taylor,Jenny Bourne,Taylor,,114,0.000314,open_syllabus
Wallace Thurman,Wallace,Thurman,,114,0.000314,open_syllabus
James Tiptree,James,Tiptree,,114,0.000314,open_syllabus
Clara Tuite,Clara,Tuite,,114,0.000314,open_syllabus
William B. Worthen,William B,Worthen,,114,0.000314,open_syllabus
Charles Barber,Charles,Barber,,113,0.000311,open_syllabus
Barclay Barrios,Barclay,Barrios,,113,0.000311,open_syllabus
Karlyn Kohrs Campbell,Karlyn Kohrs,Campbell,,113,0.000311,open_syllabus
Vine Deloria,Vine,Deloria,,113,0.000311,open_syllabus
Louise Fitzhugh,Louise,Fitzhugh,,113,0.000311,open_syllabus
Michael Gamer,Michael,Gamer,,113,0.000311,open_syllabus
Peter Gay,Peter,Gay,,113,0.000311,open_syllabus
Louise Glück,Louise,Glück,,113,0.000311,open_syllabus
David Guterson,David,Guterson,,113,0.000311,open_syllabus
Charlaine Harris,Charlaine,Harris,,113,0.000311,open_syllabus
Masuji Ibuse,Masuji,Ibuse,,113,0.000311,open_syllabus
Ranjit Kumar,Ranjit,Kumar,,113,0.000311,open_syllabus
David Lehman,David,Lehman,,113,0.000311,open_syllabus
George De Forest Lord,George deForest,Lord,,113,0.000311,open_syllabus
Leah S. Marcus,Leah S,Marcus,,113,0.000311,open_syllabus
Marsha Norman,Marsha,Norman,,113,0.000311,open_syllabus
Gail Kern Paster,Gail Kern,Paster,,113,0.000311,open_syllabus
Jack Ridl,Jack,Ridl,,113,0.000311,open_syllabus
Philip Schultz,Philip,Schultz,,113,0.000311,open_syllabus
John Sturrock,John,Sturrock,,113,0.000311,open_syllabus
Brian Swann,Brian,Swann,,113,0.000311,open_syllabus
Judith R. Walkowitz,Judith R,Walkowitz,,113,0.000311,open_syllabus
Kathleen Blake Yancey,Kathleen Blake,Yancey,,113,0.000311,open_syllabus
Peter E. Bondanella,Peter E,Bondanella,,112,0.000308,open_syllabus
J. L. Bourne,J L,Bourne,,112,0.000308,open_syllabus
Thomas Campion,Thomas,Campion,,112,0.000308,open_syllabus
Patrick Cheney,Patrick,Cheney,,112,0.000308,open_syllabus
Miriam Cooke,Miriam,Cooke,,112,0.000308,open_syllabus
Paul John Eakin,Paul John,Eakin,,112,0.000308,open_syllabus
Heather Glen,Heather,Glen,,112,0.000308,open_syllabus
Keith Green,Keith,Green,,112,0.000308,open_syllabus
Robert Henryson,Robert,Henryson,,112,0.000308,open_syllabus
Robert Herrick,Robert,Herrick,,112,0.000308,open_syllabus
Wynford Hicks,Wynford,Hicks,,112,0.000308,open_syllabus
David A. Jolliffe,David A,Jolliffe,,112,0.000308,open_syllabus
David Kennedy,David,Kennedy,,112,0.000308,open_syllabus
Dolores LaGuardia,Dolores,LaGuardia,,112,0.000308,open_syllabus
Jill LeBihan,Jill,LeBihan,,112,0.000308,open_syllabus
Alan P. Lightman,Alan P,Lightman,,112,0.000308,open_syllabus
Marlys Mayfield,Marlys,Mayfield,,112,0.000308,open_syllabus
Maximillian E. Novak,Maximillian E,Novak,,112,0.000308,open_syllabus
Robert L. Root,Robert L,Root,,112,0.000308,open_syllabus
Juan Rulfo,Juan,Rulfo,,112,0.000308,open_syllabus
Allan Lloyd Smith,Allan Lloyd,Smith,,112,0.000308,open_syllabus
Michael R. G. Spiller,Michael R. G.,Spiller,,112,0.000308,open_syllabus
Drew Hayden Taylor,Drew Hayden,Taylor,,112,0.000308,open_syllabus
Edward O. Wilson,Edward O,Wilson,,112,0.000308,open_syllabus
John Boyne,John,Boyne,,111,0.000306,open_syllabus
Natalie Zemon Davis,Natalie Zemon,Davis,,111,0.000306,open_syllabus
Markman Ellis,Markman,Ellis,,111,0.000306,open_syllabus
Michael Ferber,Michael,Ferber,,111,0.000306,open_syllabus
Elizabeth Flann,Elizabeth,Flann,,111,0.000306,open_syllabus
H. W. Fowler,H W,Fowler,,111,0.000306,open_syllabus
Richard Gray,Richard,Gray,,111,0.000306,open_syllabus
Trevor R. Griffiths,Trevor R,Griffiths,,111,0.000306,open_syllabus
Beryl Hill,Beryl,Hill,,111,0.000306,open_syllabus
Marianne Hirsch,Marianne,Hirsch,,111,0.000306,open_syllabus
Moisés Kaufman,Moisés,Kaufman,,111,0.000306,open_syllabus
W. Somerset Maugham,W Somerset,Maugham,,111,0.000306,open_syllabus
Brooke Noel Moore,Brooke Noel,Moore,,111,0.000306,open_syllabus
Vincent Sherry,Vincent,Sherry,,111,0.000306,open_syllabus
Caroline Shrodes,Caroline,Shrodes,,111,0.000306,open_syllabus
Blake Snyder,Blake,Snyder,,111,0.000306,open_syllabus
John Millington Synge,John Millington,Synge,,111,0.000306,open_syllabus
Linda Wagner-Martin,Linda,Wagner-Martin,,111,0.000306,open_syllabus
B. A. Windeatt,B A,Windeatt,,111,0.000306,open_syllabus
Frederick Wilse Bateson,Frederick Wilse,Bateson,,110,0.000303,open_syllabus
Stephen C. Behrendt,Stephen C,Behrendt,,110,0.000303,open_syllabus
Dionne Brand,Dionne,Brand,,110,0.000303,open_syllabus
Elisabeth Bronfen,Elisabeth,Bronfen,,110,0.000303,open_syllabus
Philip Collins,Philip,Collins,,110,0.000303,open_syllabus
Malcolm Cowley,Malcolm,Cowley,,110,0.000303,open_syllabus
Charles L. Crow,Charles L,Crow,,110,0.000303,open_syllabus
Charles Alexander Eastman,Charles Alexander,Eastman,,110,0.000303,open_syllabus
Janet Elder,Janet,Elder,,110,0.000303,open_syllabus
Theo D. Haen,Theo D,Haen,,110,0.000303,open_syllabus
Sharon Hamilton,Sharon,Hamilton,,110,0.000303,open_syllabus
Christopher Innes,Christopher,Innes,,110,0.000303,open_syllabus
Suzanne Keen,Suzanne,Keen,,110,0.000303,open_syllabus
John F. Kennedy,John F,Kennedy,,110,0.000303,open_syllabus
Dave King,Dave,King,,110,0.000303,open_syllabus
Margaret Kirkham,Margaret,Kirkham,,110,0.000303,open_syllabus
Jeff Knorr,Jeff,Knorr,,110,0.000303,open_syllabus
John Lyons,John,Lyons,,110,0.000303,open_syllabus
Alison Milbank,Alison,Milbank,,110,0.000303,open_syllabus
Paul Mills,Paul,Mills,,110,0.000303,open_syllabus
Amos Oz,Amos,Oz,,110,0.000303,open_syllabus
T. A. Shippey,T A,Shippey,,110,0.000303,open_syllabus
Patricia Smith,Patricia,Smith,,110,0.000303,open_syllabus
Edward Taylor,Edward,Taylor,,110,0.000303,open_syllabus
Elaine M. Treharne,Elaine M,Treharne,,110,0.000303,open_syllabus
Gregory L. Ulmer,Gregory L,Ulmer,,110,0.000303,open_syllabus
Joyce W. Warren,Joyce W,Warren,,110,0.000303,open_syllabus
Emile Zola,Emile,Zola,,110,0.000303,open_syllabus
Robert William Ackerman,Robert William,Ackerman,,109,0.0003,open_syllabus
Steven R. Carter,Steven R,Carter,,109,0.0003,open_syllabus
Gregory Claeys,Gregory,Claeys,,109,0.0003,open_syllabus
Wilbur L. Cross,Wilbur L,Cross,,109,0.0003,open_syllabus
Noël Greig,Noël,Greig,,109,0.0003,open_syllabus
Noël Greig,Noël,Greig,,109,0.0003,open_syllabus
William Harmon,William,Harmon,,109,0.0003,open_syllabus
Leonard Huxley,Leonard,Huxley,,109,0.0003,open_syllabus
U. C. Knoepflmacher,U C,Knoepflmacher,,109,0.0003,open_syllabus
Karl Kroeber,Karl,Kroeber,,109,0.0003,open_syllabus
Stephen C. Levinson,Stephen C,Levinson,,109,0.0003,open_syllabus
Henry Mackenzie,Henry,Mackenzie,,109,0.0003,open_syllabus
Saree Makdisi,Saree,Makdisi,,109,0.0003,open_syllabus
Jeffrey Meyers,Jeffrey,Meyers,,109,0.0003,open_syllabus
Walter M. Miller,Walter M,Miller,,109,0.0003,open_syllabus
Jane Moore,Jane,Moore,,109,0.0003,open_syllabus
Bernard Perron,Bernard,Perron,,109,0.0003,open_syllabus
Donald Pizer,Donald,Pizer,,109,0.0003,open_syllabus
David Reid,David,Reid,,109,0.0003,open_syllabus
Kenneth M. Roemer,Kenneth M,Roemer,,109,0.0003,open_syllabus
William Saroyan,William,Saroyan,,109,0.0003,open_syllabus
Philip A. Shaw,Philip A,Shaw,,109,0.0003,open_syllabus
A. C. Spearing,A C,Spearing,,109,0.0003,open_syllabus
Catherine Spooner,Catherine,Spooner,,109,0.0003,open_syllabus
Kathryn Stockett,Kathryn,Stockett,,109,0.0003,open_syllabus
James Strachey,James,Strachey,,109,0.0003,open_syllabus
Madeleine Thien,Madeleine,Thien,,109,0.0003,open_syllabus
Ludwig Wittgenstein,Ludwig,Wittgenstein,,109,0.0003,open_syllabus
Karen Armstrong,Karen,Armstrong,,108,0.000297,open_syllabus
Aimee Bender,Aimee,Bender,,108,0.000297,open_syllabus
Tracy Chevalier,Tracy,Chevalier,,108,0.000297,open_syllabus
Michael Dorris,Michael,Dorris,,108,0.000297,open_syllabus
Bernardine Evaristo,Bernardine,Evaristo,,108,0.000297,open_syllabus
Simon Horobin,Simon,Horobin,,108,0.000297,open_syllabus
Adam Jaworski,Adam,Jaworski,,108,0.000297,open_syllabus
John Kirkman,John,Kirkman,,108,0.000297,open_syllabus
Charlotte Lennox,Charlotte,Lennox,,108,0.000297,open_syllabus
Hugh MacDiarmid,Hugh,MacDiarmid,,108,0.000297,open_syllabus
Jan Marsh,Jan,Marsh,,108,0.000297,open_syllabus
Jean McNiff,Jean,McNiff,,108,0.000297,open_syllabus
Marcia F. Muth,Marcia F,Muth,,108,0.000297,open_syllabus
Zz Packer,Zz,Packer,,108,0.000297,open_syllabus
Dorothy Parker,Dorothy,Parker,,108,0.000297,open_syllabus
David Robey,David,Robey,,108,0.000297,open_syllabus
Carolyn D. Rude,Carolyn D,Rude,,108,0.000297,open_syllabus
Bertrand Russell,Bertrand,Russell,,108,0.000297,open_syllabus
Ella Shohat,Ella,Shohat,,108,0.000297,open_syllabus
Quentin Skinner,Quentin,Skinner,,108,0.000297,open_syllabus
Susan Stewart,Susan,Stewart,,108,0.000297,open_syllabus
Riki Anne Wilchins,Riki Anne,Wilchins,,108,0.000297,open_syllabus
Shawn Wong,Shawn,Wong,,108,0.000297,open_syllabus
Austin Wright,Austin,Wright,,108,0.000297,open_syllabus
,,,,108,0.000297,open_syllabus
Thomas Browne,Thomas,Browne,,107,0.000295,open_syllabus
Laurence Coupe,Laurence,Coupe,,107,0.000295,open_syllabus
Laura L. Doan,Laura L,Doan,,107,0.000295,open_syllabus
Tom Furniss,Tom,Furniss,,107,0.000295,open_syllabus
Atul Gawande,Atul,Gawande,,107,0.000295,open_syllabus
Thom Gunn,Thom,Gunn,,107,0.000295,open_syllabus
Jill Jesson,Jill,Jesson,,107,0.000295,open_syllabus
Fiona M. Lacey,Fiona M,Lacey,,107,0.000295,open_syllabus
C. N. Manlove,C N,Manlove,,107,0.000295,open_syllabus
Lydia Matheson,Lydia,Matheson,,107,0.000295,open_syllabus
James Jerome Murphy,James Jerome,Murphy,,107,0.000295,open_syllabus
Charles Muscatine,Charles,Muscatine,,107,0.000295,open_syllabus
Vladimir Nabokov,Vladimir,Nabokov,,107,0.000295,open_syllabus
Thomas E. Pearsall,Thomas E,Pearsall,,107,0.000295,open_syllabus
Robert M. Pirsig,Robert M,Pirsig,,107,0.000295,open_syllabus
Tim Schell,Tim,Schell,,107,0.000295,open_syllabus
Steven Spielberg,Steven,Spielberg,,107,0.000295,open_syllabus
Claire Squires,Claire,Squires,,107,0.000295,open_syllabus
Michael Steinberg,Michael,Steinberg,,107,0.000295,open_syllabus
Kate Stephens,Kate,Stephens,,107,0.000295,open_syllabus
Scott Thornbury,Scott,Thornbury,,107,0.000295,open_syllabus
Michael Wheeler,Michael,Wheeler,,107,0.000295,open_syllabus
H. R. Woudhuysen,H R,Woudhuysen,,107,0.000295,open_syllabus
Rick Bass,Rick,Bass,,106,0.000292,open_syllabus
Gillian Brown,Gillian,Brown,,106,0.000292,open_syllabus
Sean Burke,Sean,Burke,,106,0.000292,open_syllabus
Iain Chambers,Iain,Chambers,,106,0.000292,open_syllabus
David Dabydeen,David,Dabydeen,,106,0.000292,open_syllabus
Rachel Blau DuPlessis,Rachel Blau,DuPlessis,,106,0.000292,open_syllabus
James George Frazer,James George,Frazer,,106,0.000292,open_syllabus
Jack Gantos,Jack,Gantos,,106,0.000292,open_syllabus
Diana Glyer,Diana,Glyer,,106,0.000292,open_syllabus
James A. Herrick,James A,Herrick,,106,0.000292,open_syllabus
Lee Horsley,Lee,Horsley,,106,0.000292,open_syllabus
Mark Jancovich,Mark,Jancovich,,106,0.000292,open_syllabus
James Kelman,James,Kelman,,106,0.000292,open_syllabus
Annette Kolodny,Annette,Kolodny,,106,0.000292,open_syllabus
Claude Levi-Strauss,Claude,Levi-Strauss,,106,0.000292,open_syllabus
George Lipsitz,George,Lipsitz,,106,0.000292,open_syllabus
Allen Mandelbaum,Allen,Mandelbaum,,106,0.000292,open_syllabus
Dan McIntyre,Dan,McIntyre,,106,0.000292,open_syllabus
Carolyn Merchant,Carolyn,Merchant,,106,0.000292,open_syllabus
Stephen Metzger,Stephen,Metzger,,106,0.000292,open_syllabus
Walter Ralegh,Walter,Ralegh,,106,0.000292,open_syllabus
Jean Rose,Jean,Rose,,106,0.000292,open_syllabus
Martin Scorsese,Martin,Scorsese,,106,0.000292,open_syllabus
Wallace Stegner,Wallace,Stegner,,106,0.000292,open_syllabus
Lorenzo Thomas,Lorenzo,Thomas,,106,0.000292,open_syllabus
Lewis Turco,Lewis,Turco,,106,0.000292,open_syllabus
Max Weber,Max,Weber,,106,0.000292,open_syllabus
C. K. Williams,C K,Williams,,106,0.000292,open_syllabus
Avi,Avi,,,106,0.000292,open_syllabus
Paolo Bacigalupi,Paolo,Bacigalupi,,105,0.000289,open_syllabus
Francis Barker,Francis,Barker,,105,0.000289,open_syllabus
David Barton,David,Barton,,105,0.000289,open_syllabus
Michael Beard,Michael,Beard,,105,0.000289,open_syllabus
Howard Saul Becker,Howard Saul,Becker,,105,0.000289,open_syllabus
Janet Beer,Janet,Beer,,105,0.000289,open_syllabus
Robert Olen Butler,Robert Olen,Butler,,105,0.000289,open_syllabus
Samuel Butler,Samuel,Butler,,105,0.000289,open_syllabus
John Butt,John,Butt,,105,0.000289,open_syllabus
Xueqin Cao,Xueqin,Cao,,105,0.000289,open_syllabus
Barbara Christian,Barbara,Christian,,105,0.000289,open_syllabus
David Fairer,David,Fairer,,105,0.000289,open_syllabus
Hans Walter Gabler,Hans Walter,Gabler,,105,0.000289,open_syllabus
Jason Goodwin,Jason,Goodwin,,105,0.000289,open_syllabus
Ursula K. Heise,Ursula K,Heise,,105,0.000289,open_syllabus
Frank Herbert,Frank,Herbert,,105,0.000289,open_syllabus
Derek Hughes,Derek,Hughes,,105,0.000289,open_syllabus
Juliet John,Juliet,John,,105,0.000289,open_syllabus
Friedrich A. Kittler,Friedrich A,Kittler,,105,0.000289,open_syllabus
R. W. B. Lewis,R. W. B.,Lewis,,105,0.000289,open_syllabus
Roger H. Lonsdale,Roger H,Lonsdale,,105,0.000289,open_syllabus
Nicky Marsh,Nicky,Marsh,,105,0.000289,open_syllabus
Hershel Parker,Hershel,Parker,,105,0.000289,open_syllabus
Tricia Rose,Tricia,Rose,,105,0.000289,open_syllabus
Andrew Rutherford,Andrew,Rutherford,,105,0.000289,open_syllabus
Kathleen Gray Schallock,Kathleen Gray,Schallock,,105,0.000289,open_syllabus
Oliver Stone,Oliver,Stone,,105,0.000289,open_syllabus
Michelene Wandor,Michelene,Wandor,,105,0.000289,open_syllabus
Craig S. Womack,Craig S,Womack,,105,0.000289,open_syllabus
Andreas,Andreas,,,105,0.000289,open_syllabus
Pindar,Pindar,,,105,0.000289,open_syllabus
Brian Attebery,Brian,Attebery,,104,0.000286,open_syllabus
Charles H. Bohner,Charles H,Bohner,,104,0.000286,open_syllabus
Alain De Botton,Alain De,Botton,,104,0.000286,open_syllabus
Stephen R. Covey,Stephen R,Covey,,104,0.000286,open_syllabus
John N. Duvall,John N,Duvall,,104,0.000286,open_syllabus
Don Gifford,Don,Gifford,,104,0.000286,open_syllabus
J. A. Guy,J A,Guy,,104,0.000286,open_syllabus
Sue Monk Kidd,Sue Monk,Kidd,,104,0.000286,open_syllabus
Maged El Kommos,Maged El,Kommos,,104,0.000286,open_syllabus
James Longenbach,James,Longenbach,,104,0.000286,open_syllabus
Shani Mootoo,Shani,Mootoo,,104,0.000286,open_syllabus
Fatma Moussa-Mahmoud,Fatma,Moussa-Mahmoud,,104,0.000286,open_syllabus
Lynda Mugglestone,Lynda,Mugglestone,,104,0.000286,open_syllabus
Manuel Puig,Manuel,Puig,,104,0.000286,open_syllabus
Jerry Root,Jerry,Root,,104,0.000286,open_syllabus
Gary Shteyngart,Gary,Shteyngart,,104,0.000286,open_syllabus
Louise Z. Smith,Louise Z,Smith,,104,0.000286,open_syllabus
Marcia Stubbs,Marcia,Stubbs,,104,0.000286,open_syllabus
Sara Suleri,Sara,Suleri,,104,0.000286,open_syllabus
Lewis Thomas,Lewis,Thomas,,104,0.000286,open_syllabus
Phillis Wheatley,Phillis,Wheatley,,104,0.000286,open_syllabus
James J. Wilhelm,James J,Wilhelm,,104,0.000286,open_syllabus
Marie Winn,Marie,Winn,,104,0.000286,open_syllabus
Angela Wright,Angela,Wright,,104,0.000286,open_syllabus
Lois-Ann Yamanaka,Lois-Ann,Yamanaka,,104,0.000286,open_syllabus
Suetonius,Suetonius,,,104,0.000286,open_syllabus
Thomas,Thomas,,,104,0.000286,open_syllabus
Michelle Alexander,Michelle,Alexander,,103,0.000284,open_syllabus
David W. Blight,David W,Blight,,103,0.000284,open_syllabus
Gregory Castle,Gregory,Castle,,103,0.000284,open_syllabus
Kiran Desai,Kiran,Desai,,103,0.000284,open_syllabus
Heather Dubrow,Heather,Dubrow,,103,0.000284,open_syllabus
John Gower,John,Gower,,103,0.000284,open_syllabus
Mat Johnson,Mat,Johnson,,103,0.000284,open_syllabus
John Kerrigan,John,Kerrigan,,103,0.000284,open_syllabus
Gabriel Levin,Gabriel,Levin,,103,0.000284,open_syllabus
Ben Okri,Ben,Okri,,103,0.000284,open_syllabus
John Patrick Shanley,John Patrick,Shanley,,103,0.000284,open_syllabus
Anna Snaith,Anna,Snaith,,103,0.000284,open_syllabus
Andrew Thacker,Andrew,Thacker,,103,0.000284,open_syllabus
Pamela Thurschwell,Pamela,Thurschwell,,103,0.000284,open_syllabus
Mortimer Jerome Adler,Mortimer Jerome,Adler,,102,0.000281,open_syllabus
Walter Allen,Walter,Allen,,102,0.000281,open_syllabus
Scott Bukatman,Scott,Bukatman,,102,0.000281,open_syllabus
Colin Burrow,Colin,Burrow,,102,0.000281,open_syllabus
Nick Carbone,Nick,Carbone,,102,0.000281,open_syllabus
Virginia A. Chappell,Virginia A,Chappell,,102,0.000281,open_syllabus
Neil Cornwell,Neil,Cornwell,,102,0.000281,open_syllabus
Eric Crump,Eric,Crump,,102,0.000281,open_syllabus
Donald Davie,Donald,Davie,,102,0.000281,open_syllabus
Katherine Dunn,Katherine,Dunn,,102,0.000281,open_syllabus
Alice M. Gillam,Alice M,Gillam,,102,0.000281,open_syllabus
Lucy Grealy,Lucy,Grealy,,102,0.000281,open_syllabus
Susanna K. Horn,Susanna K,Horn,,102,0.000281,open_syllabus
Thomas Howard,Thomas,Howard,,102,0.000281,open_syllabus
Francisco Jiménez,Francisco,Jiménez,,102,0.000281,open_syllabus
Robert S. Levine,Robert S,Levine,,102,0.000281,open_syllabus
Alan Paton,Alan,Paton,,102,0.000281,open_syllabus
Leanne Payne,Leanne,Payne,,102,0.000281,open_syllabus
Daniel H. Pink,Daniel H,Pink,,102,0.000281,open_syllabus
William Powers,William,Powers,,102,0.000281,open_syllabus
Ken Pramuk,Ken,Pramuk,,102,0.000281,open_syllabus
Craig Raine,Craig,Raine,,102,0.000281,open_syllabus
Alan Richardson,Alan,Richardson,,102,0.000281,open_syllabus
Mordecai Richler,Mordecai,Richler,,102,0.000281,open_syllabus
John Singleton,John,Singleton,,102,0.000281,open_syllabus
Olga Taxidou,Olga,Taxidou,,102,0.000281,open_syllabus
Carl Thompson,Carl,Thompson,,102,0.000281,open_syllabus
Cedric Thomas Watts,Cedric Thomas,Watts,,102,0.000281,open_syllabus
John C. Whale,John C,Whale,,102,0.000281,open_syllabus
Kar-Wai Wong,Kar-Wai,Wong,,102,0.000281,open_syllabus
Antonin Artaud,Antonin,Artaud,,101,0.000278,open_syllabus
Elaine Aston,Elaine,Aston,,101,0.000278,open_syllabus
Ingmar Bergman,Ingmar,Bergman,,101,0.000278,open_syllabus
Jan Harold Brunvand,Jan Harold,Brunvand,,101,0.000278,open_syllabus
Paul Celan,Paul,Celan,,101,0.000278,open_syllabus
Denise Chávez,Denise,Chávez,,101,0.000278,open_syllabus
Jeffrey Jerome Cohen,Jeffrey Jerome,Cohen,,101,0.000278,open_syllabus
John Corbett,John,Corbett,,101,0.000278,open_syllabus
Pat Cryer,Pat,Cryer,,101,0.000278,open_syllabus
John Docker,John,Docker,,101,0.000278,open_syllabus
Frances E. Dolan,Frances E,Dolan,,101,0.000278,open_syllabus
Sir George Etherege,Sir George,Etherege,,101,0.000278,open_syllabus
John Feather,John,Feather,,101,0.000278,open_syllabus
Daniel Goleman,Daniel,Goleman,,101,0.000278,open_syllabus
E. V. Gordon,E V,Gordon,,101,0.000278,open_syllabus
Gordon Harvey,Gordon,Harvey,,101,0.000278,open_syllabus
Robinson Jeffers,Robinson,Jeffers,,101,0.000278,open_syllabus
Vivien Jones,Vivien,Jones,,101,0.000278,open_syllabus
J. M. Kennedy,J M,Kennedy,,101,0.000278,open_syllabus
Arnold Lobel,Arnold,Lobel,,101,0.000278,open_syllabus
Sandra Mano,Sandra,Mano,,101,0.000278,open_syllabus
Margaret Mitchell,Margaret,Mitchell,,101,0.000278,open_syllabus
Rick Moody,Rick,Moody,,101,0.000278,open_syllabus
Howard Rheingold,Howard,Rheingold,,101,0.000278,open_syllabus
Isabel Rivers,Isabel,Rivers,,101,0.000278,open_syllabus
Hallam Tennyson Tennyson,Hallam,Tennyson,,101,0.000278,open_syllabus
David Whitbread,David,Whitbread,,101,0.000278,open_syllabus
Mudrooroo,Mudrooroo,,,101,0.000278,open_syllabus
Sade,Sade,,,101,0.000278,open_syllabus
Robin Dissin Aufses,Robin Dissin,Aufses,,100,0.000275,open_syllabus
Kate Aughterson,Kate,Aughterson,,100,0.000275,open_syllabus
Michael Bath,Michael,Bath,,100,0.000275,open_syllabus
Joachim Du Bellay,Joachim Du,Bellay,,100,0.000275,open_syllabus
Glyn S. Burgess,Glyn S,Burgess,,100,0.000275,open_syllabus
James Campbell,James,Campbell,,100,0.000275,open_syllabus
Soraya M. Coley,Soraya M,Coley,,100,0.000275,open_syllabus
Ken Dancyger,Ken,Dancyger,,100,0.000275,open_syllabus
Eugenia C. DeLamotte,Eugenia C,DeLamotte,,100,0.000275,open_syllabus
Jay Dolmage,Jay,Dolmage,,100,0.000275,open_syllabus
Mark Doty,Mark,Doty,,100,0.000275,open_syllabus
Steve Ellis,Steve,Ellis,,100,0.000275,open_syllabus
Anne Ferry,Anne,Ferry,,100,0.000275,open_syllabus
Jon Ford,Jon,Ford,,100,0.000275,open_syllabus
