author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total,dataset
"Salas Barbadillo, Alonso JeroÌnimo de, 1581-1635.",Salas Barbadillo,Alonso JeroÌnimo de,,1581,1635,,,,,,,1,0.00010591,estc
"Clarke, Alured, 1696-1742.",Clarke,Alured,,1696,1742,,,,,,,1,0.00010591,estc
"Barba, Alvaro Alonso, 1569-",Barba,Alvaro Alonso,,,1569,,,,,,,1,0.00010591,estc
"Evans, Ambrose.",Evans,Ambrose,,,,,,,,,,1,0.00010591,estc
"Weston, Ambrose.",Weston,Ambrose,,,,,,,,,,1,0.00010591,estc
"Pickering, Amelia",Pickering,Amelia,,,,,,,,,,1,0.00010591,estc
"Cottle, Amos Simon, 1768?-1800.",Cottle,Amos Simon,, 1768?,1800,,,,,,,1,0.00010591,estc
"Sparrman, Anders, 1748-1820.",Sparrman,Anders,,1748,1820,,,,,,,1,0.00010591,estc
"Dacier, André, 1651-1722.",Dacier,André,,1651,1722,,,,,,,1,0.00010591,estc
"Palladio, Andrea, 1508-1580.",Palladio,Andrea,,1508,1580,,,,,,,1,0.00010591,estc
"Marvell, Andrew, 1621-1678.",Marvell,Andrew,,1621,1678,,,,,,,1,0.00010591,estc
"Fletcher, Andrew, 1655-1716.",Fletcher,Andrew,,1655,1716,,,,,,,1,0.00010591,estc
"Snape, Andrew, 1675-1742.",Snape,Andrew,,1675,1742,,,,,,,1,0.00010591,estc
"Brice, Andrew, 1690-1773.",Brice,Andrew,,1690,1773,,,,,,,1,0.00010591,estc
"Motte, Andrew, d. 1730.",Motte,Andrew,,,1730,,,,,,,1,0.00010591,estc
"Douglas, Andrew.",Douglas,Andrew,,,,,,,,,,1,0.00010591,estc
"Wakely, Andrew.",Wakely,Andrew,,,,,,,,,,1,0.00010591,estc
"Yearsley, Ann, 1753-1806.",Yearsley,Ann,,1753,1806,,,,,,,1,0.00010591,estc
"Penny, Anne, 18th cent.",Penny,Anne,, 18th cent.,,,,,,,,1,0.00010591,estc
"Fitzherbert, Anthony, 1470-1538.",Fitzherbert,Anthony,,1470,1538,,,,,,,1,0.00010591,estc
"Pearson, Anthony, 1628-1670?",Pearson,Anthony,,1628,1670?,,,,,,,1,0.00010591,estc
"Parkinson, Anthony, 1667-1728",Parkinson,Anthony,,1667,1728,,,,,,,1,0.00010591,estc
"Collins, Anthony, 1676-1729.",Collins,Anthony,,1676,1729,,,,,,,1,0.00010591,estc
"Stokes, Anthony, 1736-1799.",Stokes,Anthony,,1736,1799,,,,,,,1,0.00010591,estc
"Robinson, Anthony, 1762-1827.",Robinson,Anthony,,1762,1827,,,,,,,1,0.00010591,estc
"Edwards, Anthony, 18th/19th cent.",Edwards,Anthony,, 18th/19th cent.,,,,,,,,1,0.00010591,estc
"Brewer, Anthony, fl. 1630-1655.",Brewer,Anthony,, fl. 1630,1655,,,,,,,1,0.00010591,estc
"Burgess, Anthony, d. 1664.",Burgess,Anthony,,,1664,,,,,,,1,0.00010591,estc
"Birks, Anthony.",Birks,Anthony,,,,,,,,,,1,0.00010591,estc
"Arnauld, Antoine, 1612-1694.",Arnauld,Antoine,,1612,1694,,,,,,,1,0.00010591,estc
"Mauduit, Antoine René, 1731-1815.",Mauduit,Antoine René,,1731,1815,,,,,,,1,0.00010591,estc
"Pernety, Antoine-Joseph, 1716-1801.",Pernety,Antoine-Joseph,,1716,1801,,,,,,,1,0.00010591,estc
"Sepp von Reinegg, Anton, 1655-1733 or 8.",Sepp von Reinegg,Anton,,1655,1733 or 8.,,,,,,,1,0.00010591,estc
"Lorgna, Anton Maria, 1730-1796.",Lorgna,Anton Maria,,1730,1796,,,,,,,1,0.00010591,estc
"Dale, Antonius van, 1638-1708.",Dale,Antonius van,,1638,1708,,,,,,,1,0.00010591,estc
"Ascham, Antony, d. 1650.",Ascham,Antony,,,1650,,,,,,,1,0.00010591,estc
"Plantin, Arabella.",Plantin,Arabella,,,,,,,,,,1,0.00010591,estc
"Napier, Archibald Napier, Baron, 1576-1645.",Napier,Archibald,,1576,1645,,,,,,,1,0.00010591,estc
"Campbell, Archibald, 1726?-1780.",Campbell,Archibald,, 1726?,1780,,,,,,,1,0.00010591,estc
"Dundonald, Archibald Cochrane, Earl of, 1749?-1831.",Cochrane,Archibald,, 1749?,1831,,,,,,,1,0.00010591,estc
"Hamilton, Archibald d. 1792.",Hamilton,Archibald,,,1792,,,,,,,1,0.00010591,estc
"Hook, Archibald.",Hook,Archibald,,,,,,,,,,1,0.00010591,estc
"Keir, Archibald.",Keir,Archibald,,,,,,,,,,1,0.00010591,estc
"Mitchell, Archibald.",Mitchell,Archibald,,,,,,,,,,1,0.00010591,estc
"Anglesey, Arthur Annesley, Earl of, 1614-1686.",Annesley,Arthur,,1614,1686,,,,,,,1,0.00010591,estc
"Maynwaring, Arthur, 1668-1712.",Maynwaring,Arthur,,1668,1712,,,,,,,1,0.00010591,estc
"Lee, Arthur, 1740-1792.",Lee,Arthur,,1740,1792,,,,,,,1,0.00010591,estc
"O'Connor, Arthur, 1763-1852.",O'Connor,Arthur,,1763,1852,,,,,,,1,0.00010591,estc
"Dent, Arthur, d. 1607.",Dent,Arthur,,,1607,,,,,,,1,0.00010591,estc
"Lowe, Arthur Charles. Moody, Christopher Lake,",Lowe,Arthur Charles Moody,,,,,,,,,,1,0.00010591,estc
"Burns, Arthur.",Burns,Arthur,,,,,,,,,,1,0.00010591,estc
"Terry, Astley.",Terry,Astley,,,,,,,,,,1,0.00010591,estc
"Toplady, Augustus, 1740-1778.",Toplady,Augustus,,1740,1778,,,,,,,1,0.00010591,estc
"Macaulay, Aulay.",Macaulay,Aulay,,,,,,,,,,1,0.00010591,estc
"Churchill, Awnsham, d. 1728.",Churchill,Awnsham,,,1728,,,,,,,1,0.00010591,estc
"Clermont, B.",Clermont,B,,,,,,,,,,1,0.00010591,estc
"Law, B. (Bedwell), d. 1798.",Law,B (Bedwell),,, d. 1798.,,,,,,,1,0.00010591,estc
"Muralt, Béat Louis de, 1665-1749.",Muralt,Béat Louis de,,1665,1749,,,,,,,1,0.00010591,estc
"Castiglione, Baldassarre, conte, 1478-1529.",Castiglione,Baldassarre,,1478,1529,,,,,,,1,0.00010591,estc
"Binney, Barnabas, 1751-1787.",Binney,Barnabas,,1751,1787,,,,,,,1,0.00010591,estc
"Aretius, Benedictus, d. 1574.",Aretius,Benedictus,,,1574,,,,,,,1,0.00010591,estc
"Feijoo, Benito Jerónimo, 1676-1764.",Feijoo,Benito Jerónimo,,1676,1764,,,,,,,1,0.00010591,estc
"Calamy, Benjamin, 1642-1686.",Calamy,Benjamin,,1642,1686,,,,,,,1,0.00010591,estc
"Jenks, Benjamin, 1646-1724.",Jenks,Benjamin,,1646,1724,,,,,,,1,0.00010591,estc
"Robinson, Benjamin, 1666-1724.",Robinson,Benjamin,,1666,1724,,,,,,,1,0.00010591,estc
"Bennet, Benjamin, 1674-1726.",Bennet,Benjamin,,1674,1726,,,,,,,1,0.00010591,estc
"Heath, Benjamin, 1704-1766.",Heath,Benjamin,,1704,1766,,,,,,,1,0.00010591,estc
"Franklin, Benjamin, 1706-1790.",Franklin,Benjamin,,1706,1790,,,,,,,1,0.00010591,estc
"Buckler, Benjamin, 1718-1780.",Buckler,Benjamin,,1718,1780,,,,,,,1,0.00010591,estc
"Vaughan, Benjamin, 1751-1835.",Vaughan,Benjamin,,1751,1835,,,,,,,1,0.00010591,estc
"Rumford, Benjamin, Graf von, 1753-1814.",Rumford,Benjamin,,1753,1814,,,,,,,1,0.00010591,estc
"Flower, Benjamin, 1755-1829",Flower,Benjamin,,1755,1829,,,,,,,1,0.00010591,estc
"Langwith, Benjamin, 1684?-1743.",Langwith,Benjamin,, 1684?,1743,,,,,,,1,0.00010591,estc
"Bulkeley, Benjamin, fl. 1706-1757.",Bulkeley,Benjamin,, fl. 1706,1757,,,,,,,1,0.00010591,estc
"Marshall, Benjamin, b. 1682 or 3.",Marshall,Benjamin,,1682 or 3.,,,,,,,,1,0.00010591,estc
"Parker, Benjamin, d. 1747.",Parker,Benjamin,,,1662,,,,,,,1,0.00010591,estc
"Loveling, Benjamin fl. 1711-1738.",Loveling,Benjamin,,fl. 1711-1738.,,,,,,,,1,0.00010591,estc
"Barton, Benjamin Smith, 1766-1815.",Barton,Benjamin Smith,,1766,1815,,,,,,,1,0.00010591,estc
"Mackerell, Benjamin.",Mackerell,Benjamin,,,,,,,,,,1,0.00010591,estc
"Lamy, Bernard, 1640-1715.",Lamy,Bernard,,1640,1715,,,,,,,1,0.00010591,estc
"Montfaucon, Bernard de, 1655-1741.",Montfaucon,Bernard de,,1655,1741,,,,,,,1,0.00010591,estc
"Clarke, Bernard.",Clarke,Bernard,,,,,,,,,,1,0.00010591,estc
"Cleeve, Bourchier, 1715-1760.",Cleeve,Bourchier,,1715,1760,,,,,,,1,0.00010591,estc
"Gurdon, Brampton, d. 1741.",Gurdon,Brampton,,,1741,,,,,,,1,0.00010591,estc
"Willis, Browne, 1682-1760.",Willis,Browne,,1682,1760,,,,,,,1,0.00010591,estc
"Higgins, Bry. 1737?-1820.",Higgins,Bry,,1737?,1820,,,,,,,1,0.00010591,estc
"Bromwich, Bryan I'Anson.",Bromwich,Bryan I'Anson,,,,,,,,,,1,0.00010591,estc
"Johnston, Bryce.",Johnston,Bryce,,,,,,,,,,1,0.00010591,estc
"Harwood, Busick, Sir, 1745?-1814.",Harwood,Busick,, 1745?,1814,,,,,,,1,0.00010591,estc
"Hutchinson, C.",Hutchinson,C,,,,,,,,,,1,0.00010591,estc
"Wilkinson, C. H.",Wilkinson,C H,,,,,,,,,,1,0.00010591,estc
"Mussolini, CÃ¦sar.",Mussolini,CÃ¦sar,,,,,,,,,,1,0.00010591,estc
"Tschink, Cajetan, 1763-1813.",Tschink,Cajetan,,1763,1813,,,,,,,1,0.00010591,estc
"Ashworth, Caleb, 1722-1775.",Ashworth,Caleb,,1722,1775,,,,,,,1,0.00010591,estc
"Trenchfield, Caleb, 1624 or 5-1671.",Trenchfield,Caleb,, 1624 or 5,1671,,,,,,,1,0.00010591,estc
"Salis-Marschlins, Carl Ulysses von",Salis-Marschlins,Carl Ulysses von,,,,,,,,,,1,0.00010591,estc
"Niebuhr, Carsten, 1733-1815.",Niebuhr,Carsten,,1733,1815,,,,,,,1,0.00010591,estc
"Beccaria, Cesare, marchese di, 1738-1794.",Beccaria,Cesare,,1738,1794,,,,,,,1,0.00010591,estc
"Herle, Charles, 1598-1659.",Herle,Charles,,1598,1659,,,,,,,1,0.00010591,estc
"Hoole, Charles, 1610-1667.",Hoole,Charles,,1610,1667,,,,,,,1,0.00010591,estc
"Gobinet, Charles, 1614-1690.",Gobinet,Charles,,1614,1690,,,,,,,1,0.00010591,estc
"Cotton, Charles, 1630-1687.",Cotton,Charles,,1630,1687,,,,,,,1,0.00010591,estc
"Blout, Charles, 1654-1693.",Blout,Charles,,1654,1693,,,,,,,1,0.00010591,estc
"Townshend, Charles Townshend, Viscount, 1674-1738.",Townshend,Charles,,1674,1738,,,,,,,1,0.00010591,estc
"Wesley, Charles, 1707-1788.",Wesley,Charles,,1707,1788,,,,,,,1,0.00010591,estc
"Moss, Charles, 1711-1802.",Moss,Charles,,1711,1802,,,,,,,1,0.00010591,estc
"Batteux, Charles, 1713-1780.",Batteux,Charles,,1713,1780,,,,,,,1,0.00010591,estc
"Bulkley, Charles, 1719-1797.",Bulkley,Charles,,1719,1797,,,,,,,1,0.00010591,estc
"Yorke, Charles, 1722-1770.",Yorke,Charles,,1722,1770,,,,,,,1,0.00010591,estc
"Davy, Charles, 1722-1797",Davy,Charles,,1722,1797,,,,,,,1,0.00010591,estc
"Lee, Charles, 1731-1782.",Lee,Charles,,1731,1782,,,,,,,1,0.00010591,estc
"Hamilton, Charles, 1738-1800.",Hamilton,Charles,,1738,1800,,,,,,,1,0.00010591,estc
"Fearne, Charles, 1742-1794.",Fearne,Charles,,1742,1794,,,,,,,1,0.00010591,estc
"Macklin, Charles, 1697?-1797.",Macklin,Charles,, 1697?,1797,,,,,,,1,0.00010591,estc
"Smith, Charles, 1715?-1762.",Smith,Charles,, 1715?,1762,,,,,,,1,0.00010591,estc
"Hornby, Charles, d. 1739.",Hornby,Charles,,,1739,,,,,,,1,0.00010591,estc
"Philpot, Charles",Philpot,Charles,,,,,,,,,,1,0.00010591,estc
"Swaine, Charles",Swaine,Charles,,,,,,,,,,1,0.00010591,estc
"Wilson, Charles",Wilson,Charles,,,,,,,,,,1,0.00010591,estc
"Neuville, Charles Frey de, 1693-1774.",Neuville,Charles Frey de,,1693,1774,,,,,,,1,0.00010591,estc
"Feilding, Charles John.",Feilding,Charles John,,,,,,,,,,1,0.00010591,estc
"Bathurst, Charles.",Bathurst,Charles,,,,,,,,,,1,0.00010591,estc
"Brand, Charles.",Brand,Charles,,,,,,,,,,1,0.00010591,estc
"Brent, Charles.",Brent,Charles,,,,,,,,,,1,0.00010591,estc
"Cleland, Charles.",Cleland,Charles,,,,,,,,,,1,0.00010591,estc
"Evelyn, Charles.",Evelyn,Charles,,,,,,,,,,1,0.00010591,estc
"Lucas, Charles.",Lucas,Charles,,,,,,,,,,1,0.00010591,estc
"Mackinnon, Charles.",Mackinnon,Charles,,,,,,,,,,1,0.00010591,estc
"Phipps, Charles.",Phipps,Charles,,,,,,,,,,1,0.00010591,estc
"Pye, Charles.",Pye,Charles,,,,,,,,,,1,0.00010591,estc
"Vyse, Charles.",Vyse,Charles,,,,,,,,,,1,0.00010591,estc
"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier, 1746-1788.",Dupaty,Charles-Marguerite-Jean-Baptiste Mercier,,1746,1788,,,,,,,1,0.00010591,estc
"Brooke, Charlotte, 1740-1793.",Brooke,Charlotte,,1740,1793,,,,,,,1,0.00010591,estc
"Lennox, Charlotte, ca. 1729-1804,",Lennox,Charlotte,, ca. 1729,1804,,,,,,,1,0.00010591,estc
"Beverley, Charlotte.",Beverley,Charlotte,,,,,,,,,,1,0.00010591,estc
"Trotti de La Chétardie, chevalier, d. 1703.",Trotti de La Chétardie,chevalier,,,1703,,,,,,,1,0.00010591,estc
"Potter, Christopher, 1591-1646.",Potter,Christopher,,1591,1646,,,,,,,1,0.00010591,estc
"Pitt, Christopher, 1699-1748.",Pitt,Christopher,,1699,1748,,,,,,,1,0.00010591,estc
"Colles, Christopher, 1738-1816.",Colles,Christopher,,1738,1816,,,,,,,1,0.00010591,estc
"Hildyard, Christopher, 1668 or 9-1734.",Hildyard,Christopher,, 1668 or 9,1734,,,,,,,1,0.00010591,estc
"Bullock, Christopher, 1690?-1724.",Bullock,Christopher,, 1690?,1724,,,,,,,1,0.00010591,estc
"Robinson, Christopher, fl. 1755.",Robinson,Christopher,, fl. 1755.,,,,,,,,1,0.00010591,estc
"Berthollet, Claude-Louis, 1748-1822.",Berthollet,Claude-Louis,,1748,1822,,,,,,,1,0.00010591,estc
"Le Cat, Claude-Nicolas, 1700-1768.",Le Cat,Claude-Nicolas,,1700,1768,,,,,,,1,0.00010591,estc
"Tolomei, Claudio, 1492-1555.",Tolomei,Claudio,,1492,1555,,,,,,,1,0.00010591,estc
"Spelman, Clement, 1598-1679.",Spelman,Clement,,1598,1679,,,,,,,1,0.00010591,estc
"Ellis, Clement, 1630-1700.",Ellis,Clement,,1630,1700,,,,,,,1,0.00010591,estc
"Frederic, Colonel, 1725?-1797.",Frederic,Colonel,, 1725?,1797,,,,,,,1,0.00010591,estc
"Heresbach, Conrad, 1496-1576.",Heresbach,Conrad,,1496,1576,,,,,,,1,0.00010591,estc
"Place, Conyers.",Place,Conyers,,,,,,,,,,1,0.00010591,estc
"Mary, Cornelius.",Mary,Cornelius,,,,,,,,,,1,0.00010591,estc
"Nepos, Cornelius.",Nepos,Cornelius,,,,,,,,,,1,0.00010591,estc
"Durell, D. 1728-1775.",Durell,D,,1728,1775,,,,,,,1,0.00010591,estc
"Lewis, D. 1683?-1760.",Lewis,D,,1683?,1760,,,,,,,1,0.00010591,estc
"Dakeyne, D.",Dakeyne,D,,,,,,,,,,1,0.00010591,estc
"Farroe, D.",Farroe,D,,,,,,,,,,1,0.00010591,estc
"Kelly, D.",Kelly,D,,,,,,,,,,1,0.00010591,estc
"Featley, Daniel, 1582-1645.",Featley,Daniel,,1582,1645,,,,,,,1,0.00010591,estc
"Brevint, Daniel, 1616-1695.",Brevint,Daniel,,1616,1695,,,,,,,1,0.00010591,estc
"Nottingham, Daniel Finch, Earl of, 1647-1730.",Finch,Daniel,,1647,1730,,,,,,,1,0.00010591,estc
"Fournier, Daniel, d. 1766?",Fournier,Daniel,,,1766?,,,,,,,1,0.00010591,estc
"Foot, Daniel.",Foot,Daniel,,,,,,,,,,1,0.00010591,estc
"Holt, Daniel.",Holt,Daniel,,,,,,,,,,1,0.00010591,estc
"Pareus, David, 1548-1622.",Pareus,David,,1548,1622,,,,,,,1,0.00010591,estc
"Collyer, David, 1652-1724.",Collyer,David,,1652,1724,,,,,,,1,0.00010591,estc
"Humphreys, David, 1689-1740.",Humphreys,David,,1689,1740,,,,,,,1,0.00010591,estc
"Henry, David, 1710-1792.",Henry,David,,1710,1792,,,,,,,1,0.00010591,estc
"Garrick, David, 1717-1779.",Garrick,David,,1717,1779,,,,,,,1,0.00010591,estc
"Garrick, David, 1717-1779.",Garrick,David,,1717,1779,,,,,,,1,0.00010591,estc
"Doig, David, 1719-1800.",Doig,David,,1719,1800,,,,,,,1,0.00010591,estc
"Cranz, David, 1723-1777.",Cranz,David,,1723,1777,,,,,,,1,0.00010591,estc
"ClaparÃ¨de, David, 1727-1801.",ClaparÃ¨de,David,,1727,1801,,,,,,,1,0.00010591,estc
"Dundas, David, Sir, 1735-1820.",Dundas,David,,1735,1820,,,,,,,1,0.00010591,estc
"Williams, David, 1738-1816.",Williams,David,,1738,1816,,,,,,,1,0.00010591,estc
"Davies, David, 1742-1819.",Davies,David,,1742,1819,,,,,,,1,0.00010591,estc
"Macpherson, David, 1746-1816.",Macpherson,David,,1746,1816,,,,,,,1,0.00010591,estc
"Malcolme, David, 1748.",Malcolme,David,,1748,,,,,,,,1,0.00010591,estc
"Lloyd, David, 1752-1838.",Lloyd,David,,1752,1838,,,,,,,1,0.00010591,estc
"Laing, David, 1793-1878.",Laing,David,,1793,1878,,,,,,,1,0.00010591,estc
"Powell, David, 1552?-1598.",Powell,David,, 1552?,1598,,,,,,,1,0.00010591,estc
"Lyle, David, fl. 1762",Lyle,David,, fl. 1762,,,,,,,,1,0.00010591,estc
"Baker, David Erskine, 1730-1767.",Baker,David Erskine,,1730,1767,,,,,,,1,0.00010591,estc
"Davidson, David.",Davidson,David,,,,,,,,,,1,0.00010591,estc
"Jeffries, David.",Jeffries,David,,,,,,,,,,1,0.00010591,estc
"Loch, David.",Loch,David,,,,,,,,,,1,0.00010591,estc
"Spence, David.",Spence,David,,,,,,,,,,1,0.00010591,estc
"Ure, David.",Ure,David,,,,,,,,,,1,0.00010591,estc
"Wilkie, David.",Wilkie,David,,,,,,,,,,1,0.00010591,estc
"Luis, de Granada, 1504-1588.",Luis,de Granada,,1504,1588,,,,,,,1,0.00010591,estc
"Swift, Deane, 1707-1783.",Swift,Deane,,1707,1783,,,,,,,1,0.00010591,estc
"Holles, Denzil Holles, Baron, 1599-1680.",Holles,Denzil Holles,,1599,1680,,,,,,,1,0.00010591,estc
"FernaÌndez Navarrete, Domingo, d. 1689.",FernaÌndez Navarrete,Domingo,,,1689,,,,,,,1,0.00010591,estc
"MacNicol, Donald, 1735-1802.",MacNicol,Donald,,1735,1802,,,,,,,1,0.00010591,estc
"Celesia, Dorothea, 1738-1790.",Celesia,Dorothea,,1738,1790,,,,,,,1,0.00010591,estc
"Wheeler, Dr.",Wheeler,Dr,,,,,,,,,,1,0.00010591,estc
"Morris, Drake, pseud.",Morris,Drake,,,,,,,,,,1,0.00010591,estc
"Cressener, Drue, 1638?-1718.",Cressener,Drue,, 1638?,1718,,,,,,,1,0.00010591,estc
"Carleton, Dudley, Viscount Dorchester, 1573-1632.",Carleton,Dudley,,1573,1632,,,,,,,1,0.00010591,estc
"Forbes, Duncan, 1685-1747.",Forbes,Duncan,,1685,1747,,,,,,,1,0.00010591,estc
"Campbell, Duncan.",Campbell,Duncan,,,,,,,,,,1,0.00010591,estc
"Hoppus, E.",Hoppus,E,,,,,,,,,,1,0.00010591,estc
"Whirlepool, E., pseud.?",Whirlepool,E,,,,,,,,,,1,0.00010591,estc
"Pemberton, Ebenezer, 1705-1777.",Pemberton,Ebenezer,,1705,1777,,,,,,,1,0.00010591,estc
"Macfait, Ebenezer, d 1786.",Macfait,Ebenezer,,,1786,,,,,,,1,0.00010591,estc
"Hoyle, Edmond, 1672-1769.",Hoyle,Edmond,,1672,1769,,,,,,,1,0.00010591,estc
"Calamy, Edmund, 1600-1666.",Calamy,Edmund,,1600,1666,,,,,,,1,0.00010591,estc
"Waller, Edmund, 1606-1687.",Waller,Edmund,,1606,1687,,,,,,,1,0.00010591,estc
"Hickeringill, Edmund, 1631-1708.",Hickeringill,Edmund,,1631,1708,,,,,,,1,0.00010591,estc
"Gibson, Edmund, 1669-1748.",Gibson,Edmund,,1669,1748,,,,,,,1,0.00010591,estc
"Keene, Edmund, 1714-1781.",Keene,Edmund,,1714,1781,,,,,,,1,0.00010591,estc
"Fry, Edmund, 1754-1835.",Fry,Edmund,,1754,1835,,,,,,,1,0.00010591,estc
"Ludlow, Edmund, 1617?-1692.",Ludlow,Edmund,, 1617?,1692,,,,,,,1,0.00010591,estc
"Barker, Edmund, b. 1620 or 21.",Barker,Edmund,,1620 or 21.,,,,,,,,1,0.00010591,estc
"Ryves, Edmund.",Ryves,Edmund,,,,,,,,,,1,0.00010591,estc
"Southerne, Edmund.",Southerne,Edmund,,,,,,,,,,1,0.00010591,estc
"Herbert of Cherbury, Edward Herbert, Baron, 1583-1648.",Herbert,Edward,,1583,1648,,,,,,,1,0.00010591,estc
"Chamberlayne, Edward, 1616-1703.",Chamberlayne,Edward,,1616,1703,,,,,,,1,0.00010591,estc
"Polhill, Edward, 1622-1694?",Polhill,Edward,,1622,1694?,,,,,,,1,0.00010591,estc
"Fowler, Edward, 1632-1714.",Fowler,Edward,,1632,1714,,,,,,,1,0.00010591,estc
"Seymour, Edward, Sir, 1633-1708.",Seymour,Edward,,1633,1708,,,,,,,1,0.00010591,estc
"Baynard, Edward, b. 1641.",Baynard,Edward,,1641,,,,,,,,1,0.00010591,estc
"Hawarden, Edward, 1662-1735.",Hawarden,Edward,,1662,1735,,,,,,,1,0.00010591,estc
"Thwaites, Edward, 1667-1711.",Thwaites,Edward,,1667,1711,,,,,,,1,0.00010591,estc
"Vernon, Edward, 1684-1757.",Vernon,Edward,,1684,1757,,,,,,,1,0.00010591,estc
"Barry, Edward, Sir, 1696-1776.",Barry,Edward,,1696,1776,,,,,,,1,0.00010591,estc
"Lewis, Edward, 1701-1784.",Lewis,Edward,,1701,1784,,,,,,,1,0.00010591,estc
"Lovibond, Edward, 1724-1775.",Lovibond,Edward,,1724,1775,,,,,,,1,0.00010591,estc
"Long, Edward, 1734-1813.",Long,Edward,,1734,1813,,,,,,,1,0.00010591,estc
"Ledwich, Edward 1738-1823.",Ledwich,Edward,,1738,1823,,,,,,,1,0.00010591,estc
"Ellenborough, Edward Law, Baron, 1750-1818.",Law,Edward,,1750,1818,,,,,,,1,0.00010591,estc
"Cooke, Edward, 1755-1820.",Cooke,Edward,,1755,1820,,,,,,,1,0.00010591,estc
"Boswell, Edward, 1760-1842.",Boswell,Edward,,1760,1842,,,,,,,1,0.00010591,estc
"Ravenscroft, Edward, 1654?-1707.",Ravenscroft,Edward,, 1654?,1707,,,,,,,1,0.00010591,estc
"Weston, Edward, 1702 or 3-1770.",Weston,Edward,, 1702 or 3,1770,,,,,,,1,0.00010591,estc
"Jacob, Edward, 1709 or 10-1788.",Jacob,Edward,, 1709 or 10,1788,,,,,,,1,0.00010591,estc
"Thompson, Edward, 1738?-1786.",Thompson,Edward,, 1738?,1786,,,,,,,1,0.00010591,estc
"Goldney, Edward, fl. 1759-1770.",Goldney,Edward,, fl. 1759,1770,,,,,,,1,0.00010591,estc
"Corbet, Edward, d. 1658.",Corbet,Edward,,,1658,,,,,,,1,0.00010591,estc
"Burt, Edward, d. 1755.",Burt,Edward,,,1755,,,,,,,1,0.00010591,estc
"Christian, Edward, d. 1823.",Christian,Edward,,,1823,,,,,,,1,0.00010591,estc
"Delaval, Edward Hussey, 1729-1814.",Delaval,Edward Hussey,,1729,1814,,,,,,,1,0.00010591,estc
"Duke, Edward.",Duke,Edward,,,,,,,,,,1,0.00010591,estc
"Farley, Edward.",Farley,Edward,,,,,,,,,,1,0.00010591,estc
"Jesup, Edward.",Jesup,Edward,,,,,,,,,,1,0.00010591,estc
"Manwaring, Edward.",Manwaring,Edward,,,,,,,,,,1,0.00010591,estc
"Saul, Edward.",Saul,Edward,,,,,,,,,,1,0.00010591,estc
"Vernon, Edward.",Vernon,Edward,,,,,,,,,,1,0.00010591,estc
"Brydges, Egerton, Sir, 1762-1837.",Brydges,Egerton,,1762,1837,,,,,,,1,0.00010591,estc
"La Fosse, étienne-Guillaume, d. 1765.",La Fosse,étienne-Guillaume,,, d. 1765.,,,,,,,1,0.00010591,estc
"Winchester, Elhanan, 1751-1797.",Winchester,Elhanan,,1751,1797,,,,,,,1,0.00010591,estc
"Voster, Elias.",Voster,Elias,,,,,,,,,,1,0.00010591,estc
"Coles, Elisha, 1640?-1680.",Coles,Elisha,, 1640?,1680,,,,,,,1,0.00010591,estc
"Day, Eliza, approximately 1734-",Day,Eliza,,1734,,,,,,,,1,0.00010591,estc
"Reeves, Eliza.",Reeves,Eliza,,,,,,,,,,1,0.00010591,estc
"Thomas, Elizabeth, 1677-1731.",Thomas,Elizabeth,,1677,1731,,,,,,,1,0.00010591,estc
"Settle, Elkanah, 1648-1724.",Settle,Elkanah,,1648,1724,,,,,,,1,0.00010591,estc
"Knight, Ellis Cornelia, 1757-1837.",Knight,Ellis Cornelia,,1757,1837,,,,,,,1,0.00010591,estc
"Hargrove, Ely, 1741-1818.",Hargrove,Ely,,1741,1818,,,,,,,1,0.00010591,estc
"Bates, Ely.",Bates,Ely,,,,,,,,,,1,0.00010591,estc
"Swedenborg, Emanuel, 1688-1772.",Swedenborg,Emanuel,,1688,1772,,,,,,,1,0.00010591,estc
"Trinity House (London, England)",Trinity House (London,England),,,,,,,,,,1,0.00010591,estc
"Whig Club (London, England)",Whig Club (London,England),,,,,,,,,,1,0.00010591,estc
"Kingston upon Thames (London, England).",Kingston upon Thames (London,England),,,,,,,,,,1,0.00010591,estc
"Pagitt, Ephraim, 1574 or 5-1647.",Pagitt,Ephraim,, 1574 or 5,1647,,,,,,,1,0.00010591,estc
"Kirby, Ephraim.",Kirby,Ephraim,,,,,,,,,,1,0.00010591,estc
"S. N., Esquire.",S N,Esquire,,,,,,,,,,1,0.00010591,estc
"Condillac, Etienne Bonnot de, 1714-1780.",Condillac,Etienne Bonnot de,,1714,1780,,,,,,,1,0.00010591,estc
"Stanhope, Eugenia, d. 1783.",Stanhope,Eugenia,,,1783,,,,,,,1,0.00010591,estc
"Digby, Everard, Sir, 1578-1606.",Digby,Everard,,1578,1606,,,,,,,1,0.00010591,estc
"Great Britain. Commissioners for Taking, Examing and Stating the Public Accounts.",Great Britain Commissioners for Taking,Examing and Stating the Public Accounts,,,,,,,,,,1,0.00010591,estc
"Coote, Eyre, Sir, 1726-1783.",Coote,Eyre,,1726,1783,,,,,,,1,0.00010591,estc
"Wragg, F",Wragg,F,,,,,,,,,,1,0.00010591,estc
"H, F M.A.",H,F MA,,,,,,,,,,1,0.00010591,estc
